"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","response to stimulus","GO:0050896","0.000028119028349381758","4.550999690401593","9000","563","306","21092","RPS19,PPP1R12C,IFNW1,DNAI1,F2R,NFIB,RPS6,IFNK,KLF9,SHC3,MEF2C,GNG10,TXN,SEMA6A,CD48,SLAMF8,SHC1,MCL1,FCRL4,ERLEC1,SSTR4,RIN2,XDH,NRXN1,OVOL2,SLC22A7,CNIH3,MIA3,CAMKMT,CALM2,VEGFA,CYP1B1,SMYD3,MYB,TAAR2,TAAR5,THEMIS,CDK19,SESN1,PRDM1,GJA10,EEF1A1,KLHL31,GSTA3,YWHAQ,ODC1,GDF7,FKBP1B,IFT172,MSRA,CRISP3,TAS2R7,PECAM1,MILR1,FAM20A,MAP2K6,BTBD17,PPP1R14B,CELA1,ASIC1,BANF1,TUBA1B,PRKAG1,PCBP2,TARBP2,HNRNPA1,CRHR1,GNGT2,SKAP1,KRT13,SCAP,ACKR2,PRKAG2,GJD4,VIM,AHR,SKAP2,THRB,EOMES,CCR5,CCR2,XCR1,CCR8,CX3CR1,CCR4,LRRFIP2,GLI3,PRL,SOX4,F13A1,TUBB2B,SERPINB6,MARCHF6,AHRR,GALR1,MEP1B,RPS20,RPL30,YWHAZ,FZD6,EEF1D,LYZ,CYTH4,CHRM2,IQSEC3,ADIPOR2,AKR1B10,C3AR1,GYS2,NTF3,FAM162A,SCNN1A,GAPDH,PRSS2,PRSS3,GPR15,CD200,ARL6,HMGN1,MAOA,IL1RAPL1,ARX,CNKSR2,BMX,WWC3,P2RY8,SLC10A2,TPT1,HMGB1,MMP13,SESN3,RPS3,HBE1,CCKBR,APBB1,IGSF1,DLGAP4,YWHAB,SIRPA,FKBP1A,LBP,STX2,GTF2H3,RHOF,PPP1CC,HPS4,PLA2G1B,PPP2R2A,SLC20A1,PPIA,WWC1,GABRG2,CAMK2A,HNRNPA0,FAM20C,CYP3A4,CYP3A5,ACTB,PKD1,RBBP6,RPS15A,ABAT,HBA1,IFT140,MCHR2,THEMIS2,SESN2,PABPC4,UMOD,CNOT1,MT4,MT3,NECAB2,ZNF423,CPNE7,TYK2,MECP2,C3,OASL,HRH1,ABHD6,PROK2,MBD4,IFT122,STARD8,PLP1,BTK,OGT,GRIA3,IL1RAPL2,NRK,HMGB3,WWC2,HAND2,FBXO8,HPGD,GLRA3,GPM6A,ASB5,VEGFC,ALB,QRFPR,CAMK2D,ALPK1,CFI,UBE2D3,DLC1,CCKAR,RNF4,CTNNA2,F13B,KLHL20,RNASEL,IER5,RPL5,GFI1,PDE4B,RGS3,DAB2IP,STRBP,DUOX2,CYP1A2,CYP1A1,ZP3,DNAJA4,USP3,RPS27L,TPM1,CGNL1,BCL2L10,BCL2A1,CHSY1,PARP16,TLE3,MBL2,ZNF365,RHOBTB1,MYPN,CYP2C18,FAS,IFIT5,FFAR4,POLL,ITPRIP,PPP1CA,STX3,BUB1B,BDNF,ABCC8,BRSK1,CHKA,FTH1,TNKS1BP1,SLC8A3,FOXG1,GPR65,TTC8,EVL,CDC42BPB,SIX1,CNIH1,TRIM41,LTB4R,CD1B,CD1C,TRA2B,BOK,NMNAT3,PLSCR1,PIK3CA,NLGN1,TNIK,GPR87,P2RY14,GPR171,UGT1A1,AOX1,CHN1,PLA2R1,LY75,PRKAG3,GLI2,TANC1,MARCHF7,PIGR,C4BPA,NGF,RPL10A,BTN1A1,TLE5,ZAP70,HCN2,MYH7,MKS1,GTF2IRD1,HSPA8,CBL,HINFP,DRD2,CA6,SLC2A5,NMNAT1,CENPS,PLA2G2A,EPHA8,YBX1"
"GO:BP","multicellular organismal process","GO:0032501","0.000059409031066558736","4.226147530704922","7463","563","262","21092","RPS19,IFNW1,DNAI1,TPM2,F2R,ENC1,NFIB,RPS6,IFNK,SHC3,TPPP2,RNF38,MEF2C,SEMA6A,SLAMF8,BCAN,TPM3,SHC1,SNAPIN,SSTR4,RIN2,XDH,NRXN1,OVOL2,MIA3,SIX3,CALM2,VEGFA,CYP1B1,MYB,TAAR5,THEMIS,PRDM1,GJA10,YWHAQ,ODC1,GDF7,FKBP1B,IFT172,RHAG,TAS2R7,H3F3B,PECAM1,MAP2K6,NME1,CELA1,ASIC1,BANF1,GYS1,NAB2,PRKAG1,TARBP2,CRHR1,MRC2,KCNH6,KLHL10,EN2,GJD4,VIM,AHR,HOXA4,THRB,EOMES,CCR2,TRAK1,CX3CR1,CCR4,GLI3,TPPP,PRL,SOX4,F13A1,TUBB2B,SERPINB6,ATPSCKMT,COBL,GALR1,NECAB1,SLC26A7,YWHAZ,FZD6,CSMD3,LMOD2,SLC16A7,LYZ,APOLD1,CHADL,CHRM2,ADIPOR2,C3AR1,UPK3A,NTF3,SCNN1A,GAPDH,PRSS2,PRSS3,GPR15,CD200,ARL6,HMGN1,IL1RAPL1,ARX,SAT1,GPM6B,WWC3,TPT1,SETDB2,HMGB1,MMP13,VSTM5,RPS3,MOGAT2,CCKBR,APBB1,DLGAP4,MYT1,SIRPA,FKBP1A,LBP,PLTP,CTSZ,ARVCF,PPP1CC,HPS4,HSCB,PLA2G1B,ANTXR1,COX5B,PPIA,PCDHGC3,WWC1,GABRG2,SLC26A2,CAMK2A,FAM20C,ACTB,PKD1,RBBP6,ABAT,IFT140,AZIN2,PABPC4,UMOD,CETP,TPPP3,CNOT1,CTRB2,MT3,ZNF423,TYK2,MECP2,C3,RPL29,HRH1,ABHD6,PROK2,IFT122,PLP1,BTK,OGT,PHF6,RPL39L,IL1RAPL2,NRK,HMGB3,WWC2,HAND2,HPGD,GLRA3,GPM6A,VEGFC,ALB,RPL7L1,CAMK2D,DLC1,CCKAR,CTNNA2,PANK2,F13B,GFI1,CYP4A22,NFIA,PDE4B,DAB2IP,STRBP,PBX3,DUOX2,PARP6,CYP1A2,CYP1A1,ZP3,SCAPER,DNAJA4,TPM1,BCL2L10,CHSY1,TLE3,LDB3,CTNNA3,ZNF365,MYPN,FFAR4,POLL,NANOS1,HMX3,PPP1CA,STX3,BAAT,IFITM5,BDNF,ABCC8,LDHA,BRSK1,SLC8A3,FOXG1,TTC8,EVL,SIX1,LTB4R,TRA2B,BOK,PLSCR1,PIK3CA,NLGN1,TNIK,GPR171,PFN2,TM4SF1,NAB1,SPAG16,UGT1A1,CHN1,PLA2R1,PRKAG3,GLI2,TANC1,MARCHF7,ETNK2,PIGR,NGF,BTN1A1,TLE5,ZAP70,HCN2,MYH7,MKS1,GTF2IRD1,SMTNL2,TECTA,CBL,HINFP,DRD2,PTS,RPL22,KLHL17,CA6,SLC2A5,ZBTB17,PLA2G2A,EPHA8,YBX1,PPCS"
"GO:BP","response to external stimulus","GO:0009605","0.0000664580267789869","4.177452557606202","2814","563","122","21092","RPS19,IFNW1,F2R,NFIB,IFNK,MEF2C,SEMA6A,SLAMF8,SHC1,NRXN1,CAMKMT,VEGFA,CYP1B1,CDK19,SESN1,PRDM1,GJA10,ODC1,GDF7,FKBP1B,CRISP3,FAM20A,BTBD17,PPP1R14B,BANF1,PRKAG1,PCBP2,TARBP2,HNRNPA1,GNGT2,ACKR2,PRKAG2,GJD4,VIM,CCR5,CCR2,XCR1,CCR8,CX3CR1,CCR4,GLI3,PRL,TUBB2B,RPL30,LYZ,CHRM2,C3AR1,NTF3,GAPDH,PRSS2,PRSS3,CD200,ARX,SLC10A2,TPT1,HMGB1,SESN3,SIRPA,LBP,PPP1CC,PLA2G1B,PPIA,HNRNPA0,PKD1,RPS15A,ABAT,SESN2,UMOD,MT3,TYK2,MECP2,C3,OASL,HRH1,PROK2,BTK,OGT,HMGB3,HPGD,GPM6A,VEGFC,ALB,ALPK1,CFI,CTNNA2,RNASEL,GFI1,PDE4B,DAB2IP,STRBP,DUOX2,CYP1A1,ZP3,CHSY1,MBL2,MYPN,FAS,IFIT5,FFAR4,PPP1CA,STX3,BDNF,ABCC8,BRSK1,CHKA,FOXG1,TTC8,TRIM41,PLSCR1,PIK3CA,UGT1A1,CHN1,PRKAG3,GLI2,C4BPA,TLE5,ZAP70,HSPA8,CBL,DRD2,PLA2G2A,EPHA8"
"GO:BP","positive regulation of biological process","GO:0048518","0.00010232749386993895","3.990007662165176","6309","563","228","21092","RPS19,IFNW1,F2R,ENC1,NFIB,RPS6,IFNK,CKS2,TPPP2,MEF2C,SMC2,TXN,SEMA6A,SHC1,CKS1B,SNAPIN,ILF2,MCL1,SSTR4,RIN2,XDH,NRXN1,OVOL2,MIA3,PFN3,SIX3,CALM2,VEGFA,CYP1B1,SMYD3,MYB,THEMIS,CDK19,SESN1,PRDM1,ODC1,GDF7,FKBP1B,IFT172,H3F3B,PECAM1,FAM20A,MAP2K6,NME1,SUMO2,CELA1,BCDIN3D,NAB2,PRKAG1,PCBP2,TARBP2,HNRNPA1,KANSL1,SKAP1,SCAP,PRKAG2,EN2,VIM,AHR,THRB,EOMES,CCR2,CX3CR1,CCR4,GLI3,TPPP,PRL,SOX4,TUBB2B,ATPSCKMT,COBL,GALR1,RPS20,AZIN1,EEF1D,LMOD2,KCTD17,ADIPOR2,C3AR1,NTF3,FAM162A,GAPDH,PRSS2,CD200,HMGN1,MAOA,IL1RAPL1,ARX,BMX,GPM6B,P2RY8,LMO7,SETDB2,HMGB1,MMP7,SESN3,VSTM5,RPS3,HBE1,CCKBR,APBB1,EEF1A2,SIRPA,FKBP1A,DNMT3B,LBP,PLTP,PPP1CC,HPS4,PLA2G1B,ANTXR1,SLC20A1,PPIA,APBB3,WWC1,CAMK2A,HNRNPA0,FAM20C,ACTB,RPS2,PKD1,RPS15A,ABAT,HBA1,THEMIS2,SESN2,AZIN2,CETP,TPPP3,CNOT1,MT3,NECAB2,ZNF423,TYK2,MECP2,NFIX,C3,MEPCE,OASL,HRH1,ABHD6,PROK2,PLP1,BTK,OGT,HAND2,HPGD,GPM6A,ASB5,VEGFC,CAMK2D,ALPK1,CFI,UBE2D3,DLC1,CEP135,RNF4,RNASEL,IER5,RPL5,GFI1,NFIA,PDE4B,DAB2IP,PBX3,DUOX2,PARP6,CYP1A1,ZP3,DNAJA4,RPS27L,TPM1,BCL2L10,CHSY1,PARP16,MBL2,ZNF365,FAS,IFIT5,FFAR4,NANOS1,PPP1CA,STX3,BDNF,ZNF143,ABCC8,TNKS1BP1,SLC8A3,FOXG1,ZNF410,GPR65,EVL,BRF1,SIX1,TRIM41,CD1B,CD1C,TRA2B,BOK,PLSCR1,NCBP2,PIK3CA,NLGN1,TNIK,PFN2,PLA2R1,GLI2,DBI,DPP10,MARCHF7,C4BPA,NGF,BTN1A1,NFIC,TLE5,ZAP70,MPV17L2,COL26A1,SMTNL2,HSPA8,CBL,HINFP,DRD2,CENPS,ZBTB17,PLA2G2A,EPHA8,YBX1"
"GO:BP","transport","GO:0006810","0.0001093127566955939","3.9613291533364334","4755","563","182","21092","DNAI1,MTX3,F2R,BTF3,SLC26A1,MEF2C,TXN,RHBG,SNAPIN,MCL1,ERLEC1,SSTR4,RIN2,XDH,CTAGE1,NRXN1,SLC22A7,CNIH3,CNIH4,MIA3,CALM2,VEGFA,TRAPPC3L,GJA10,BORCS6,YWHAQ,FKBP1B,IFT172,RHAG,PECAM1,MILR1,MAP2K6,TTYH2,SLC26A11,NME1,ASIC1,TUBA1C,TUBA1A,TUBA1B,PRKAG1,HNRNPA1,CRHR1,MRC2,KCNH6,SCAP,ACKR2,PRKAG2,GJD4,CCR5,CCR2,XCR1,TRAK1,GLI3,SEC61G,PRL,SOX4,NUP153,ATPSCKMT,GALR1,MEP1B,JPH1,SLC26A7,YWHAZ,AZIN1,KCNQ3,CEP41,SLC16A7,APOLD1,CHRM2,UPK3A,NTF3,SCNN1A,CD200,ARL6,IL1RAPL1,GPM6B,SLC10A2,TPT1,HMGB1,MOGAT2,HBE1,CCKBR,APBB1,NECAB3,YWHAB,SIRPA,FKBP1A,LBP,PLTP,STX2,PPP1CC,PHETA1,HPS4,PITPNB,PLA2G1B,ANTXR1,AP3M2,COX5B,SLC20A1,PPIA,APBB3,WWC1,GABRG2,SLC26A2,CAMK2A,TTYH3,ACTB,PKD1,ABAT,HBA1,IFT140,SESN2,RHCE,GJA9,TRAPPC3,AZIN2,UMOD,CETP,MT3,NECAB2,UQCRFS1,MECP2,C3,SLC25A26,IFT122,PLP1,BTK,GRIA3,SLC20A2,GLRA3,GPM6A,SPCS3,VEGFC,GC,CAMK2D,CFI,UBE2D3,SLC10A4,CCKAR,KLHL20,RNASEL,PDE4B,NUP214,ZP3,RHCG,MBL2,RHOBTB1,FFAR4,STX3,ABCC8,BRSK1,CHKA,FTH1,SLC8A3,TTC8,CNIH1,BOK,PLSCR1,NCBP2,SLC51A,FYTTD1,PIK3CA,NLGN1,PFN2,SPAG16,MTX2,PLA2R1,LY75,DBI,DPP10,PIGR,C4BPA,MYO1F,HCN2,VPS53,HSPA8,CBL,DRD2,SLC2A5,RBP7,PLA2G2A,YBX1"
"GO:BP","anatomical structure development","GO:0048856","0.00011578665414667741","3.936341495569496","5836","563","214","21092","RPS19,IFNW1,DNAI1,F2R,ENC1,NFIB,RPS6,IFNK,SHC3,RNF38,MEF2C,SEMA6A,PLEKHO1,SLAMF8,BCAN,SHC1,SNAPIN,SSTR4,RIN2,XDH,NRXN1,OVOL2,MIA3,SIX3,CALM2,VEGFA,CYP1B1,SMYD3,MYB,THEMIS,PRDM1,GJA10,YWHAQ,ODC1,GDF7,FKBP1B,IFT172,RHAG,H3F3B,PECAM1,FAM20A,MAP2K6,NME1,ANKRD33,CELA1,GYS1,NAB2,TARBP2,CRHR1,KRT13,KLHL10,EN2,GJD4,VIM,AHR,HOXA4,THRB,EOMES,CCR2,TRAK1,CX3CR1,CCR4,GLI3,TPPP,PRL,SOX4,TUBB2B,CDH18,COBL,JPH1,NECAB1,YWHAZ,FZD6,CSMD3,LMOD2,APOLD1,CHADL,CHRM2,ADIPOR2,C3AR1,UPK3A,NTF3,CSTA,GPR15,ARL6,HMGN1,IL1RAPL1,ARX,SAT1,BMX,GPM6B,TPT1,SETDB2,HMGB1,MMP13,VSTM5,CCKBR,APBB1,MYT1,FKBP1A,CTSZ,ARVCF,STX2,RHOF,PPP1CC,HSCB,ANTXR1,SLC20A1,PPIA,PCDHGC3,GABRG2,CAMK2A,FAM20C,ACTB,MSLN,PKD1,RBBP6,ABAT,IFT140,PABPC4,UMOD,TPPP3,CNOT1,CFDP1,MT3,ZNF423,MECP2,C3,RPL29,PROK2,IFT122,PLP1,BTK,OGT,PHF6,IL1RAPL2,NRK,HMGB3,HAND2,HPGD,GPM6A,VEGFC,RPL7L1,DLC1,CCKAR,CTNNA2,PANK2,GFI1,CYP4A22,NFIA,DAB2IP,STRBP,PBX3,DUOX2,PARP6,CYP1A2,CYP1A1,ZP3,SCAPER,TPM1,RHCG,CHSY1,TLE3,LDB3,ZNF365,RHOBTB1,MYPN,POLL,NANOS1,HMX3,PPP1CA,STX3,BAAT,IFITM5,BDNF,ABCC8,LDHA,BRSK1,SLC8A3,FOXG1,NUBPL,TTC8,EVL,SIX1,TRA2B,BOK,PIK3CA,NLGN1,TNIK,GPR171,TM4SF4,TM4SF1,NAB1,SPAG16,UGT1A1,CHN1,GLI2,TANC1,MARCHF7,ETNK2,NGF,TLE5,ZAP70,MYH7,MKS1,CBL,HINFP,DRD2,PTS,RPL22,KLHL17,ZBTB17,EPHA8,YBX1"
"GO:BP","developmental process","GO:0032502","0.00011959286597807227","3.922294726357348","6424","563","231","21092","RPS19,IFNW1,DNAI1,F2R,ENC1,NFIB,RPS6,IFNK,SHC3,TPPP2,RNF38,MEF2C,SEMA6A,PLEKHO1,SLAMF8,BCAN,SHC1,SNAPIN,MCL1,SSTR4,RIN2,XDH,NRXN1,OVOL2,MIA3,SIX3,CALM2,VEGFA,CYP1B1,SMYD3,MYB,THEMIS,PRDM1,GJA10,YWHAQ,ODC1,GDF7,FKBP1B,IFT172,RHAG,H3F3B,PECAM1,FAM20A,MAP2K6,NME1,ANKRD33,CELA1,GYS1,NAB2,PRKAG1,TARBP2,CRHR1,MRC2,KRT13,KLHL10,SCAP,EN2,GJD4,VIM,AHR,HOXA4,THRB,EOMES,CCR2,TRAK1,CX3CR1,CCR4,GLI3,TPPP,PRL,SOX4,TUBB2B,CDH18,COBL,JPH1,NECAB1,YWHAZ,FZD6,CSMD3,LMOD2,APOLD1,CHADL,CHRM2,ADIPOR2,C3AR1,UPK3A,NTF3,CSTA,GPR15,ARL6,HMGN1,IL1RAPL1,ARX,SAT1,BMX,GPM6B,WWC3,TPT1,SETDB2,HMGB1,MMP13,VSTM5,CCKBR,APBB1,MYT1,FKBP1A,CTSZ,ARVCF,STX2,RHOF,PPP1CC,HPS4,HSCB,ANTXR1,SLC20A1,PPIA,PCDHGC3,WWC1,GABRG2,CAMK2A,FAM20C,ACTB,MSLN,PKD1,RBBP6,ABAT,IFT140,AZIN2,PABPC4,UMOD,CETP,TPPP3,CNOT1,CFDP1,MT3,ZNF423,TYK2,MECP2,C3,RPL29,PROK2,IFT122,PLP1,BTK,OGT,PHF6,RPL39L,IL1RAPL2,NRK,HMGB3,WWC2,HAND2,HPGD,GPM6A,VEGFC,RPL7L1,DLC1,CCKAR,CTNNA2,PANK2,RNASEL,GFI1,CYP4A22,NFIA,DAB2IP,STRBP,PBX3,DUOX2,PARP6,CYP1A2,CYP1A1,ZP3,SCAPER,TPM1,BCL2L10,RHCG,CHSY1,TLE3,LDB3,ZNF365,RHOBTB1,MYPN,FFAR4,POLL,NANOS1,HMX3,PPP1CA,STX3,BAAT,IFITM5,BDNF,ABCC8,LDHA,BRSK1,SLC8A3,FOXG1,NUBPL,TTC8,EVL,SIX1,TRA2B,BOK,PIK3CA,NLGN1,TNIK,GPR171,TM4SF4,TM4SF1,NAB1,SPAG16,UGT1A1,CHN1,GLI2,TANC1,MARCHF7,ETNK2,NGF,TLE5,ZAP70,MYH7,MKS1,CBL,HINFP,DRD2,PTS,RPL22,KLHL17,ZBTB17,PLA2G2A,EPHA8,YBX1"
"GO:BP","amide biosynthetic process","GO:0043604","0.00014441115649395736","3.8403992540198426","896","563","53","21092","RPS19,RPL17,ENC1,RPS6,RPS27,CYP1B1,EEF1A1,RPS26,TARBP2,KRT13,VIM,RPSAP58,SOX4,RPS20,RPL7,RPL30,EEF1D,GAPDH,RPL31,RPL21,RPS3,EEF1A2,RPL6,RPS2,RPS15A,SESN2,PABPC4,CNOT1,RPL29,RPS4Y1,RPL39L,RPL9,RPL5,RPL12,RPL7A,RPS27L,KLHL25,RPS24,NANOS1,PPP1CA,RPL27A,TNKS1BP1,BRF1,NCBP2,RPL35A,EEF1B2,RPL10A,RPL36,MPV17L2,RPL23A,RPL22,YBX1,PPCS"
"GO:BP","establishment of localization","GO:0051234","0.0001617912166047456","3.791045059260417","4913","563","186","21092","DNAI1,MTX3,F2R,BTF3,SLC26A1,MEF2C,TXN,RHBG,SNAPIN,MCL1,ERLEC1,SSTR4,RIN2,XDH,CTAGE1,NRXN1,SLC22A7,CNIH3,CNIH4,MIA3,CALM2,VEGFA,SMYD3,TRAPPC3L,GJA10,BORCS6,YWHAQ,FKBP1B,IFT172,RHAG,PECAM1,MILR1,MAP2K6,TTYH2,SLC26A11,NME1,ASIC1,TUBA1C,TUBA1A,TUBA1B,PRKAG1,HNRNPA1,CRHR1,MRC2,KCNH6,SCAP,ACKR2,PRKAG2,GJD4,CCR5,CCR2,XCR1,TRAK1,GLI3,SEC61G,PRL,SOX4,NUP153,ATPSCKMT,GALR1,MEP1B,JPH1,SLC26A7,YWHAZ,AZIN1,KCNQ3,CEP41,SLC16A7,APOLD1,CHRM2,UPK3A,NTF3,SCNN1A,CD200,ARL6,IL1RAPL1,GPM6B,SLC10A2,TPT1,HMGB1,MOGAT2,HBE1,CCKBR,APBB1,NECAB3,YWHAB,SIRPA,FKBP1A,LBP,PLTP,STX2,PPP1CC,PHETA1,HPS4,PITPNB,PLA2G1B,ANTXR1,AP3M2,COX5B,SLC20A1,PPIA,APBB3,WWC1,GABRG2,SLC26A2,CAMK2A,TTYH3,ACTB,PKD1,ABAT,HBA1,IFT140,SESN2,RHCE,GJA9,TRAPPC3,AZIN2,UMOD,CETP,MT3,NECAB2,UQCRFS1,MECP2,C3,SLC25A26,IFT122,PLP1,BTK,GRIA3,SLC20A2,GLRA3,GPM6A,SPCS3,VEGFC,GC,CAMK2D,CFI,UBE2D3,CEP135,SLC10A4,CCKAR,KLHL20,RNASEL,PDE4B,NUP214,ZP3,RHCG,MBL2,RHOBTB1,FFAR4,STX3,ABCC8,BRSK1,CHKA,FTH1,SLC8A3,TTC8,CNIH1,CENPA,BOK,PLSCR1,NCBP2,SLC51A,FYTTD1,PIK3CA,NLGN1,PFN2,SPAG16,MTX2,PLA2R1,LY75,DBI,DPP10,PIGR,C4BPA,MYO1F,HCN2,VPS53,HSPA8,CBL,HINFP,DRD2,SLC2A5,RBP7,PLA2G2A,YBX1"
"GO:BP","cellular biosynthetic process","GO:0044249","0.00023345698622896223","3.6317931252230466","5782","563","211","21092","RPS19,RPL17,F2R,ENC1,NFIB,RPS6,IFNK,KLF9,CKS2,CHSY3,SLC26A1,MEF2C,TXN,RPS27,SHC1,CKS1B,ILF2,OVOL2,SIX3,VEGFA,CYP1B1,SMYD3,MYB,PRDM1,EEF1A1,YWHAQ,ODC1,GDF7,ZNF302,NME1,ANKRD33,CELA1,GYS1,NAB2,RPS26,PRKAG1,PCBP2,TARBP2,HNRNPA1,KANSL1,SKAP1,KRT13,CHPF2,SCAP,PRKAG2,EN2,VIM,AHR,HOXA4,THRB,EOMES,TRAK1,RPSAP58,CX3CR1,LRRFIP2,GLI3,PRL,SOX4,ATPSCKMT,AHRR,GALR1,RPS20,RPL7,NECAB1,RPL30,YWHAZ,AZIN1,FZD6,EEF1D,ETNK1,GYS2,GAPDH,CD200,ZFP92,HMGN1,ARX,SAT1,BMX,WWC3,RPL31,LMO7,SETDB2,HMGB1,RPL21,RPS3,MOGAT2,APBB1,IGSF1,RALY,NECAB3,EEF1A2,MYT1,UCKL1,SIRPA,DNMT3B,PLTP,GTF2H3,RPL6,PLA2G1B,PPIA,APBB3,WWC1,SLC26A2,CAMK2A,CYP3A4,ACTB,RPS2,PKD1,RPS15A,ABAT,SESN2,AK2,AZIN2,PABPC4,CNOT1,MT3,NECAB2,ZNF423,MECP2,NFIX,C3,MEPCE,RPL29,HRH1,RPS4Y1,PLP1,BTK,OGT,PHF6,RPL39L,HMGB3,CBR4,WWC2,HAND2,CAMK2D,UBE2D3,MTMR7,RPL9,RNF4,PANK2,RNASEL,IER5,FAM20B,NMNAT2,RPL5,GFI1,CYP4A22,NFIA,RPL12,GBGT1,RPL7A,DAB2IP,PBX3,DUOX2,CYP1A2,CYP1A1,ZP3,RPS27L,KLHL25,CHSY1,PARP16,TLE3,RPS24,POLL,NANOS1,HMX3,PPP1CA,BAAT,CHST14,ZNF143,RPL27A,CHKA,TNKS1BP1,FOXG1,ZNF410,BRF1,SIX1,TRIM41,NMNAT3,MOGAT1,PLSCR1,NCBP2,RPL35A,PIK3CA,NAB1,LRRFIP1,EEF1B2,CHPF,PRKAG3,GLI2,DBI,BAZ2B,ETNK2,RPL10A,RPL36,NFIC,TLE5,MPV17L2,GALNT17,GTF2IRD1,RPL23A,HSPA8,HINFP,DRD2,PTS,RPL22,NMNAT1,ZBTB17,YBX1,PPCS,ND1"
"GO:BP","regulation of molecular function","GO:0065009","0.0003586765211822811","3.445297051131968","3055","563","127","21092","PPP1R12C,TPM2,F2R,CKS2,MEF2C,TXN,SLAMF8,SHC1,CKS1B,SNAPIN,RIN2,XDH,NRXN1,CNIH3,CALM2,VEGFA,CYP1B1,SMYD3,PPP1R14C,EEF1A1,FKBP1B,FAM20A,MAP2K6,NME1,ANKRD33,PPP1R14B,NAB2,PRKAG1,TARBP2,CRHR1,PRKAG2,EOMES,CCR2,CX3CR1,GLI3,SERPINB6,ATPSCKMT,GALR1,RPS20,JPH1,AZIN1,FZD6,EEF1D,CALML3,CYTH4,IQSEC3,NTF3,CSTA,FAM162A,GAPDH,CD200,HMGN1,HMGB1,RPS3,CCKBR,DLGAP4,YWHAB,EEF1A2,SIRPA,FKBP1A,CTSZ,RHOF,HPS4,PLA2G1B,ANTXR1,PPP2R2A,PPIA,CAMK2A,PPP2R2B,ACTB,RPS2,PKD1,SESN2,AZIN2,MT3,C3,MEPCE,OASL,STARD8,BTK,SPOCK3,HAND2,FBXO8,VEGFC,CAMK2D,DLC1,PPP2R2C,RPL5,GFI1,PDE4B,RGS3,DAB2IP,RPS27L,TPM1,BCL2L10,PARP16,FAS,TBC1D12,ITPRIP,PPP2R2D,PPP1CA,BUB1B,BDNF,ABCC8,SLC8A3,GPR65,TTC8,TRIM41,BOK,SUMO3,PLSCR1,PIK3CA,NLGN1,GPR87,PFN2,UGT1A1,EEF1B2,CHN1,PLA2R1,PRKAG3,DBI,NGF,TLE5,HCN2,CBL,DRD2,EPHA8"
"GO:BP","positive regulation of cytosolic calcium ion concentration","GO:0007204","0.0003738621328863066","3.427288520701211","204","563","21","21092","F2R,FKBP1B,ACKR2,CCR5,CCR2,XCR1,CCR8,CX3CR1,CCR4,GALR1,JPH1,C3AR1,P2RY8,HMGB1,CCKBR,PLA2G1B,PKD1,PROK2,FFAR4,GPR65,DRD2"
