Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSACAG00000005350,CYP7A1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005352,FAM110C,,,,,,,,,,,,,,,5,,,,4,,,,,
ENSACAG00000005353,PPP2R5D,,,4,4,,,,,,,,,,,,,4,,,,,,,
ENSACAG00000005354,,,4,,,2,,,,,4,5,,,,,,,,3,,,,,
ENSACAG00000005355,,,,3,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000005356,SH3YL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005357,MYOM3,,,,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000005358,DSCAM,,,,,,,,,,,,,,2,,,,,,,,,2,
ENSACAG00000005359,LIMS2,,,,3,,,,,,,,,,,,,,,,,,,,9
ENSACAG00000005360,MRPS11,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005361,,,,,,4,,,,4,,,,5,,,,5,5,,,,,,
ENSACAG00000005362,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005363,GRINA,,,,3,,,,,,,,6,,,3,,,,,,,,,
ENSACAG00000005364,,,,,,,,,,,,,,,,,,2,,,,,3,,
ENSACAG00000005365,,,2,,,,,,,,,,,,,,,,2,,,,,,
ENSACAG00000005366,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005367,AAAS,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005368,SUOX,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000005369,DNTTIP2,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005370,,2,2,5,1,1,1,1,3,4,7,3,4,6,4,6,5,5,7,2,1,1,,1,
ENSACAG00000005372,SLC4A2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005374,,,2,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005375,,2,2,5,1,1,1,1,3,4,7,3,4,6,4,6,5,5,7,2,1,1,,1,
ENSACAG00000005376,RAB37,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005377,,3,,,,,,,,,2,,,,,,,,,,,,,,
ENSACAG00000005378,NMNAT2,,,,,,,,4,4,,,,,4,,,,,,,,,4,
ENSACAG00000005379,OSTF1,,,,,,,,,,,,,,,,,,,,,2,,,
ENSACAG00000005380,RAB5B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005381,,,3,,,,,,,3,,,,,,,,,2,,,,,,
ENSACAG00000005382,,3,,,,,,,,,2,,,,,,,,,,,,,,
ENSACAG00000005383,CFAP61,,,,,,,,,,,2,,,,,,,,,,,,,
ENSACAG00000005384,PDK2,,,,,,,,,,,,,,,,3,,,,,,,,
ENSACAG00000005385,,2,72,8,7,17,6,10,11,11,17,1,,2,1,1,,1,,,,,,,
ENSACAG00000005388,ZMAT4,,,2,,,2,,2,,,,,,,,,,,,,,,,
ENSACAG00000005389,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005391,UIMC1,,,,,,,,,,,,,,,,,,,2,,,,,
ENSACAG00000005392,GAMT,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005393,ECE1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005394,ZNF346,,,,2,,,2,,2,,,,,,,,,,,,,,,
ENSACAG00000005395,ACTN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005396,CKM,,,,4,,6,,,,,,,,,,,4,,,,,4,3,
ENSACAG00000005397,ZBTB38,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005398,SLC16A14,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005399,TUFM,,,,,,2,,,,,,,,,,,,,,,,2,,
ENSACAG00000005400,,,,,,,,,,,,,,,,,,2,,,,,,,
ENSACAG00000005401,RIPK4,,,,,,,,,2,,,,,2,,,,,,,,,,
ENSACAG00000005402,WIPF1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005403,KIF9,,,,,,,,,,,2,,,,,,,,,,,,,
ENSACAG00000005404,CDK2,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000005405,SDCBP,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005406,BCAR3,,,,,,,,,,,4,,,4,,4,,,,,,,,
ENSACAG00000005407,MMP24,,,,,,,,,,,,,,,2,,,,,,,,,
ENSACAG00000005408,MAG,3,2,3,3,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,,,1,,
ENSACAG00000005409,IRF8,,,,,,2,,,,,,2,,2,,,,,,,,,,
ENSACAG00000005410,FGFR4,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005411,,,2,2,4,8,5,5,6,2,2,4,1,4,2,3,3,3,10,1,1,1,2,1,1
ENSACAG00000005414,E2F7,,,,,,,,,,,,2,,2,,2,,,,,,,,
ENSACAG00000005415,,,,,,,,,,,,2,,,,,,,2,,,,,2,
ENSACAG00000005416,,,,,,,,,,,,2,,,,,,,2,,,,,2,
ENSACAG00000005417,FBXO36,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005418,RBM17,2,,,,,,,,,,,,,,,,,,,,,,,2
ENSACAG00000005419,,,,,,,,,,,,,,,2,,,,,2,,,,,
ENSACAG00000005420,ALKAL2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005422,REM1,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000005423,,,68,5,2,8,10,12,3,21,6,,,1,,,,,,,,,,,
ENSACAG00000005425,ATXN2L,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005428,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005429,,,3,,,,,,,,,4,,,,,,,,,,,,,
ENSACAG00000005430,SGSM3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005431,SNTG2,,,,,,,,,6,,,6,,6,6,,,,,5,,,,
ENSACAG00000005432,GALNT7,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005433,C12orf57,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005434,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005435,TCFL5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005436,GPR17,,,,,,6,,,,7,,,,,,,,,5,,,,,
ENSACAG00000005437,PRKG1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005438,MYO7B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005439,RALGAPA2,,5,,4,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005440,TRIP12,,,,2,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005441,ATN1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005442,LCA5L,,,,,,,,,,,3,,,3,,,,,,,,,3,
ENSACAG00000005443,TPO,,,,,,,,,,,,,,2,,2,,,,,,,,
ENSACAG00000005445,GMDS,4,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005446,TMPRSS2,,,,,,,,,,,,,,2,,,,,,,,,,2
ENSACAG00000005447,SLC9A3R1,,,,6,,,,,,,,,,5,,,,,,,,,,
ENSACAG00000005448,,,,,,4,,4,,,,,,,3,,3,,,,,,,,
ENSACAG00000005449,GPR155,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005450,,3,,,,2,,,,,,,,,7,,,,,3,,,,,
ENSACAG00000005451,GET1,2,2,2,2,2,1,1,2,1,1,2,4,3,4,3,3,3,2,1,2,2,1,2,2
ENSACAG00000005452,MSI2,2,,,,,2,,,,,,,,,,,,,,,,,,
ENSACAG00000005453,HMGN1,4,4,2,2,3,3,3,2,2,2,3,3,3,4,2,3,2,3,2,3,2,3,3,4
ENSACAG00000005454,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005456,,,,,3,,,,,,,,4,,,,,,,,,,,,
ENSACAG00000005457,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005458,DEGS1,,,,,,,,,4,,,,,,,,,,,,,,,
ENSACAG00000005459,SGCZ,,,,,,,,,,,,,2,,2,,,,2,,,,2,
ENSACAG00000005460,BRWD1,,,,4,,,,,,,,,,4,,,,,,,4,,,4
ENSACAG00000005461,FNBP1L,4,,,4,,4,,,,,,,,4,,,,,,,,,,
ENSACAG00000005462,DIDO1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005463,,,,,,,,,,,,,,2,,,2,,2,,,2,,,
ENSACAG00000005464,NAT9,,,2,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005465,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005466,,,,3,,,,,,3,,,,,,,,,,,,,,,
ENSACAG00000005467,,,,,,4,,4,,4,,,,3,,,,3,3,,,,,,
ENSACAG00000005468,NSMAF,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005469,,,4,,,2,,,,,4,5,,,,,,,,3,,,,,
ENSACAG00000005470,MYG1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005471,PMEL,,,,,,,,,,,,,,,,,,,,,,4,,
ENSACAG00000005472,PEX6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005473,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005474,SCRN3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005475,CUEDC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005476,NVL,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005477,MBP,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005478,TMEM104,,,,,,,,,,,,,,,,,,,2,,,,,
ENSACAG00000005479,COX4I1,,,,,,,,,,,,,,3,,,,3,,,,,,
ENSACAG00000005480,HMGB2,,,,,,,,,2,,,,,,,,,,2,,,,,
ENSACAG00000005481,GALR1,,,,,6,6,,6,6,,,,,7,,6,,6,,,,5,,
ENSACAG00000005482,KLHL18,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005483,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005484,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005485,CEP78,,,2,,,,,,,,,,,,,,,2,,,,,,
ENSACAG00000005486,MYSM1,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000005487,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005488,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005489,GUCY2D,,,,2,,3,,2,,,,,,,,,2,,,,2,,,
ENSACAG00000005492,EMC8,,,,,,3,,,3,,,,,3,,,,,,,,,2,
ENSACAG00000005493,,,3,2,,2,3,,,9,7,1,4,3,6,10,10,7,2,,,,,,
ENSACAG00000005494,OPRM1,,,,,,,,,,,,3,,,,,,,,,,,2,
ENSACAG00000005495,RBM42,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005496,PRDM1,,,2,,,,2,2,2,,,,,,,,,,,,,,,
ENSACAG00000005497,SAP30,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005498,SCRG1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005499,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005500,HAND2,,,,,,,,6,,,,,,,,,,,,,,,,
ENSACAG00000005502,DGKA,,,,,,2,,,,,,,,,,,,,,,,,,
ENSACAG00000005503,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005505,ENO2,,5,,,4,,,,,,,,,,,,6,,,,,,,
ENSACAG00000005506,GID8,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005508,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005509,TXNDC11,,,2,,,2,,,,,,,,,,,,,,,,,2,
ENSACAG00000005510,CNIH4,5,,,,,,7,5,,5,,,,,,6,,6,,,,,,
ENSACAG00000005512,CHRNA6,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005513,DPYD,2,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005514,WDR26,,,,,,,,,,,,,,3,,,3,,,,,3,,
ENSACAG00000005516,SLC17A9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005517,FAM83C,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005518,CIR1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005519,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005520,FBXO8,,,,,,,,2,,,,,,,,,,,,,,,,
ENSACAG00000005521,GRIN2C,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005524,,,,,,2,,3,,,,,,,,,,,,,,,4,,
ENSACAG00000005525,PCSK5,,,,,,,,,,2,,,2,,,,,,,,,,,
ENSACAG00000005527,RBM10,,,,,2,2,,,,,,,,5,,,,,,,,,,
ENSACAG00000005528,SH2B1,,,,4,,,,,,,4,,,,,,,,,,,4,,
ENSACAG00000005529,,11,45,59,65,103,82,85,113,137,97,1,2,3,1,1,1,,1,,,,,,
ENSACAG00000005530,TACR1,,,,,,,,,,,,,,,,,,,,,,3,,
ENSACAG00000005531,,11,45,59,65,103,82,85,113,137,97,1,2,3,1,1,1,,1,,,,,,
ENSACAG00000005532,RGS17,2,,,,,,,,2,,,5,,3,,3,,3,,,,,,
ENSACAG00000005533,,11,45,59,65,103,82,85,113,137,97,1,2,3,1,1,1,,1,,,,,,
ENSACAG00000005534,ATG5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005535,ASB8,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000005536,,,2,,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000005537,ANKH,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005538,GINS2,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005539,CTDSPL,3,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005540,SSX2IP,,3,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005541,DCP1B,,,,,,,,,,,,,,,,,2,,,,,,,
ENSACAG00000005542,,,,,,2,,,,,,,,,,,,,,,,,,,
ENSACAG00000005543,,,,,,4,,3,3,4,,,4,5,,,,,3,,,,5,,
ENSACAG00000005545,DR1,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005550,SP9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005552,ATP2A1,,,,,,,,,,,,,,,2,,,,,,,,,
ENSACAG00000005553,,,,,,,,,,,,,,,,,,,,,,,,,2
ENSACAG00000005554,PXDN,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005555,GSE1,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005556,,,,,3,,,,,,,,,,,,,2,,,,,,,
ENSACAG00000005557,MTRF1L,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000005559,RFK,,,,,,,,,,,,,,,,,,,,,2,,,
ENSACAG00000005560,YTHDF1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005562,PFKM,,,,,,2,,,,,,,,,2,,,,,,,2,,
ENSACAG00000005563,,,,,,,,,,,,,,,,,,,,2,,,,,
ENSACAG00000005564,CEP44,,,,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000005565,XRN2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005566,,,,,,,,,,,,,,,,,,,,2,,,,,
ENSACAG00000005567,RAD51B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005568,FAM161A,,,,,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000005569,CCT4,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000005570,WDR54,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005571,CCDC18,,,,,,,,,,,,4,,,,,,,,,,,,
ENSACAG00000005572,GCNT1,,,,,,,,,,,,,,,,,,,,,2,,,
ENSACAG00000005573,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005574,HS3ST1,,2,,,,,,,,,,,,3,,,,,,,,,,
ENSACAG00000005576,PHF10,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005578,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005579,nlgn2,,,,2,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000005581,,,,,,,,,,,,2,,,,2,,,,,,,,,
ENSACAG00000005582,CRBN,,,,,2,,,,,,,,,,,,,,,,,,,
ENSACAG00000005583,HPGD,,,,,,2,,2,,,,,,,2,,,,,,,,,
ENSACAG00000005584,ARFGAP1,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005585,,1,2,,2,3,1,1,2,4,1,1,4,2,1,,1,1,1,1,1,,1,1,
ENSACAG00000005586,ESRRG,4,,,,,,,,,,,,,,,3,,,,,,,,
ENSACAG00000005587,GNMT,,,,,,,,,4,,,,2,,,,,,,,,,,2
ENSACAG00000005589,DKK1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005591,,,6,,,4,,,,,,,3,,,,,,5,,,,,,
ENSACAG00000005593,CACNB2,5,,,7,,5,,,,5,,,,6,,,,,,,,,,
ENSACAG00000005600,PTBP2,,,,,3,3,,,,,,,,5,,,,,,,,,,
ENSACAG00000005601,GARS1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005602,,24,100,97,55,78,75,69,86,118,106,6,21,29,24,24,23,17,10,6,3,1,2,2,
ENSACAG00000005604,ASB14,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005605,,1,72,10,2,7,54,9,1,372,12,,1,,,,,,,,,,,,
ENSACAG00000005606,HK2,,,,6,,,,,6,,,,,,6,,6,,,,,,,
ENSACAG00000005607,PCDH15,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005611,TMEM229B,,,,,,,,,4,,,,,,,,,3,,,,,,
ENSACAG00000005612,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005613,CNTROB,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005615,,,7,7,,8,7,,,,,,,11,,,,,8,,,,,,
ENSACAG00000005616,OTULINL,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005617,PLEKHH1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005618,,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000005619,VIP,,,,,,,,,,,,4,,,,,,,,,,,4,
ENSACAG00000005620,,,7,7,,8,7,,,,,,,11,,,,,8,,,,,,
ENSACAG00000005621,,,2,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005622,,,3,,,,,,,2,,,6,,6,,,,,,,,,,
ENSACAG00000005623,,,7,7,,8,7,,,,,,,11,,,,,8,,,,,,
ENSACAG00000005624,,,,,,,,,,2,,,,,,,,,,,,,3,,
ENSACAG00000005625,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005626,NSUN6,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005628,,,2,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005630,CHRNB3,,,,,,,,,2,,,,,2,,,,,,,,,,
ENSACAG00000005631,CNPY3,,,,,,,,,,,,,,,,,,2,,,,,,
ENSACAG00000005632,TOX,,,,,,,,,,,,,,,,,2,,,,,,,
ENSACAG00000005633,TPI1,,,2,,2,2,,,,,,,,,,,,,,,,,,
ENSACAG00000005634,ARL5B,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005635,FBXO5,,,,,,,,,,,,3,,,,,,,,,,,,
ENSACAG00000005636,PRUNE2,,,3,3,,,,,,,,,,,,,,,,,3,2,,
ENSACAG00000005638,RAB24,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005639,,,3,,,,,,,2,,,6,,6,,,,,,,,,,
ENSACAG00000005640,,,,,,,2,,,,,,,,,,,2,,,,,,,
ENSACAG00000005641,MYCT1,,,,,,,,,,,,2,,,,,,,,,,,,
ENSACAG00000005642,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005643,C6orf120,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005645,SYNE1,2,,2,,,2,,,,,,4,,,,,,,,,,2,2,
ENSACAG00000005646,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005647,TWSG1,,,,,,,,,4,,,,,,,,,,,,,,,
ENSACAG00000005649,LBR,,,,,4,,,,4,,,,,,,,,,,,,3,,
ENSACAG00000005650,GLRA3,,,,,,,,2,,,,,,,,,,,,,,,,
ENSACAG00000005651,APPL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005652,TRAPPC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005654,CAMK1G,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000005655,VPS13A,,4,,,4,,,,,,,,,,4,,4,4,,,,,,
ENSACAG00000005657,TRNT1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005658,,,,,,,,,,,,,,,,2,,,,,,,,,
ENSACAG00000005659,,,2,,,,,,,,,2,,,,,,,,,,,,,
ENSACAG00000005660,,4,4,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005662,CA8,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005663,NUDT9,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005664,,,3,,,,,,,2,,,6,,6,,,,,,,,,,
ENSACAG00000005665,FAM102B,,,,,,,,,,,,,,2,,2,,,,,,,,2
ENSACAG00000005666,IWS1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005667,MYT1L,,,,3,,,2,,,,,,,,,,,2,,,,,,
ENSACAG00000005668,RNF128,,,,,,,,,,,,,,,2,,,,2,,,,,
ENSACAG00000005672,,,3,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005674,,2,,,,,,,,,,,,,2,2,,,,,,,,,
ENSACAG00000005675,SPATA6,,,,,,,,,,,,3,,3,3,,,,,,,,,
ENSACAG00000005676,,,,,,,3,,,,,,2,,2,,,,,,,,,,
ENSACAG00000005677,PRELID1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005678,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005679,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005680,GPER1,,,,,,,,,,,,,,,,,3,,,,,,,
ENSACAG00000005682,USP5,2,,2,,,,,,2,,,,,,,,,,,,,,,
ENSACAG00000005683,RTN4IP1,,,,2,,2,,,,,,,,,,,,,,,,,,
ENSACAG00000005685,TMED5,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005686,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005688,MXD3,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005689,CGGBP1,3,,,,,,,,,,,2,,,,2,,,2,,,,,
ENSACAG00000005690,GPM6A,,,,,,,5,7,4,,,,,4,,4,,,,,,,,
ENSACAG00000005691,UQCC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005693,SLC5A9,,,,,,,,,,,,3,,2,,,,,,,,,,
ENSACAG00000005694,RAB2A,,,,,3,,,,,,,,,,,,3,3,,,,,,
ENSACAG00000005695,ZNF654,,,,,,,,,4,,,,,,,,4,,,,4,,,
ENSACAG00000005696,HENMT1,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005697,NKX2-2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005699,DNER,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005700,PROC,,,,,,,,,,,,3,,,,,,,,,,,,
ENSACAG00000005701,GRAMD1A,,,,,,2,,,,,,,,,,,,,,,,,,
ENSACAG00000005702,,,3,,,,,,,3,,,,,5,,,,4,,,,,2,
ENSACAG00000005704,TMEM121,,,,,,,,,,,,,,4,,,,,,,,,,
ENSACAG00000005705,THAP1,,,,,,,,,,,,,,2,,,,,,,2,,,
ENSACAG00000005706,COMMD1,,,,,2,,,,,,,,,,,,,,,,,,,
ENSACAG00000005707,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005708,PIGH,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005709,MGST3,,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005710,,3,4,4,2,4,3,4,5,3,3,4,5,3,4,2,4,3,4,4,3,4,2,3,3
ENSACAG00000005713,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005714,PYM1,,,,,,,,,,,,,,,,,,,,,,2,,
ENSACAG00000005716,GDF5,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005717,GLS,3,,3,4,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005718,QRSL1,,,,,,,2,,,,,,,,,,,,,,,,,
ENSACAG00000005719,FDXR,,,,,,,,,,,,,,,,,,,,2,,,,
ENSACAG00000005721,RNF170,,,,,,,,,,,,,,,,,,,,2,,,,
ENSACAG00000005722,ARG2,,,3,,2,,,,,,,,,,,,,,,,,,,
ENSACAG00000005723,,,,,,,,,,,,,,,2,,2,,,,,,,,
ENSACAG00000005724,HESX1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005727,B3GNT2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005728,MTF2,,4,4,,,,,,,,,,,4,,4,,,,,,4,,
ENSACAG00000005729,IL17RD,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005730,,,2,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005732,HOOK3,,,,,,,,,,2,,,,2,,,,,,,2,,,
ENSACAG00000005735,CEP250,4,,,,2,,2,,,2,2,,2,,2,,,,2,4,,2,,
ENSACAG00000005736,ENAH,2,,,2,,,,,,,,,2,,,,,,,,,,,
ENSACAG00000005737,FAM193B,,3,,,,2,,,,,,,3,,,,,,,,,,,
ENSACAG00000005738,,,2,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000005739,,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005741,CRHR2,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005742,,,,,,,,,,,,,,,,,,3,,,,,,,
ENSACAG00000005743,GNG5,,,,,,,,,,,,2,,2,,,,,,,,,,
ENSACAG00000005744,EHBP1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005745,SCN1B,,,,,,,,,,,,,,,,,,,,,,3,,2
ENSACAG00000005746,,,,3,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005747,FNDC7,2,,,,,,,,,,,,,2,,,,,,,,,,
ENSACAG00000005748,INPP5A,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005749,PID1,,,,,,,,,,,,,,,,,,,,,,,,
ENSACAG00000005750,,,,,,,,,,,,,,,,,,,,,,,,,2
ENSACAG00000005751,CSNK2B,,,,,,,,,2,,,2,,,,,,2,,,,,,
ENSACAG00000005752,,,2,2,4,8,5,5,6,2,2,4,1,4,2,3,3,3,10,1,1,1,2,1,1
ENSACAG00000005753,RPF1,,,,,,,,,,,,,,3,,3,,,,,,,2,
ENSACAG00000005754,MKLN1,,,3,,,,,,3,,,,,,,,,,,,,,,
