Gene Id,Gene Name,Sphenodon punctatus,Anolis carolinensis,Pogona vitticeps,Laticauda laticaudata,Naja naja,Notechis scutatus,Pseudonaja textilis,Varanus komodoensis,Podarcis muralis,Salvator merianae,Pelodiscus sinensis,Chelydra serpentina,Chrysemys picta bellii,Terrapene carolina triunguis,Gopherus agassizii,Gopherus evgoodei,Chelonoidis abingdonii,Pelusios castaneus,Crocodylus porosus,Aquila chrysaetos chrysaetos,Struthio camelus australis,Taeniopygia guttata,Anas platyrhynchos platyrhynchos,Gallus gallus
ENSVKKG00000003646,GAPDH,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003647,SLC29A3,,3.0,,,,,,,3.0,,,,,,,,,,3.0,2.0,,,2.0,
ENSVKKG00000003648,ENSVKKG00000003648,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,
ENSVKKG00000003649,B4GALT2,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
ENSVKKG00000003650,SRI,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003651,NCAPD2,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000003652,UNC5B,,,,3.0,,,,,,,3.0,3.0,,3.0,,,,,,,3.0,,3.0,
ENSVKKG00000003653,ENSVKKG00000003653,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,
ENSVKKG00000003654,STEAP4,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003655,ATP6V0B,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,
ENSVKKG00000003656,ENSVKKG00000003656,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003657,KCNK3,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003658,PCBD1,,,,,,,,,,,,,,,,1.0,,,,,,,,
ENSVKKG00000003660,CCDC25,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,
ENSVKKG00000003661,DPH2,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,
ENSVKKG00000003662,STEAP2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003663,MRPL51,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,
ENSVKKG00000003664,SGPL1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003665,VAMP1,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
ENSVKKG00000003666,SCARA3,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
ENSVKKG00000003667,PFKFB1,,,,,,,,,,,,,,,,,,,3.0,,,,,
ENSVKKG00000003668,IPO13,,,,,,,,,,,1.0,,,,,,,,,,,,,
ENSVKKG00000003669,FZD9,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,
ENSVKKG00000003670,ENSVKKG00000003670,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003671,CLU,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
ENSVKKG00000003672,ENSVKKG00000003672,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003673,CFAP69,,,,,,0.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000003674,BAZ1B,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003675,SLC35F6,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0
ENSVKKG00000003676,ENSVKKG00000003676,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,
ENSVKKG00000003677,ENSVKKG00000003677,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
ENSVKKG00000003678,ENSVKKG00000003678,,1.0,,,,,4.0,3.0,,,,,,11.0,,9.0,4.0,4.0,0.0,,,,,
ENSVKKG00000003679,ENSVKKG00000003679,,,,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,,,,
ENSVKKG00000003680,ENSVKKG00000003680,,,,,,2.0,,2.0,,2.0,,1.0,,,,,,,0.0,,,,,
ENSVKKG00000003681,ENSVKKG00000003681,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,
ENSVKKG00000003682,ARTN,3.0,3.0,,,,,,,,,3.0,,,,,,,,2.0,,1.0,,,
ENSVKKG00000003683,ENSVKKG00000003683,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,
ENSVKKG00000003684,ENSVKKG00000003684,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003685,ST3GAL3,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003686,MKS1,,0.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,
ENSVKKG00000003687,ENSVKKG00000003687,,,,4.0,,,,,,,4.0,,,,,,,,3.0,,,,,
ENSVKKG00000003688,FAM237B,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,
ENSVKKG00000003689,BCL7B,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,,1.0,,
ENSVKKG00000003690,ENSVKKG00000003690,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003691,GTPBP10,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,
ENSVKKG00000003692,TBL2,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,
ENSVKKG00000003693,CLDN12,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,
ENSVKKG00000003695,ENSVKKG00000003695,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,
ENSVKKG00000003696,BUD23,,,,,0.0,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003697,SLITRK5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
ENSVKKG00000003698,HMCN1,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,
ENSVKKG00000003699,CDK14,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003700,ENSVKKG00000003700,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,
ENSVKKG00000003701,PTPRF,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSVKKG00000003702,STX1A,,,,,,,,,,,,,,,,,,1.0,,,,,,
ENSVKKG00000003703,SLITRK1,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,
ENSVKKG00000003704,FZD1,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,
ENSVKKG00000003705,ENSVKKG00000003705,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003706,MLXIPL,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,
ENSVKKG00000003707,ENSVKKG00000003707,,,,,,,,2.0,5.0,,1.0,,,,6.0,,,,1.0,,,,,
ENSVKKG00000003708,DNAJC30,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,
ENSVKKG00000003709,FAM32A,,0.0,,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,0.0,,
ENSVKKG00000003710,VPS37D,,3.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,
ENSVKKG00000003711,ENSVKKG00000003711,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,
ENSVKKG00000003712,ENSVKKG00000003712,,,,,,,,,,,,0.0,,1.0,,,,,0.0,,,0.0,,
ENSVKKG00000003713,AP1M1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003714,ENSVKKG00000003714,1.0,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003715,HMBS,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003716,HYI,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSVKKG00000003717,LIMK1,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,
ENSVKKG00000003718,ENSVKKG00000003718,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003719,TENM3,,,3.0,,,,3.0,3.0,,3.0,,,,,,,,,,,,,,
ENSVKKG00000003720,DPAGT1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003721,C2CD2L,,,,,,,1.0,,,,,,,,,,,,,,,,,
ENSVKKG00000003722,ADAMTS14,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003724,BACE1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003725,METTL27,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003726,RNF214,,0.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003727,CLDN4,,,1.0,,,,0.0,,0.0,,0.0,,,,,1.0,,,,,,0.0,,0.0
ENSVKKG00000003728,CLDN3,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003729,ABHD11,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003730,PCSK7,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003732,TAGLN,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003733,ENSVKKG00000003733,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003734,UCP3,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003735,SIDT2,,,,,,,,,,,1.0,,,,,,,,,,,,,
ENSVKKG00000003736,UCP2,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003737,NUDT21,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003738,DNAJB13,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003739,ENSVKKG00000003739,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003740,BBS2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003741,MED8,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003742,PAAF1,,,,,,0.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000003743,COA4,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
ENSVKKG00000003744,ELOVL1,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
ENSVKKG00000003745,POLR2C,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003746,MRPL48,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003747,RAB6A,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,
ENSVKKG00000003748,CDC20,2.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,,2.0,2.0,,,
ENSVKKG00000003749,PAFAH1B2,,1.0,,,,,,,,,2.0,2.0,,,2.0,,,,2.0,,,,,
ENSVKKG00000003750,NUP93,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003751,PLEKHB1,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,
ENSVKKG00000003752,MPL,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,0.0,,0.0
ENSVKKG00000003753,SLC12A3,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0
ENSVKKG00000003754,TIE1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003755,HERPUD1,,,,,,,,,,,,,,,,,,,1.0,,,,,
ENSVKKG00000003757,CDK4,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
ENSVKKG00000003758,C1orf210,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,
ENSVKKG00000003759,CETP,3.0,,,,2.0,,2.0,,3.0,,,,,,3.0,,,3.0,,,,,4.0,
ENSVKKG00000003760,ENSVKKG00000003760,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,
ENSVKKG00000003761,ENSVKKG00000003761,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
ENSVKKG00000003762,TSPAN31,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
ENSVKKG00000003763,TMEM125,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,
ENSVKKG00000003764,CFAP57,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003766,FAM168A,,,,,,,1.0,,,,,,,,,,,,,,,,,
ENSVKKG00000003767,EBNA1BP2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003768,AGAP2,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0
ENSVKKG00000003769,FAM183A,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,
ENSVKKG00000003770,PALD1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003771,SIK3,,,,,,,,,,,,,,,,,,,,,,,0.0,
ENSVKKG00000003772,RELT,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003773,PIF1,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,
ENSVKKG00000003774,CPNE2,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSVKKG00000003775,CHCHD4,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003776,ENSVKKG00000003776,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003777,ENSVKKG00000003777,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003778,ENSVKKG00000003778,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
ENSVKKG00000003779,XPC,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003780,ARHGEF17,,,2.0,1.0,,2.0,,,,,,,,,,,,2.0,,,1.0,,,
ENSVKKG00000003781,RAB3GAP1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003782,ZRANB3,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003783,ENSVKKG00000003783,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,
ENSVKKG00000003784,KCNA3,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003785,TMBIM6,,,,,,,,,,,,,,,,,,,,,1.0,,,
ENSVKKG00000003788,KCNA2,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003789,NCKAP5L,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,
ENSVKKG00000003790,KCNA10,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003791,ENSVKKG00000003791,0.0,,,0.0,0.0,0.0,,,,,2.0,,,3.0,,,,,0.0,,,,,
ENSVKKG00000003792,R3HDM1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003793,ENSVKKG00000003793,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003795,ENSVKKG00000003795,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,0.0,,,
ENSVKKG00000003796,LCT,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003797,ENSVKKG00000003797,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0
ENSVKKG00000003798,GSKIP,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003799,KANSL2,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSVKKG00000003802,CCNT1,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSVKKG00000003804,AKAP9,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
ENSVKKG00000003805,ADCY6,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
ENSVKKG00000003806,ENSVKKG00000003806,,,,,,,,,,,,,,,,,,,,,3.0,,,
ENSVKKG00000003807,AK7,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003808,EIF4EBP2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
ENSVKKG00000003809,ENSVKKG00000003809,,,,,,,,,,,,,,,,,,,,,3.0,,,
ENSVKKG00000003810,LRRC20,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003811,DDX23,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003812,RND1,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,
ENSVKKG00000003813,NPFFR1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003814,CCDC65,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,
ENSVKKG00000003815,MCM6,3.0,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
ENSVKKG00000003816,TMEM106C,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003817,VDR,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003818,MTMR4,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003819,MYG1,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSVKKG00000003820,ENSVKKG00000003820,1.0,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,0.0
ENSVKKG00000003821,HSF5,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003822,PPA1,,,,,,,,,,,,,,,,,,1.0,,,,,,
ENSVKKG00000003823,FKBP11,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSVKKG00000003824,ENSVKKG00000003824,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
ENSVKKG00000003825,ENSVKKG00000003825,,,,,,,,,,,2.0,,,,,,,,2.0,,1.0,,,
ENSVKKG00000003826,SAR1A,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,
ENSVKKG00000003827,AAAS,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003828,TYSND1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003829,WNT10B,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
ENSVKKG00000003830,SUPT4H1,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003831,SPOCK2,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
ENSVKKG00000003832,ENSVKKG00000003832,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,
ENSVKKG00000003833,WNT1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003834,ENSVKKG00000003834,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,
ENSVKKG00000003835,JAKMIP3,,,,,,,,2.0,,,,,,,,,,,,,,,,
ENSVKKG00000003836,LPO,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0,,
ENSVKKG00000003837,ASCC1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003838,ANAPC16,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003839,DDIT4,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
ENSVKKG00000003841,DNAJB12,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003842,ENSVKKG00000003842,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003843,MICU1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003844,SBDS,,,,,,,,,,,,,,,,,,,,,,,0.0,
ENSVKKG00000003845,MCU,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003846,ENSVKKG00000003846,,3.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003847,ENSVKKG00000003847,,0.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003848,OIT3,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003849,NIPSNAP2,,2.0,,,2.0,,3.0,3.0,,,,,,,,,,,,,2.0,,,
ENSVKKG00000003850,PSPH,,0.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003851,CCT6B,,0.0,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003854,PLA2G12B,,,1.0,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003855,P4HA1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003856,NUDT13,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003857,ENSVKKG00000003857,0.0,,,,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,
ENSVKKG00000003858,ECD,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003859,PRKAG1,,,,,,,,,,,1.0,,,,,2.0,,,2.0,,,,,
ENSVKKG00000003860,SUMF2,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0
ENSVKKG00000003861,FAM149B1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003863,ENSVKKG00000003863,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,
ENSVKKG00000003864,DNAJC9,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003865,ENSVKKG00000003865,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,
ENSVKKG00000003866,TFAM,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003867,UBE2D1,,,,,0.0,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003868,CISD1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003869,IPMK,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003871,PCDH15,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003872,ADRM1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003873,DKK1,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003874,OSBPL2,,,0.0,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003875,SORCS1,,,,2.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003876,HRH3,0.0,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003877,ESYT1,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,
ENSVKKG00000003878,PRKG1,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,
ENSVKKG00000003879,XPNPEP1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003880,ADD3,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003881,SGCA,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
ENSVKKG00000003882,MXI1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003883,SMNDC1,,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,
ENSVKKG00000003884,DUSP5,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003885,PROK1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003886,SMC3,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003887,RBM20,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0
ENSVKKG00000003888,PDCD4,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
ENSVKKG00000003889,ENSVKKG00000003889,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,
ENSVKKG00000003891,SHOC2,,,,,,,,,,,,,,,0.0,,,,,,,,,
ENSVKKG00000003892,LAMTOR5,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003893,ADRA2A,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003894,ENSVKKG00000003894,0.0,,,1.0,,,,,,,,,,,,,,,0.0,,0.0,,,0.0
ENSVKKG00000003895,GPAM,2.0,,,,,2.0,,,,,,2.0,2.0,,,,,2.0,2.0,,,,2.0,
ENSVKKG00000003896,TECTB,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003897,SLC16A4,,,,,,,,,,0.0,,,,,,,,,,,,,,
ENSVKKG00000003898,ENSVKKG00000003898,,,,0.0,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003899,ACSL5,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003900,ZDHHC6,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003901,VTI1A,2.0,,,2.0,,,,,,,,,2.0,,2.0,,,,,,,,2.0,
ENSVKKG00000003902,TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003903,SLC15A3,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,
ENSVKKG00000003904,ENSVKKG00000003904,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003905,VPS37C,,3.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,
ENSVKKG00000003906,ENSVKKG00000003906,,,,,,,,,,,2.0,,,1.0,,,,,0.0,,,,,0.0
ENSVKKG00000003907,ENSVKKG00000003907,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,,
ENSVKKG00000003908,DDB1,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,
ENSVKKG00000003909,HABP2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003910,NRAP,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003911,CASP7,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003912,TKFC,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSVKKG00000003913,DCLRE1A,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003914,NHLRC2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003915,ADRB1,,,,,,,,,,,,,,,,,,,,,0.0,,,
ENSVKKG00000003916,CCDC186,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003917,TDRD1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003918,VWA2,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003919,AFAP1L2,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000003921,HIF1AN,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003922,WNT8B,,,,,,,,,,,0.0,,,,,,,,,,,,,
ENSVKKG00000003923,SCD,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003924,PKD2L1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003925,ENSVKKG00000003925,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,
ENSVKKG00000003926,BLOC1S2,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003927,ENSVKKG00000003927,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003928,ENSVKKG00000003928,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003929,HELLS,,,,,,,,,,,,,,,,0.0,,,,,,,,
ENSVKKG00000003930,P2RY6,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0
ENSVKKG00000003931,P2RY2,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0
ENSVKKG00000003933,FCHSD2,,,,,,0.0,,1.0,,,1.0,,,,,,,,,,,,,
ENSVKKG00000003934,ENSVKKG00000003934,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003937,SERPINH1,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003938,MTG2,,,,,,,,,,,,,,,,,,,0.0,,,,,
ENSVKKG00000003939,GDPD5,,,,,,0.0,,,,,,,,,,,,,,,,,,
ENSVKKG00000003941,ENSVKKG00000003941,,,,,,,,,,,,,,,,,,,,,,0.0,,
ENSVKKG00000003942,SCN1A,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
ENSVKKG00000003943,PSMA7,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003944,LSM14B,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003945,ENSVKKG00000003945,,,,,,,,,,,,,,,,,,,,,,,,
ENSVKKG00000003946,ENSVKKG00000003946,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,
ENSVKKG00000003947,DNAH5,,,,,,,,,,,,,,,,,,,,,,,,
