,gene_ids,n_cells,MT,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts
ENSGALG00010024985,ENSGALG00010024985,58,False,58,0.0031051235,99.70952070917014,62.0
ENSGALG00010024987,ENSGALG00010024987,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010025002,ENSGALG00010025002,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010025004,ENSGALG00010025004,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010025013,ENSGALG00010025013,102,False,102,0.0053087594,99.48915710923023,106.0
ENSGALG00010025015,ENSGALG00010025015,48,False,48,0.0026042971,99.7596033455201,52.0
ENSGALG00010025022,ENSGALG00010025022,16,False,16,0.0008514048,99.91986778184003,17.0
ENSGALG00010025027,ENSGALG00010025027,99,False,99,0.0053087594,99.50418190013522,106.0
ENSGALG00010025035,ENSGALG00010025035,29,False,29,0.0017028096,99.85476035458507,34.0
ENSGALG00010025041,ENSGALG00010025041,6,False,6,0.00030049583,99.96995041819001,6.0
ENSGALG00010025046,ENSGALG00010025046,11,False,11,0.000550909,99.94490910001502,11.0
ENSGALG00010025052,ENSGALG00010025052,83,False,83,0.0045074373,99.5843141182952,90.0
ENSGALG00010025054,ENSGALG00010025054,82,False,82,0.004407272,99.58932238193019,88.0
ENSGALG00010025058,ENSGALG00010025058,120,False,120,0.0066609904,99.39900836380026,133.0
ENSGALG00010025062,ENSGALG00010025062,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010025066,ENSGALG00010025066,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010025070,ENSGALG00010025070,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010025075,ENSGALG00010025075,13,False,13,0.00080132217,99.93489257274503,16.0
ENSGALG00010025076,ENSGALG00010025076,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010025077,ENSGALG00010025077,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010025099,ENSGALG00010025099,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010025111,ENSGALG00010025111,48,False,48,0.0025542146,99.7596033455201,51.0
ENSGALG00010025117,ENSGALG00010025117,28,False,28,0.0015024791,99.85976861822007,30.0
ENSGALG00010025122,ENSGALG00010025122,5,False,5,0.00025041317,99.97495868182502,5.0
ENSGALG00010025129,ENSGALG00010025129,26,False,26,0.0013021486,99.86978514549006,26.0
ENSGALG00010025140,ENSGALG00010025140,17,False,17,0.0008514048,99.91485951820503,17.0
ENSGALG00010025151,ENSGALG00010025151,14,False,14,0.00080132217,99.92988430911002,16.0
ENSGALG00010025159,ENSGALG00010025159,7,False,7,0.000550909,99.96494215455502,11.0
ENSGALG00010025166,ENSGALG00010025166,72,False,72,0.0052586766,99.63940501828016,105.0
ENSGALG00010025174,ENSGALG00010025174,7,False,7,0.00050082634,99.96494215455502,10.0
ENSGALG00010025198,ENSGALG00010025198,102,False,102,0.0052586766,99.48915710923023,105.0
ENSGALG00010025203,ENSGALG00010025203,8,False,8,0.000550909,99.95993389092001,11.0
ENSGALG00010025205,ENSGALG00010025205,48,False,48,0.002754545,99.7596033455201,55.0
ENSGALG00010025217,ENSGALG00010025217,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010025221,ENSGALG00010025221,26,False,26,0.0013522311,99.86978514549006,27.0
ENSGALG00010025224,ENSGALG00010025224,35,False,35,0.0019031402,99.82471077277508,38.0
ENSGALG00010025226,ENSGALG00010025226,20,False,20,0.0011519006,99.89983472730005,23.0
ENSGALG00010025241,ENSGALG00010025241,95,False,95,0.0049080984,99.52421495467522,98.0
ENSGALG00010025246,ENSGALG00010025246,95,False,95,0.0050082635,99.52421495467522,100.0
ENSGALG00010025255,ENSGALG00010025255,7,False,7,0.00035057846,99.96494215455502,7.0
ENSGALG00010025260,ENSGALG00010025260,43,False,43,0.0024540492,99.7846446636951,49.0
ENSGALG00010025273,ENSGALG00010025273,10,False,10,0.00050082634,99.94991736365002,10.0
ENSGALG00010025276,ENSGALG00010025276,4,False,4,0.00020033054,99.97996694546,4.0
ADAM10,ENSGALG00010025336,5397,False,5397,0.38773978,72.97040116191717,7742.0
ENSGALG00010000067,ENSGALG00010000067,15,False,15,0.00075123954,99.92487604547503,15.0
RYBP,ENSGALG00010018991,1180,False,1180,0.0683628,94.09024891070266,1365.0
THUMPD3,ENSGALG00010018999,2164,False,2164,0.13362047,89.16211749386488,2668.0
VHL,ENSGALG00010019006,2106,False,2106,0.12034857,89.45259678469475,2403.0
IRAK2,ENSGALG00010019017,1735,False,1735,0.1173937,91.31066259327892,2344.0
GHRL,ENSGALG00010019047,105,False,105,0.0055591725,99.47413231832523,111.0
CAND2,ENSGALG00010019065,374,False,374,0.02013322,98.12690940051084,402.0
RPL32,ENSGALG00010019093,10670,False,10670,1.5590725,46.56182701457404,31130.0
MBD4,ENSGALG00010019110,1148,False,1148,0.064356185,94.25051334702259,1285.0
IFT122,ENSGALG00010019144,97,False,97,0.0052085943,99.51419842740522,104.0
PLXND1,ENSGALG00010019208,1125,False,1125,0.08423899,94.36570341062753,1682.0
IL17RE,ENSGALG00010019246,54,False,54,0.00360595,99.72955376371011,72.0
SLC25A26,ENSGALG00010019297,247,False,247,0.013572395,98.76295888215556,271.0
CRELD1,ENSGALG00010019310,162,False,162,0.008714379,99.18866129113036,174.0
LRIG1,ENSGALG00010019323,114,False,114,0.0061601643,99.42905794561025,123.0
RAD18,ENSGALG00010019584,336,False,336,0.018480493,98.31722341864075,369.0
SRGAP3,ENSGALG00010019624,829,False,829,0.04712776,95.84814944658687,941.0
KBTBD8,ENSGALG00010019650,1608,False,1608,0.117243454,91.94671207492362,2341.0
ENSGALG00010019696,ENSGALG00010019696,16,False,16,0.00080132217,99.91986778184003,16.0
SUCLG2,ENSGALG00010019767,666,False,666,0.038613714,96.6644964190915,771.0
EOGT,ENSGALG00010020005,159,False,159,0.009165122,99.20368608203536,183.0
TMF1,ENSGALG00010020036,2617,False,2617,0.17834426,86.8933740672109,3561.0
UBA3,ENSGALG00010020061,551,False,551,0.030900987,97.24044673711624,617.0
ARL6IP5,ENSGALG00010020070,2965,False,2965,0.18991336,85.15049832223168,3792.0
LMOD3,ENSGALG00010020088,19,False,19,0.001101818,99.90484299093504,22.0
FRMD4B,ENSGALG00010020127,3806,False,3806,0.29714027,80.93854860519858,5933.0
THOC7,ENSGALG00010020141,810,False,810,0.05699404,95.94330645565182,1138.0
ATXN7,ENSGALG00010020152,2931,False,2931,0.186057,85.3207792858216,3715.0
PSMD6,ENSGALG00010020179,1784,False,1784,0.10367106,91.06525767516402,2070.0
ADAMTS9,ENSGALG00010020246,22,False,22,0.0012019833,99.88981820003005,24.0
MAGI1,ENSGALG00010020282,363,False,363,0.021385286,98.18200030049582,427.0
SHQ1,ENSGALG00010020307,136,False,136,0.0071117342,99.31887614564032,142.0
GXYLT2,ENSGALG00010020309,57,False,57,0.0030550407,99.71452897280513,61.0
PPP4R2,ENSGALG00010020329,3479,False,3479,0.21750888,82.57625081384285,4343.0
PDZRN3,ENSGALG00010020350,33,False,33,0.0020533882,99.83472730004507,41.0
CNTN4,ENSGALG00010020436,5,False,5,0.00025041317,99.97495868182502,5.0
TRNT1,ENSGALG00010020484,613,False,613,0.035508588,96.92993439174639,709.0
CRBN,ENSGALG00010020509,1004,False,1004,0.059998997,94.97170331046226,1198.0
LRRN1,ENSGALG00010020562,333,False,333,0.019532228,98.33224820954575,390.0
SETMAR,ENSGALG00010020580,532,False,532,0.028697351,97.33560374618119,573.0
SUMF1,ENSGALG00010020596,222,False,222,0.012220163,98.8881654730305,244.0
SLC6A8_2,ENSGALG00010020607,4,False,4,0.00020033054,99.97996694546,4.0
QARS,ENSGALG00010020619,934,False,934,0.052186105,95.3222817649121,1042.0
QRICH1,ENSGALG00010020630,1249,False,1249,0.07011569,93.74467871988782,1400.0
IMPDH2,ENSGALG00010020638,851,False,851,0.050132718,95.73796764661692,1001.0
NDUFAF3,ENSGALG00010020653,2438,False,2438,0.1450894,87.78985325787549,2897.0
DALRD3,ENSGALG00010020657,646,False,646,0.03475735,96.76466169179146,694.0
WDR6,ENSGALG00010020670,135,False,135,0.007161817,99.32388440927531,143.0
P4HTM,ENSGALG00010020684,179,False,179,0.009165122,99.1035208093354,183.0
ENSGALG00010020695,ENSGALG00010020695,88,False,88,0.006510743,99.5592728001202,130.0
ARIH2,ENSGALG00010020732,575,False,575,0.0383633,97.1202484098763,766.0
SLC25A20,ENSGALG00010020754,1018,False,1018,0.059598338,94.9015876195723,1190.0
PRKAR2A,ENSGALG00010020764,574,False,574,0.03215305,97.1252566735113,642.0
HTD2,ENSGALG00010020806,1531,False,1531,0.08834577,92.33234837481845,1764.0
PXK,ENSGALG00010020880,5120,False,5120,0.39309862,74.35769018881153,7849.0
PDHB,ENSGALG00010020900,1130,False,1130,0.06275354,94.34066209245255,1253.0
KCTD6,ENSGALG00010020905,557,False,557,0.031251565,97.21039715530625,624.0
ACOX2,ENSGALG00010020920,13,False,13,0.0007011569,99.93489257274503,14.0
FAM107A,ENSGALG00010020943,3,False,3,0.00015024791,99.98497520909501,3.0
FHIT,ENSGALG00010021016,71,False,71,0.0039565284,99.64441328191515,79.0
PTPRG,ENSGALG00010021043,4,False,4,0.00025041317,99.97996694546,5.0
C3ORF14,ENSGALG00010021052,345,False,345,0.020734211,98.27214904592579,414.0
FEZF2,ENSGALG00010021054,6,False,6,0.00030049583,99.96995041819001,6.0
CADPS,ENSGALG00010021078,10,False,10,0.00050082634,99.94991736365002,10.0
TXNRD3,ENSGALG00010021129,104,False,104,0.0054590073,99.47914058196024,109.0
CHST13,ENSGALG00010021154,339,False,339,0.02469074,98.30219862773576,493.0
SLC41A3,ENSGALG00010021164,48,False,48,0.0029548756,99.7596033455201,59.0
KLF15_1,ENSGALG00010021173,119,False,119,0.007812891,99.40401662743527,156.0
ZXDC,ENSGALG00010021190,425,False,425,0.022937847,97.87148795512596,458.0
UROC1,ENSGALG00010021202,4,False,4,0.00020033054,99.97996694546,4.0
NTN4_2,ENSGALG00010021222,1737,False,1737,0.11458907,91.30064606600892,2288.0
CHCHD4,ENSGALG00010021227,553,False,553,0.03250363,97.23043020984625,649.0
TMEM43,ENSGALG00010021241,599,False,599,0.0360595,97.00005008263635,720.0
XPC,ENSGALG00010021252,1511,False,1511,0.09630891,92.4325136475184,1923.0
LSM3,ENSGALG00010021258,1134,False,1134,0.06655982,94.32062903791255,1329.0
SLC6A6,ENSGALG00010021320,5315,False,5315,0.41924176,73.38107877998698,8371.0
GRIP2,ENSGALG00010021367,22,False,22,0.001101818,99.88981820003005,22.0
CCDC174,ENSGALG00010021393,1202,False,1202,0.07176842,93.98006711073272,1433.0
CCDC51,ENSGALG00010021402,439,False,439,0.024640657,97.80137226423598,492.0
PLXNB1,ENSGALG00010021420,31,False,31,0.001802975,99.84474382731507,36.0
SETD5,ENSGALG00010021462,2026,False,2026,0.11984775,89.85325787549456,2393.0
LHFPL4,ENSGALG00010021467,229,False,229,0.01272099,98.85310762758552,254.0
MTMR14,ENSGALG00010021496,365,False,365,0.023038013,98.17198377322582,460.0
CPNE9,ENSGALG00010021512,41,False,41,0.0021034707,99.7946611909651,42.0
BRPF1,ENSGALG00010021528,720,False,720,0.038713876,96.39405018280162,773.0
OGG1,ENSGALG00010021546,84,False,84,0.0045575197,99.57930585466019,91.0
CAMK1,ENSGALG00010021556,58,False,58,0.0030049582,99.70952070917014,60.0
TADA3,ENSGALG00010021568,148,False,148,0.00741223,99.25877698202034,148.0
ARPC4,ENSGALG00010021599,3307,False,3307,0.26749137,83.43767215906246,5341.0
TTLL3_2,ENSGALG00010021616,42,False,42,0.0023038012,99.7896529273301,46.0
RPUSD3,ENSGALG00010021646,223,False,223,0.011719337,98.8831572093955,234.0
JAGN1,ENSGALG00010021657,459,False,459,0.026543798,97.70120699153604,530.0
ITPR1,ENSGALG00010021688,611,False,611,0.038062803,96.93995091901638,760.0
BHLHE40,ENSGALG00010021719,899,False,899,0.074522965,95.49757099213703,1488.0
ARL8B,ENSGALG00010021730,1971,False,1971,0.12155056,90.12871237541944,2427.0
EDEM1,ENSGALG00010021736,3477,False,3477,0.22366905,82.58626734111284,4466.0
LAMB2_2,ENSGALG00010021762,3,False,3,0.00015024791,99.98497520909501,3.0
CCDC36,ENSGALG00010021775,6,False,6,0.00030049583,99.96995041819001,6.0
CCDC71,ENSGALG00010021785,799,False,799,0.044573545,95.9983973556368,890.0
KLHDC8B,ENSGALG00010021792,15,False,15,0.00075123954,99.92487604547503,15.0
ENSGALG00010021799,ENSGALG00010021799,4,False,4,0.00020033054,99.97996694546,4.0
TMCC1,ENSGALG00010021874,2410,False,2410,0.16291882,87.93008463965543,3253.0
TRH,ENSGALG00010021890,4,False,4,0.00020033054,99.97996694546,4.0
ZFYVE20,ENSGALG00010021905,1558,False,1558,0.08889668,92.1971252566735,1775.0
MRPS25,ENSGALG00010021916,2684,False,2684,0.16346973,86.55782040366606,3264.0
NR2C2,ENSGALG00010021978,3354,False,3354,0.20974608,83.20228376821755,4188.0
FGD5,ENSGALG00010022028,276,False,276,0.016176691,98.61771923674063,323.0
MITF,ENSGALG00010022062,502,False,502,0.036359996,97.48585165523113,726.0
ENSGALG00010022077,ENSGALG00010022077,6,False,6,0.00045074374,99.96995041819001,9.0
FOXP1,ENSGALG00010022171,8858,False,8858,1.1378274,55.636800721189964,22719.0
PLXNA1,ENSGALG00010022196,302,False,302,0.027244953,98.48750438223068,544.0
EIF4E3,ENSGALG00010022219,1097,False,1097,0.06530776,94.50593479240747,1304.0
GPR27,ENSGALG00010022232,19,False,19,0.0010016527,99.90484299093504,20.0
USP19,ENSGALG00010022242,951,False,951,0.051885612,95.23714128311714,1036.0
ENSGALG00010022258,ENSGALG00010022258,11,False,11,0.00080132217,99.94490910001502,16.0
ENSGALG00010022267,ENSGALG00010022267,16,False,16,0.00080132217,99.91986778184003,16.0
ENSGALG00010022278,ENSGALG00010022278,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010022284,ENSGALG00010022284,198,False,198,0.01482446,99.00836380027044,296.0
ENSGALG00010022285,ENSGALG00010022285,29,False,29,0.0015525618,99.85476035458507,31.0
ENSGALG00010022306,ENSGALG00010022306,5726,False,5726,0.5253168,71.3226824260029,10489.0
ENSGALG00010022315,ENSGALG00010022315,902,False,902,0.05373867,95.48254620123203,1073.0
ENSGALG00010022318,ENSGALG00010022318,60,False,60,0.0031051235,99.69950418190014,62.0
ENSGALG00010022327,ENSGALG00010022327,118,False,118,0.006911404,99.40902489107026,138.0
ENSGALG00010022330,ENSGALG00010022330,718,False,718,0.04196925,96.40406671007162,838.0
ENSGALG00010022337,ENSGALG00010022337,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010022341,ENSGALG00010022341,17,False,17,0.0009515701,99.91485951820503,19.0
ENSGALG00010022352,ENSGALG00010022352,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010022355,ENSGALG00010022355,69,False,69,0.0035057846,99.65442980918515,70.0
ENSGALG00010022358,ENSGALG00010022358,1157,False,1157,0.06826264,94.20543897430761,1363.0
ENSGALG00010022361,ENSGALG00010022361,37,False,37,0.0023038012,99.81469424550508,46.0
ENSGALG00010022367,ENSGALG00010022367,12,False,12,0.0007011569,99.93990083638002,14.0
ENSGALG00010022370,ENSGALG00010022370,5,False,5,0.00025041317,99.97495868182502,5.0
ENSGALG00010022376,ENSGALG00010022376,18,False,18,0.0010016527,99.90985125457004,20.0
ENSGALG00010022424,ENSGALG00010022424,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010022428,ENSGALG00010022428,8,False,8,0.00040066108,99.95993389092001,8.0
ENSGALG00010022430,ENSGALG00010022430,4,False,4,0.00020033054,99.97996694546,4.0
ENSGALG00010022434,ENSGALG00010022434,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010022445,ENSGALG00010022445,21,False,21,0.0010517354,99.89482646366504,21.0
ENSGALG00010022447,ENSGALG00010022447,10,False,10,0.00050082634,99.94991736365002,10.0
ENSGALG00010022450,ENSGALG00010022450,3,False,3,0.00020033054,99.98497520909501,4.0
ENSGALG00010022458,ENSGALG00010022458,7,False,7,0.00040066108,99.96494215455502,8.0
ENSGALG00010022465,ENSGALG00010022465,19,False,19,0.0010016527,99.90484299093504,20.0
ENSGALG00010022484,ENSGALG00010022484,24,False,24,0.0013522311,99.87980167276005,27.0
ENSGALG00010022488,ENSGALG00010022488,3,False,3,0.00015024791,99.98497520909501,3.0
ENSGALG00010022495,ENSGALG00010022495,7,False,7,0.00040066108,99.96494215455502,8.0
SEC13,ENSGALG00010022642,1281,False,1281,0.07968147,93.58441428356788,1591.0
LAMB2_3,ENSGALG00010022674,62,False,62,0.0032553715,99.68948765463014,65.0
IP6K1,ENSGALG00010026894,1604,False,1604,0.09069966,91.96674512946362,1811.0
FAM212A,ENSGALG00010026901,35,False,35,0.0019532228,99.82471077277508,39.0
UBA7,ENSGALG00010026907,180,False,180,0.009565784,99.0985125457004,191.0
TCTA,ENSGALG00010026916,906,False,906,0.049531728,95.46251314669205,989.0
AMT,ENSGALG00010026917,630,False,630,0.03425652,96.84479390995142,684.0
NICN1,ENSGALG00010026919,203,False,203,0.0104171885,98.98332248209546,208.0
GATA2,ENSGALG00010026920,2224,False,2224,0.14353684,88.86162167576501,2866.0
EEFSEC,ENSGALG00010026943,462,False,462,0.025742475,97.68618220063104,514.0
RUVBL1,ENSGALG00010026951,448,False,448,0.024590574,97.756297891521,491.0
SEC61A1,ENSGALG00010026960,1042,False,1042,0.0669104,94.78138929233235,1336.0
MGLL,ENSGALG00010026973,346,False,346,0.02373917,98.26714078229078,474.0
ABTB1,ENSGALG00010026982,1198,False,1198,0.06826264,94.0001001652727,1363.0
ARHGEF3,ENSGALG00010027027,5811,False,5811,0.50513345,70.89698001702808,10086.0
IL17RD,ENSGALG00010027043,11,False,11,0.00060099165,99.94490910001502,12.0
HESX1,ENSGALG00010027046,14,False,14,0.00075123954,99.92988430911002,15.0
APPL1,ENSGALG00010027052,930,False,930,0.05438974,95.3423148194521,1086.0
ASB14,ENSGALG00010027059,87,False,87,0.0044573545,99.5642810637552,89.0
DNAH12,ENSGALG00010027073,626,False,626,0.043221314,96.86482696449141,863.0
ARF4,ENSGALG00010027077,2708,False,2708,0.17614064,86.4376220764261,3517.0
PDE12,ENSGALG00010027078,174,False,174,0.009465618,99.12856212751039,189.0
DENND6A,ENSGALG00010027083,941,False,941,0.057745278,95.28722391946712,1153.0
SLMAP,ENSGALG00010027093,1412,False,1412,0.082736515,92.92833174738318,1652.0
FLNB,ENSGALG00010027114,4861,False,4861,0.37752292,75.65483047027595,7538.0
ABHD6,ENSGALG00010027118,416,False,416,0.021986278,97.91656232784094,439.0
DNASE1L3,ENSGALG00010027122,2501,False,2501,0.17904542,87.47433264887063,3575.0
IP6K2,ENSGALG00010027124,2243,False,2243,0.13647519,88.76646466670005,2725.0
NCKIPSD,ENSGALG00010027130,407,False,407,0.023088096,97.96163670055591,461.0
CELSR3,ENSGALG00010027145,19,False,19,0.0009515701,99.90484299093504,19.0
SHISA5,ENSGALG00010027174,5167,False,5167,0.36930937,74.12230179796664,7374.0
ATRIP,ENSGALG00010027185,407,False,407,0.022086443,97.96163670055591,441.0
ENSGALG00010027187,ENSGALG00010027187,500,False,500,0.027295036,97.49586818250113,545.0
IPPK,ENSGALG00010027190,582,False,582,0.03325487,97.08519056443131,664.0
CENPP,ENSGALG00010027195,30,False,30,0.0016026443,99.84975209095008,32.0
ECM2,ENSGALG00010027198,8,False,8,0.00040066108,99.95993389092001,8.0
ASPN,ENSGALG00010027201,6,False,6,0.00030049583,99.96995041819001,6.0
OMD,ENSGALG00010027204,94,False,94,0.0051585115,99.52922321831022,103.0
OGN,ENSGALG00010027205,57,False,57,0.0030049582,99.71452897280513,60.0
NOL8,ENSGALG00010027207,1246,False,1246,0.08303701,93.75970351079282,1658.0
IARS,ENSGALG00010027218,574,False,574,0.03310462,97.1252566735113,661.0
ATP2B2,ENSGALG00010027231,22,False,22,0.0013021486,99.88981820003005,26.0
ATG7,ENSGALG00010027247,228,False,228,0.0123203285,98.8581158912205,246.0
VGLL4,ENSGALG00010027253,1290,False,1290,0.07722743,93.5393399108529,1542.0
TAMM41,ENSGALG00010027263,613,False,613,0.035658836,96.92993439174639,712.0
UQCRC1,ENSGALG00010027268,1095,False,1095,0.070165776,94.51595131967747,1401.0
ENSGALG00010027270,ENSGALG00010027270,5,False,5,0.00025041317,99.97495868182502,5.0
COPG1,ENSGALG00010027274,1020,False,1020,0.057494868,94.8915710923023,1148.0
H1FX,ENSGALG00010027278,3825,False,3825,0.26208243,80.84339159613361,5233.0
HMCES,ENSGALG00010027280,1207,False,1207,0.0744228,93.95502579255772,1486.0
HIST2H2AB_6,ENSGALG00010027282,757,False,757,0.047027595,96.2087444283067,939.0
RAB7A,ENSGALG00010027283,3942,False,3942,0.30830872,80.25742475083888,6156.0
RPN1,ENSGALG00010027286,2001,False,2001,0.12645866,89.97846446636952,2525.0
DAG1,ENSGALG00010027288,468,False,468,0.027044624,97.65613261882106,540.0
MST1,ENSGALG00010027291,87,False,87,0.0046076025,99.5642810637552,92.0
ENSGALG00010027295,ENSGALG00010027295,28,False,28,0.0014523965,99.85976861822007,29.0
APEH,ENSGALG00010027303,251,False,251,0.013572395,98.74292582761557,271.0
BSN,ENSGALG00010027313,53,False,53,0.0028046276,99.73456202734512,56.0
MST1R,ENSGALG00010027319,65,False,65,0.0036560325,99.67446286372514,73.0
MON1A,ENSGALG00010027320,317,False,317,0.017378675,98.41238042770571,347.0
RBM6,ENSGALG00010027327,990,False,990,0.05699404,95.04181900135224,1138.0
ENSGALG00010027330,ENSGALG00010027330,8,False,8,0.00040066108,99.95993389092001,8.0
RAD54L2,ENSGALG00010027336,306,False,306,0.016427105,98.46747132769069,328.0
ENSGALG00010027353,ENSGALG00010027353,8,False,8,0.00040066108,99.95993389092001,8.0
FANCD2,ENSGALG00010027361,5499,False,5499,0.36845794,72.4595582711474,7357.0
USP4,ENSGALG00010027366,905,False,905,0.050282966,95.46752141032704,1004.0
EMC3,ENSGALG00010027368,1008,False,1008,0.060549907,94.95167025592227,1209.0
GPX1,ENSGALG00010027380,6730,False,6730,0.8141934,66.29438573646517,16257.0
RHOA,ENSGALG00010027386,8418,False,8418,0.8284169,57.840436720588976,16541.0
TEX264,ENSGALG00010027393,1097,False,1097,0.061100814,94.50593479240747,1220.0
ENSGALG00010027400,ENSGALG00010027400,6,False,6,0.00030049583,99.96995041819001,6.0
ALAS1,ENSGALG00010027410,498,False,498,0.029999498,97.50588470977112,599.0
TWF2,ENSGALG00010027440,1179,False,1179,0.066960484,94.09525717433766,1337.0
PPM1M,ENSGALG00010027445,86,False,86,0.004407272,99.5692893273902,88.0
WDR82,ENSGALG00010027460,1208,False,1208,0.06781189,93.95001752892273,1354.0
GLYCTK,ENSGALG00010027467,135,False,135,0.0071117342,99.32388440927531,142.0
DNAH1,ENSGALG00010027473,12,False,12,0.00060099165,99.93990083638002,12.0
ENSGALG00010027488,ENSGALG00010027488,7,False,7,0.00035057846,99.96494215455502,7.0
BAP1,ENSGALG00010027501,745,False,745,0.040967595,96.26884359192668,818.0
SEMA3G,ENSGALG00010027513,4,False,4,0.00020033054,99.97996694546,4.0
ACY1,ENSGALG00010027529,189,False,189,0.010317023,99.05343817298544,206.0
ABHD14A,ENSGALG00010027538,144,False,144,0.007562478,99.27881003656033,151.0
PCBP4,ENSGALG00010027548,321,False,321,0.018179998,98.39234737316572,363.0
GPR62,ENSGALG00010027555,144,False,144,0.007562478,99.27881003656033,151.0
PARP3,ENSGALG00010027567,134,False,134,0.0072119,99.32889267291031,144.0
RBM5,ENSGALG00010027571,7188,False,7188,0.5341814,64.0006009916362,10666.0
SEMA3F,ENSGALG00010027590,17,False,17,0.0009014875,99.91485951820503,18.0
GNAT1,ENSGALG00010027595,190,False,190,0.009716031,99.04842990935043,194.0
GNAI2,ENSGALG00010027608,7400,False,7400,0.55391395,62.93884910101668,11060.0
SLC38A3,ENSGALG00010027616,42,False,42,0.0044573545,99.7896529273301,89.0
OASL,ENSGALG00010027634,7608,False,7608,1.7300546,61.89713026493715,34544.0
HYAL3,ENSGALG00010027641,499,False,499,0.026042972,97.50087644613612,520.0
ENSGALG00010027644,ENSGALG00010027644,234,False,234,0.012069915,98.82806630941052,241.0
PTPDC1,ENSGALG00010027667,98,False,98,0.005759503,99.50919016377023,115.0
PHF2,ENSGALG00010027692,3770,False,3770,0.263635,81.11884609605849,5264.0
FAM120A,ENSGALG00010027698,4741,False,4741,0.3815295,76.25582210647568,7618.0
WNK2,ENSGALG00010027711,141,False,141,0.00856413,99.29383482746532,171.0
NINJ1,ENSGALG00010027715,1837,False,1837,0.11559072,90.79981970250914,2308.0
SUSD3,ENSGALG00010027721,976,False,976,0.06059999,95.1119346922422,1210.0
FGD3,ENSGALG00010027739,5159,False,5159,0.39304852,74.16236790704662,7848.0
BICD2,ENSGALG00010027745,2489,False,2489,0.16667502,87.53443181249061,3328.0
TMEM40,ENSGALG00010027766,412,False,412,0.022737516,97.93659538238093,454.0
TKT,ENSGALG00010027776,1397,False,1397,0.11448891,93.00345570190814,2286.0
DCP1A,ENSGALG00010027787,192,False,192,0.010216858,99.03841338208044,204.0
CACNA1D,ENSGALG00010027830,4,False,4,0.00020033054,99.97996694546,4.0
CHDH,ENSGALG00010027863,51,False,51,0.0028046276,99.74457855461512,56.0
ACTR8,ENSGALG00010027864,491,False,491,0.02659388,97.5409425552161,531.0
SELENOK,ENSGALG00010027865,594,False,594,0.031652227,97.02509140081133,632.0
ERC2,ENSGALG00010027887,287,False,287,0.017528923,98.56262833675564,350.0
CCDC66,ENSGALG00010027891,911,False,911,0.057444785,95.43747182851705,1147.0
FAM208A,ENSGALG00010027898,2479,False,2479,0.15766014,87.5845144488406,3148.0
SYN2,ENSGALG00010027905,19,False,19,0.001101818,99.90484299093504,22.0
TIMP4,ENSGALG00010027909,23,False,23,0.0013522311,99.88480993639504,27.0
PPARG,ENSGALG00010027917,231,False,231,0.024941154,98.84309110031552,498.0
TSEN2,ENSGALG00010027919,895,False,895,0.04858016,95.51760404667702,970.0
MKRN2OS,ENSGALG00010027921,174,False,174,0.0090649575,99.12856212751039,181.0
MKRN2,ENSGALG00010027925,1032,False,1032,0.059698503,94.83147192868233,1192.0
RAF1,ENSGALG00010027930,1246,False,1246,0.07041619,93.75970351079282,1406.0
CNBP,ENSGALG00010027934,6042,False,6042,0.50057596,69.74007111734362,9995.0
ISY1,ENSGALG00010027935,589,False,589,0.031051235,97.05013271898633,620.0
ENSGALG00010027938,ENSGALG00010027938,807,False,807,0.04402264,95.95833124655681,879.0
RAB43,ENSGALG00010027943,1273,False,1273,0.07221916,93.62448039264787,1442.0
GP9,ENSGALG00010027947,3543,False,3543,0.26027945,82.25572194120299,5197.0
KIAA1257,ENSGALG00010027954,248,False,248,0.013722642,98.75795061852057,274.0
EFCC1,ENSGALG00010027958,46,False,46,0.0028046276,99.7696198727901,56.0
ACAD9,ENSGALG00010027965,1624,False,1624,0.10567436,91.86657985676366,2110.0
IQSEC1,ENSGALG00010027975,171,False,171,0.0109680975,99.14358691841538,219.0
NUP210,ENSGALG00010027980,723,False,723,0.04141834,96.37902539189663,827.0
HDAC11,ENSGALG00010027988,511,False,511,0.02809636,97.44077728251615,561.0
ENSGALG00010027990,ENSGALG00010027990,4,False,4,0.00020033054,99.97996694546,4.0
ANXA4_11,ENSGALG00010027991,314,False,314,0.0167276,98.42740521861072,334.0
LIMS1_4,ENSGALG00010027997,21,False,21,0.0011519006,99.89482646366504,23.0
