komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_109_stable_id,chicken_109_name,chicken_109_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000000502,CFAP58,ENSCPBG00000024380,CFAP58,ortholog_one2one,ENSCPRG00005012375,CFAP58,ortholog_one2one,ENSGALG00000008417,CFAP58,ortholog_one2one,ENSG00000120051,CFAP58,ortholog_one2one,ENSMUSG00000046585,Cfap58,ortholog_one2one
ENSVKKG00000007528,,ENSCPBG00000019692,RBBP8,ortholog_one2many,ENSCPRG00005014217,RBBP8,ortholog_one2many,ENSGALG00000014982,RBBP8,ortholog_one2many,ENSG00000101773,RBBP8,ortholog_one2many,ENSMUSG00000041238,Rbbp8,ortholog_one2many
ENSVKKG00000012477,ACOD1,ENSCPBG00000026910,ACOD1,ortholog_one2one,ENSCPRG00005018657,ACOD1,ortholog_one2one,ENSGALG00000016919,ACOD1,ortholog_one2one,ENSG00000102794,ACOD1,ortholog_one2one,ENSMUSG00000022126,Acod1,ortholog_one2one
ENSVKKG00000009759,LAMB3,ENSCPBG00000021286,LAMB3,ortholog_one2one,ENSCPRG00005000089,LAMB3,ortholog_one2one,ENSGALG00000001343,LAMB3,ortholog_one2one,ENSG00000196878,LAMB3,ortholog_one2one,ENSMUSG00000026639,Lamb3,ortholog_one2one
ENSVKKG00000009137,,ENSCPBG00000007313,,ortholog_one2one,ENSCPRG00005017195,,ortholog_one2one,ENSGALG00000006407,,ortholog_one2one,,,,"{'ENSMUSG00000045362', 'ENSMUSG00000010751', 'ENSMUSG00000037613'}","{'Tnfrsf23', 'Tnfrsf22', 'Tnfrsf26'}",ortholog_one2many
ENSVKKG00000009151,,ENSCPBG00000001023,,ortholog_one2one,ENSCPRG00005001605,,ortholog_one2one,ENSGALG00000006053,SLC2A11,ortholog_one2one,"{'ENSG00000133460', 'ENSG00000251357'}","{'SLC2A11', 'AP000350.4'}",ortholog_one2many,,,
ENSVKKG00000006857,,ENSCPBG00000022546,RFTN1,ortholog_one2many,ENSCPRG00005001258,RFTN1,ortholog_one2many,ENSGALG00000011241,RFTN1,ortholog_one2many,ENSG00000131378,RFTN1,ortholog_one2many,ENSMUSG00000039316,Rftn1,ortholog_one2many
ENSVKKG00000016891,ZC3H7B,ENSCPBG00000020560,ZC3H7B,ortholog_one2one,ENSCPRG00005019062,ZC3H7B,ortholog_one2one,ENSGALG00000011965,ZC3H7B,ortholog_one2one,ENSG00000100403,ZC3H7B,ortholog_one2one,ENSMUSG00000022390,Zc3h7b,ortholog_one2one
ENSVKKG00000005987,PHLDB3,ENSCPBG00000013107,,ortholog_one2one,,,,,,,ENSG00000176531,PHLDB3,ortholog_one2one,ENSMUSG00000074277,Phldb3,ortholog_one2one
ENSVKKG00000008810,SLC28A3,ENSCPBG00000021771,SLC28A3,ortholog_one2one,ENSCPRG00005006926,SLC28A3,ortholog_one2one,ENSGALG00000012593,SLC28A3,ortholog_one2one,ENSG00000197506,SLC28A3,ortholog_one2one,ENSMUSG00000021553,Slc28a3,ortholog_one2one
ENSVKKG00000006854,,ENSCPBG00000022546,RFTN1,ortholog_one2many,ENSCPRG00005001258,RFTN1,ortholog_one2many,ENSGALG00000011241,RFTN1,ortholog_one2many,ENSG00000131378,RFTN1,ortholog_one2many,ENSMUSG00000039316,Rftn1,ortholog_one2many
ENSVKKG00000007744,N4BP2,ENSCPBG00000013819,N4BP2,ortholog_one2one,ENSCPRG00005008840,N4BP2,ortholog_one2one,"{'ENSGALG00000039177', 'ENSGALG00000053335'}",,ortholog_one2many,ENSG00000078177,N4BP2,ortholog_one2one,ENSMUSG00000037795,N4bp2,ortholog_one2one
ENSVKKG00000018477,ZC3H12D,"{'ENSCPBG00000016622', 'ENSCPBG00000016618'}",,ortholog_one2many,ENSCPRG00005018250,,ortholog_one2one,ENSGALG00000038782,ZC3H12D,ortholog_one2one,ENSG00000178199,ZC3H12D,ortholog_one2one,ENSMUSG00000039981,Zc3h12d,ortholog_one2one
ENSVKKG00000004314,SELENBP1,ENSCPBG00000008928,SELENBP1,ortholog_one2one,"{'ENSCPRG00005008653', 'ENSCPRG00005008640'}",,ortholog_one2many,ENSGALG00000000866,SELENBP1,ortholog_one2one,ENSG00000143416,SELENBP1,ortholog_one2one,"{'ENSMUSG00000068874', 'ENSMUSG00000068877'}","{'Selenbp1', 'Selenbp2'}",ortholog_one2many
ENSVKKG00000016189,ARID5B,ENSCPBG00000015418,ARID5B,ortholog_one2one,ENSCPRG00005010182,ARID5B,ortholog_one2one,ENSGALG00000031534,ARID5B,ortholog_one2one,ENSG00000150347,ARID5B,ortholog_one2one,ENSMUSG00000019947,Arid5b,ortholog_one2one
ENSVKKG00000003699,CDK14,ENSCPBG00000021560,CDK14,ortholog_one2one,ENSCPRG00005012505,CDK14,ortholog_one2one,ENSGALG00000009062,CDK14,ortholog_one2one,ENSG00000058091,CDK14,ortholog_one2one,ENSMUSG00000028926,Cdk14,ortholog_one2one
ENSVKKG00000014601,,"{'ENSCPBG00000016878', 'ENSCPBG00000016876'}",,ortholog_one2many,,,,,,,"{'ENSG00000189057', 'ENSG00000166801'}","{'FAM111A', 'FAM111B'}",ortholog_one2many,ENSMUSG00000024691,Fam111a,ortholog_one2one
ENSVKKG00000001403,,,,,ENSCPRG00005018722,,ortholog_one2many,"{'ENSGALG00000029857', 'ENSGALG00000053964'}","{nan, 'GIMAP1-GIMAP5'}",ortholog_many2many,"{'ENSG00000281887', 'ENSG00000196329'}","{'GIMAP1-GIMAP5', 'GIMAP5'}",ortholog_many2many,"{'ENSMUSG00000043505', 'ENSMUSG00000039264'}","{'Gimap5', 'Gimap3'}",ortholog_many2many
ENSVKKG00000009825,GEM,ENSCPBG00000003189,GEM,ortholog_one2one,ENSCPRG00005002298,GEM,ortholog_one2one,ENSGALG00000032506,GEM,ortholog_one2one,ENSG00000164949,GEM,ortholog_one2one,ENSMUSG00000028214,Gem,ortholog_one2one
ENSVKKG00000009600,STAT3,ENSCPBG00000016591,STAT3,ortholog_one2one,ENSCPRG00005006013,STAT3,ortholog_one2one,ENSGALG00000003267,STAT3,ortholog_one2one,ENSG00000168610,STAT3,ortholog_one2one,ENSMUSG00000004040,Stat3,ortholog_one2one
ENSVKKG00000002991,CSPP1,"{'ENSCPBG00000013888', 'ENSCPBG00000013890'}",,ortholog_one2many,ENSCPRG00005017725,CSPP1,ortholog_one2one,"{'ENSGALG00000031167', 'ENSGALG00000031648'}",,ortholog_one2many,ENSG00000104218,CSPP1,ortholog_one2one,ENSMUSG00000056763,Cspp1,ortholog_one2one
ENSVKKG00000014966,,,,,,,,,,,ENSG00000187554,TLR5,ortholog_one2one,ENSMUSG00000079164,Tlr5,ortholog_one2one
ENSVKKG00000012177,,"{'ENSCPBG00000017760', 'ENSCPBG00000003558', 'ENSCPBG00000006164', 'ENSCPBG00000001207', 'ENSCPBG00000017005', 'ENSCPBG00000003693', 'ENSCPBG00000018679', 'ENSCPBG00000001175', 'ENSCPBG00000013062', 'ENSCPBG00000018663', 'ENSCPBG00000017687', 'ENSCPBG00000018689', 'ENSCPBG00000003506', 'ENSCPBG00000017708', 'ENSCPBG00000013049', 'ENSCPBG00000017712', 'ENSCPBG00000013064', 'ENSCPBG00000003678', 'ENSCPBG00000017009', 'ENSCPBG00000021488', 'ENSCPBG00000017670', 'ENSCPBG00000017006', 'ENSCPBG00000018673', 'ENSCPBG00000017882', 'ENSCPBG00000017729', 'ENSCPBG00000003629', 'ENSCPBG00000001142', 'ENSCPBG00000013053', 'ENSCPBG00000003587', 'ENSCPBG00000018694', 'ENSCPBG00000017665', 'ENSCPBG00000003537', 'ENSCPBG00000018703', 'ENSCPBG00000007077'}",,ortholog_many2many,,,,ENSGALG00000028659,BLEC1,ortholog_one2many,ENSG00000069493,CLEC2D,ortholog_one2many,"{'ENSMUSG00000000248', 'ENSMUSG00000030365', 'ENSMUSG00000030157', 'ENSMUSG00000030155', 'ENSMUSG00000030364'}","{'Clec2d', 'Clec2g', 'Clec2e', 'Clec2h', 'Clec2i'}",ortholog_many2many
ENSVKKG00000010730,TXNRD1,ENSCPBG00000023232,TXNRD1,ortholog_one2one,ENSCPRG00005018301,TXNRD1,ortholog_one2one,ENSGALG00000035345,TXNRD1,ortholog_one2one,ENSG00000198431,TXNRD1,ortholog_one2one,ENSMUSG00000020250,Txnrd1,ortholog_one2one
ENSVKKG00000006213,RRM2,ENSCPBG00000014047,RRM2,ortholog_one2one,ENSCPRG00005006653,RRM2,ortholog_one2one,ENSGALG00000016442,RRM2,ortholog_one2one,ENSG00000171848,RRM2,ortholog_one2one,ENSMUSG00000020649,Rrm2,ortholog_one2one
ENSVKKG00000002553,UBE2Z,ENSCPBG00000027326,UBE2Z,ortholog_one2one,ENSCPRG00005007294,UBE2Z,ortholog_one2one,ENSGALG00000001315,UBE2Z,ortholog_one2one,ENSG00000159202,UBE2Z,ortholog_one2one,ENSMUSG00000014349,Ube2z,ortholog_one2one
ENSVKKG00000010831,SOX3,ENSCPBG00000016967,SOX3,ortholog_one2one,ENSCPRG00005006971,SOX3,ortholog_one2one,,,,ENSG00000134595,SOX3,ortholog_one2one,ENSMUSG00000045179,Sox3,ortholog_one2one
ENSVKKG00000005940,,ENSCPBG00000015700,BMX,ortholog_one2one,ENSCPRG00005005764,BMX,ortholog_one2one,ENSGALG00000016557,BMX,ortholog_one2one,ENSG00000102010,BMX,ortholog_one2many,ENSMUSG00000031377,Bmx,ortholog_one2many
ENSVKKG00000018407,,ENSCPBG00000008525,,ortholog_one2one,,,,,,,ENSG00000111846,GCNT2,ortholog_one2many,ENSMUSG00000021360,Gcnt2,ortholog_one2many
ENSVKKG00000006919,SSX2IP,ENSCPBG00000000257,SSX2IP,ortholog_one2one,ENSCPRG00005017026,SSX2IP,ortholog_one2one,ENSGALG00000008763,SSX2IP,ortholog_one2one,ENSG00000117155,SSX2IP,ortholog_one2one,ENSMUSG00000036825,Ssx2ip,ortholog_one2one
ENSVKKG00000000064,,,,,ENSCPRG00005003220,,ortholog_one2one,,,,,,,,,
ENSVKKG00000000601,CTSO,ENSCPBG00000009285,CTSO,ortholog_one2one,ENSCPRG00005009326,CTSO,ortholog_one2one,ENSGALG00000009373,CTSO,ortholog_one2one,ENSG00000256043,CTSO,ortholog_one2one,ENSMUSG00000028015,Ctso,ortholog_one2one
ENSVKKG00000009994,STARD8,ENSCPBG00000007286,STARD8,ortholog_one2one,ENSCPRG00005009070,STARD8,ortholog_one2one,ENSGALG00000032419,STARD8,ortholog_one2one,ENSG00000130052,STARD8,ortholog_one2one,ENSMUSG00000031216,Stard8,ortholog_one2one
ENSVKKG00000004963,PTPRC,ENSCPBG00000028279,PTPRC,ortholog_one2one,ENSCPRG00005017843,PTPRC,ortholog_one2one,ENSGALG00000002192,PTPRC,ortholog_one2one,ENSG00000081237,PTPRC,ortholog_one2one,ENSMUSG00000026395,Ptprc,ortholog_one2one
ENSVKKG00000018150,MAP3K20,ENSCPBG00000004016,MAP3K20,ortholog_one2one,,,,,,,ENSG00000091436,MAP3K20,ortholog_one2one,ENSMUSG00000004085,Map3k20,ortholog_one2one
ENSVKKG00000013923,,ENSCPBG00000018231,,ortholog_one2one,ENSCPRG00005008647,,ortholog_one2one,,,,,,,,,
ENSVKKG00000016831,NCF1,ENSCPBG00000027660,NCF1,ortholog_one2one,ENSCPRG00005007445,NCF1,ortholog_one2one,ENSGALG00000001189,NCF1C,ortholog_one2one,ENSG00000158517,NCF1,ortholog_one2one,ENSMUSG00000015950,Ncf1,ortholog_one2one
ENSVKKG00000013318,GTSF1,"{'ENSCPBG00000005134', 'ENSCPBG00000024905'}",,ortholog_one2many,,,,ENSGALG00000001109,GTSF1,ortholog_one2one,ENSG00000170627,GTSF1,ortholog_one2one,ENSMUSG00000022487,Gtsf1,ortholog_one2one
ENSVKKG00000014642,RPS6KA6,ENSCPBG00000014477,RPS6KA6,ortholog_one2one,ENSCPRG00005010212,RPS6KA6,ortholog_one2one,ENSGALG00000007097,RPS6KA6,ortholog_one2one,ENSG00000072133,RPS6KA6,ortholog_one2one,ENSMUSG00000025665,Rps6ka6,ortholog_one2one
ENSVKKG00000003902,TCF7L2,ENSCPBG00000005040,TCF7L2,ortholog_one2one,ENSCPRG00005011056,TCF7L2,ortholog_one2one,ENSGALG00000008883,TCF7L2,ortholog_one2one,ENSG00000148737,TCF7L2,ortholog_one2one,ENSMUSG00000024985,Tcf7l2,ortholog_one2one
ENSVKKG00000017433,ABCB10,ENSCPBG00000006163,ABCB10,ortholog_one2one,ENSCPRG00005017194,ABCB10,ortholog_one2one,ENSGALG00000011096,ABCB10,ortholog_one2one,ENSG00000135776,ABCB10,ortholog_one2one,ENSMUSG00000031974,Abcb10,ortholog_one2one
ENSVKKG00000015240,ZNF703,ENSCPBG00000005696,ZNF703,ortholog_one2one,,,,ENSGALG00000034229,ZNF703,ortholog_one2one,ENSG00000183779,ZNF703,ortholog_one2one,ENSMUSG00000085795,Zfp703,ortholog_one2one
ENSVKKG00000005063,,ENSCPBG00000015771,,ortholog_one2many,,,,ENSGALG00000042986,RNASEL,ortholog_one2many,ENSG00000135828,RNASEL,ortholog_one2many,ENSMUSG00000066800,Rnasel,ortholog_one2many
ENSVKKG00000011051,MMRN1,ENSCPBG00000004907,MMRN1,ortholog_one2one,ENSCPRG00005012991,MMRN1,ortholog_one2one,ENSGALG00000010391,MMRN1,ortholog_one2one,ENSG00000138722,MMRN1,ortholog_one2one,ENSMUSG00000054641,Mmrn1,ortholog_one2one
ENSVKKG00000012508,TTBK1,ENSCPBG00000023603,TTBK1,ortholog_one2one,ENSCPRG00005009150,TTBK1,ortholog_one2one,ENSGALG00000008627,TTBK1,ortholog_one2one,ENSG00000146216,TTBK1,ortholog_one2one,ENSMUSG00000015599,Ttbk1,ortholog_one2one
ENSVKKG00000015485,,"{'ENSCPBG00000017760', 'ENSCPBG00000003558', 'ENSCPBG00000006164', 'ENSCPBG00000001207', 'ENSCPBG00000017005', 'ENSCPBG00000003693', 'ENSCPBG00000018679', 'ENSCPBG00000001175', 'ENSCPBG00000013062', 'ENSCPBG00000018663', 'ENSCPBG00000017687', 'ENSCPBG00000018689', 'ENSCPBG00000003506', 'ENSCPBG00000017708', 'ENSCPBG00000013049', 'ENSCPBG00000017712', 'ENSCPBG00000013064', 'ENSCPBG00000003678', 'ENSCPBG00000017009', 'ENSCPBG00000021488', 'ENSCPBG00000017670', 'ENSCPBG00000017006', 'ENSCPBG00000018673', 'ENSCPBG00000017882', 'ENSCPBG00000017729', 'ENSCPBG00000003629', 'ENSCPBG00000001142', 'ENSCPBG00000013053', 'ENSCPBG00000003587', 'ENSCPBG00000018694', 'ENSCPBG00000017665', 'ENSCPBG00000003537', 'ENSCPBG00000018703', 'ENSCPBG00000007077'}",,ortholog_many2many,,,,ENSGALG00000028659,BLEC1,ortholog_one2many,ENSG00000069493,CLEC2D,ortholog_one2many,"{'ENSMUSG00000000248', 'ENSMUSG00000030365', 'ENSMUSG00000030157', 'ENSMUSG00000030155', 'ENSMUSG00000030364'}","{'Clec2d', 'Clec2g', 'Clec2e', 'Clec2h', 'Clec2i'}",ortholog_many2many
ENSVKKG00000002736,PARD6A,ENSCPBG00000015850,PARD6A,ortholog_one2one,ENSCPRG00005000125,PARD6A,ortholog_one2one,ENSGALG00000001214,PARD6A,ortholog_one2one,ENSG00000102981,PARD6A,ortholog_one2one,ENSMUSG00000005699,Pard6a,ortholog_one2one
ENSVKKG00000000509,STRIP2,ENSCPBG00000017526,STRIP2,ortholog_one2one,ENSCPRG00005002397,STRIP2,ortholog_one2one,ENSGALG00000038520,STRIP2,ortholog_one2one,ENSG00000128578,STRIP2,ortholog_one2one,ENSMUSG00000039629,Strip2,ortholog_one2one
ENSVKKG00000002500,,"{'ENSCPBG00000012777', 'ENSCPBG00000008486', 'ENSCPBG00000011558', 'ENSCPBG00000011180', 'ENSCPBG00000010112'}",,ortholog_one2many,,,,,,,,,,,,
ENSVKKG00000000052,ZFAND2A,ENSCPBG00000020591,ZFAND2A,ortholog_one2one,ENSCPRG00005017091,ZFAND2A,ortholog_one2one,ENSGALG00000003122,ZFAND2A,ortholog_one2one,ENSG00000178381,ZFAND2A,ortholog_one2one,ENSMUSG00000053581,Zfand2a,ortholog_one2one
ENSVKKG00000004067,MTSS1,ENSCPBG00000020613,MTSS1,ortholog_one2one,ENSCPRG00005009029,MTSS1,ortholog_one2one,ENSGALG00000041969,MTSS1,ortholog_one2one,ENSG00000170873,MTSS1,ortholog_one2one,ENSMUSG00000022353,Mtss1,ortholog_one2one
ENSVKKG00000013648,,"{'ENSCPBG00000021730', 'ENSCPBG00000021732', 'ENSCPBG00000021728'}",,ortholog_many2many,,,,"{'ENSGALG00000035309', 'ENSGALG00000047152', 'ENSGALG00000017347'}","{'HBE', 'HBBR', 'HBBA'}",ortholog_many2many,ENSG00000213931,HBE1,ortholog_one2many,ENSMUSG00000052187,Hbb-y,ortholog_one2many
ENSVKKG00000016847,,ENSCPBG00000014313,P2RY10,ortholog_one2one,ENSCPRG00005009356,,ortholog_one2one,ENSGALG00000004113,,ortholog_one2one,ENSG00000078589,P2RY10,ortholog_one2many,"{'ENSMUSG00000054293', 'ENSMUSG00000050921'}","{'P2ry10', 'P2ry10b'}",ortholog_many2many
ENSVKKG00000007522,,ENSCPBG00000019692,RBBP8,ortholog_one2many,ENSCPRG00005014217,RBBP8,ortholog_one2many,ENSGALG00000014982,RBBP8,ortholog_one2many,ENSG00000101773,RBBP8,ortholog_one2many,ENSMUSG00000041238,Rbbp8,ortholog_one2many
ENSVKKG00000008411,NFIL3,ENSCPBG00000020350,NFIL3,ortholog_one2one,ENSCPRG00005010394,NFIL3,ortholog_one2one,ENSGALG00000015209,NFIL3,ortholog_one2one,ENSG00000165030,NFIL3,ortholog_one2one,ENSMUSG00000056749,Nfil3,ortholog_one2one
ENSVKKG00000017298,CFAP44,ENSCPBG00000003165,CFAP44,ortholog_one2one,ENSCPRG00005004019,CFAP44,ortholog_one2one,ENSGALG00000042577,CFAP44,ortholog_one2one,ENSG00000206530,CFAP44,ortholog_one2one,ENSMUSG00000071550,Cfap44,ortholog_one2one
ENSVKKG00000002142,USP43,ENSCPBG00000027891,USP43,ortholog_one2one,ENSCPRG00005008180,USP43,ortholog_one2one,ENSGALG00000037812,USP43,ortholog_one2one,ENSG00000154914,USP43,ortholog_one2one,ENSMUSG00000020905,Usp43,ortholog_one2one
ENSVKKG00000007564,GATA6,ENSCPBG00000027614,GATA6,ortholog_one2one,ENSCPRG00005014212,GATA6,ortholog_one2one,ENSGALG00000014976,GATA6,ortholog_one2one,ENSG00000141448,GATA6,ortholog_one2one,ENSMUSG00000005836,Gata6,ortholog_one2one
ENSVKKG00000008463,,"{'ENSCPBG00000001518', 'ENSCPBG00000017318', 'ENSCPBG00000005891'}",,ortholog_one2many,,,,,,,,,,,,
ENSVKKG00000005495,,ENSCPBG00000012700,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000001235,NGLY1,ENSCPBG00000022598,NGLY1,ortholog_one2one,ENSCPRG00005004102,NGLY1,ortholog_one2one,ENSGALG00000011304,NGLY1,ortholog_one2one,ENSG00000151092,NGLY1,ortholog_one2one,ENSMUSG00000021785,Ngly1,ortholog_one2one
ENSVKKG00000003402,PTGS2,ENSCPBG00000013337,PTGS2,ortholog_one2one,ENSCPRG00005014013,PTGS2,ortholog_one2one,ENSGALG00000033635,PTGS2,ortholog_one2one,ENSG00000073756,PTGS2,ortholog_one2one,ENSMUSG00000032487,Ptgs2,ortholog_one2one
ENSVKKG00000018258,PDK4,ENSCPBG00000024410,PDK4,ortholog_one2one,ENSCPRG00005014274,PDK4,ortholog_one2one,ENSGALG00000009700,PDK4,ortholog_one2one,ENSG00000004799,PDK4,ortholog_one2one,ENSMUSG00000019577,Pdk4,ortholog_one2one
ENSVKKG00000003347,NETO2,ENSCPBG00000016061,NETO2,ortholog_one2one,ENSCPRG00005004001,NETO2,ortholog_one2one,ENSGALG00000004071,NETO2,ortholog_one2one,ENSG00000171208,NETO2,ortholog_one2one,ENSMUSG00000036902,Neto2,ortholog_one2one
ENSVKKG00000002733,LIG4,ENSCPBG00000023291,LIG4,ortholog_one2one,ENSCPRG00005016668,LIG4,ortholog_one2one,ENSGALG00000016854,LIG4,ortholog_one2one,ENSG00000174405,LIG4,ortholog_one2one,ENSMUSG00000049717,Lig4,ortholog_one2one
ENSVKKG00000009160,,ENSCPBG00000001872,,ortholog_one2one,ENSCPRG00005002055,,ortholog_one2one,ENSGALG00000006565,,ortholog_one2one,"{'ENSG00000133475', 'ENSG00000100121', 'ENSG00000100031', 'ENSG00000274252', 'ENSG00000149435'}","{'GGT2', 'GGTLC3', 'GGTLC1', 'GGT1', 'GGTLC2'}",ortholog_one2many,ENSMUSG00000006345,Ggt1,ortholog_one2one
ENSVKKG00000007194,FRRS1,ENSCPBG00000026759,FRRS1,ortholog_one2one,ENSCPRG00005014750,FRRS1,ortholog_one2one,ENSGALG00000005418,FRRS1,ortholog_one2one,ENSG00000156869,FRRS1,ortholog_one2one,ENSMUSG00000033386,Frrs1,ortholog_one2one
ENSVKKG00000005711,GTDC1,ENSCPBG00000000510,GTDC1,ortholog_one2one,ENSCPRG00005007582,GTDC1,ortholog_one2one,ENSGALG00000012424,GTDC1,ortholog_one2one,ENSG00000121964,GTDC1,ortholog_one2one,ENSMUSG00000036890,Gtdc1,ortholog_one2one
ENSVKKG00000002907,XKR9,ENSCPBG00000009002,XKR9,ortholog_one2one,ENSCPRG00005018320,XKR9,ortholog_one2one,ENSGALG00000034675,XKR9,ortholog_one2one,ENSG00000221947,XKR9,ortholog_one2one,ENSMUSG00000067813,Xkr9,ortholog_one2one
ENSVKKG00000018635,,ENSCPBG00000021027,,ortholog_one2one,ENSCPRG00005001184,,ortholog_one2one,"{'ENSGALG00000031874', 'ENSGALG00000031159', 'ENSGALG00000011747', 'ENSGALG00000037167', 'ENSGALG00000011783'}","{nan, 'HIST1H101', 'HIST1H111R', 'HIST1H110', 'HIST1H103'}",ortholog_one2many,ENSG00000187475,H1-6,ortholog_many2many,ENSMUSG00000036211,H1f6,ortholog_many2many
ENSVKKG00000004198,OAF,ENSCPBG00000008027,OAF,ortholog_one2one,ENSCPRG00005003929,OAF,ortholog_one2one,ENSGALG00000006715,OAF,ortholog_one2one,ENSG00000184232,OAF,ortholog_one2one,ENSMUSG00000032014,Oaf,ortholog_one2one
ENSVKKG00000006763,,"{'ENSCPBG00000015970', 'ENSCPBG00000015955', 'ENSCPBG00000015961', 'ENSCPBG00000019661', 'ENSCPBG00000015952', 'ENSCPBG00000019411', 'ENSCPBG00000015954', 'ENSCPBG00000019664', 'ENSCPBG00000015967', 'ENSCPBG00000015959', 'ENSCPBG00000015965', 'ENSCPBG00000015956'}",,ortholog_many2many,,,,,,,ENSG00000214943,GPR33,ortholog_one2many,ENSMUSG00000035148,Gpr33,ortholog_one2many
ENSVKKG00000003244,GGH,"{'ENSCPBG00000021416', 'ENSCPBG00000021409'}",,ortholog_one2many,ENSCPRG00005017603,GGH,ortholog_one2one,ENSGALG00000031130,GGH,ortholog_one2one,ENSG00000137563,GGH,ortholog_one2one,ENSMUSG00000073987,Ggh,ortholog_one2one
ENSVKKG00000008935,BACH2,ENSCPBG00000020234,BACH2,ortholog_one2one,ENSCPRG00005017267,BACH2,ortholog_one2one,ENSGALG00000015605,BACH2,ortholog_one2one,ENSG00000112182,BACH2,ortholog_one2one,ENSMUSG00000040270,Bach2,ortholog_one2one
ENSVKKG00000015209,,ENSCPBG00000001671,,ortholog_one2one,ENSCPRG00005015541,,ortholog_one2one,,,,,,,,,
ENSVKKG00000001411,,ENSCPBG00000028222,,ortholog_one2one,ENSCPRG00005013283,,ortholog_one2one,ENSGALG00000013039,BID,ortholog_one2one,,,,,,
ENSVKKG00000009177,PGR,"{'ENSCPBG00000027411', 'ENSCPBG00000011462'}",,ortholog_one2many,ENSCPRG00005014963,PGR,ortholog_one2one,ENSGALG00000017195,PGR,ortholog_one2one,ENSG00000082175,PGR,ortholog_one2one,ENSMUSG00000031870,Pgr,ortholog_one2one
ENSVKKG00000011988,ISCA2,ENSCPBG00000026227,ISCA2,ortholog_one2one,,,,ENSGALG00000020417,ISCA2,ortholog_one2one,ENSG00000165898,ISCA2,ortholog_one2one,ENSMUSG00000021241,Isca2,ortholog_one2one
ENSVKKG00000002545,CLSTN3,ENSCPBG00000005229,CLSTN3,ortholog_one2one,ENSCPRG00005004757,CLSTN3,ortholog_one2one,ENSGALG00000014674,CLSTN3,ortholog_one2one,ENSG00000139182,CLSTN3,ortholog_one2one,ENSMUSG00000008153,Clstn3,ortholog_one2one
ENSVKKG00000000791,GCM1,ENSCPBG00000022035,GCM1,ortholog_one2one,ENSCPRG00005010674,GCM1,ortholog_one2one,ENSGALG00000016316,GCM1,ortholog_one2one,ENSG00000137270,GCM1,ortholog_one2one,ENSMUSG00000023333,Gcm1,ortholog_one2one
ENSVKKG00000014925,YTHDC2,ENSCPBG00000013876,YTHDC2,ortholog_one2one,ENSCPRG00005006570,YTHDC2,ortholog_one2one,ENSGALG00000000189,YTHDC2,ortholog_one2one,ENSG00000047188,YTHDC2,ortholog_one2one,ENSMUSG00000034653,Ythdc2,ortholog_one2one
ENSVKKG00000003598,TEKT1,ENSCPBG00000014813,TEKT1,ortholog_one2one,ENSCPRG00005008099,TEKT1,ortholog_one2one,ENSGALG00000006064,TEKT1,ortholog_one2one,ENSG00000167858,TEKT1,ortholog_one2one,ENSMUSG00000020799,Tekt1,ortholog_one2one
ENSVKKG00000007328,SYN3,ENSCPBG00000023177,SYN3,ortholog_one2one,ENSCPRG00005018596,SYN3,ortholog_one2one,ENSGALG00000033589,SYN3,ortholog_one2one,ENSG00000185666,SYN3,ortholog_one2one,ENSMUSG00000059602,Syn3,ortholog_one2one
ENSVKKG00000013324,NEURL1B,ENSCPBG00000007630,NEURL1B,ortholog_one2one,ENSCPRG00005007875,NEURL1B,ortholog_one2one,ENSGALG00000002846,NEURL1B,ortholog_one2one,ENSG00000214357,NEURL1B,ortholog_one2one,ENSMUSG00000034413,Neurl1b,ortholog_one2one
ENSVKKG00000009163,,ENSCPBG00000010925,,ortholog_one2one,ENSCPRG00005017554,SERPINB10,ortholog_one2one,ENSGALG00000019552,SERPINB10,ortholog_one2one,ENSG00000242550,SERPINB10,ortholog_one2one,ENSMUSG00000092572,Serpinb10,ortholog_one2one
ENSVKKG00000016073,PRPSAP1,ENSCPBG00000028017,PRPSAP1,ortholog_one2one,ENSCPRG00005006833,PRPSAP1,ortholog_one2one,ENSGALG00000021539,PRPSAP1,ortholog_one2one,ENSG00000161542,PRPSAP1,ortholog_one2one,ENSMUSG00000015869,Prpsap1,ortholog_one2one
ENSVKKG00000016206,PIM3,ENSCPBG00000021320,PIM3,ortholog_one2one,ENSCPRG00005011374,PIM3,ortholog_one2one,ENSGALG00000023576,PIM3,ortholog_one2one,ENSG00000198355,PIM3,ortholog_one2one,ENSMUSG00000035828,Pim3,ortholog_one2one
ENSVKKG00000000009,BATF3,ENSCPBG00000010172,BATF3,ortholog_one2one,ENSCPRG00005000509,BATF3,ortholog_one2one,ENSGALG00000052425,BATF3,ortholog_one2one,ENSG00000123685,BATF3,ortholog_one2one,ENSMUSG00000026630,Batf3,ortholog_one2one
