komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_109_stable_id,chicken_109_name,chicken_109_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000002641,RABL6,ENSCPBG00000019194,RABL6,ortholog_one2one,"{'ENSCPRG00005011103', 'ENSCPRG00005011107'}",,ortholog_one2many,ENSGALG00000030263,RABL6,ortholog_one2one,ENSG00000196642,RABL6,ortholog_one2one,ENSMUSG00000015087,Rabl6,ortholog_one2one
ENSVKKG00000014155,SLC38A1,ENSCPBG00000015327,SLC38A1,ortholog_one2one,ENSCPRG00005008184,SLC38A1,ortholog_one2one,ENSGALG00000009698,SLC38A1,ortholog_one2one,ENSG00000111371,SLC38A1,ortholog_one2one,ENSMUSG00000023169,Slc38a1,ortholog_one2one
ENSVKKG00000007687,CAST,ENSCPBG00000015594,CAST,ortholog_one2one,ENSCPRG00005003930,,ortholog_one2one,ENSGALG00000014682,CAST,ortholog_one2one,ENSG00000153113,CAST,ortholog_one2one,ENSMUSG00000021585,Cast,ortholog_one2one
ENSVKKG00000017847,KCTD10,ENSCPBG00000021524,KCTD10,ortholog_one2one,ENSCPRG00005016612,KCTD10,ortholog_one2one,ENSGALG00000005138,KCTD10,ortholog_one2one,ENSG00000110906,KCTD10,ortholog_one2one,ENSMUSG00000001098,Kctd10,ortholog_one2one
ENSVKKG00000010616,CAP2,ENSCPBG00000008300,CAP2,ortholog_one2one,ENSCPRG00005002496,CAP2,ortholog_one2one,ENSGALG00000012715,CAP2,ortholog_one2one,ENSG00000112186,CAP2,ortholog_one2one,ENSMUSG00000021373,Cap2,ortholog_one2one
ENSVKKG00000000650,DDX25,ENSCPBG00000011165,DDX25,ortholog_one2one,ENSCPRG00005000929,DDX25,ortholog_one2one,ENSGALG00000039863,DDX25,ortholog_one2one,ENSG00000109832,DDX25,ortholog_one2one,ENSMUSG00000032101,Ddx25,ortholog_one2one
ENSVKKG00000016225,CSGALNACT1,ENSCPBG00000013387,CSGALNACT1,ortholog_one2one,ENSCPRG00005006170,CSGALNACT1,ortholog_one2one,ENSGALG00000010125,CSGALNACT1,ortholog_one2one,ENSG00000147408,CSGALNACT1,ortholog_one2one,ENSMUSG00000036356,Csgalnact1,ortholog_one2one
ENSVKKG00000013167,E2F8,ENSCPBG00000014068,E2F8,ortholog_one2one,ENSCPRG00005009552,E2F8,ortholog_one2one,ENSGALG00000041299,E2F8,ortholog_one2one,ENSG00000129173,E2F8,ortholog_one2one,ENSMUSG00000046179,E2f8,ortholog_one2one
ENSVKKG00000011980,,ENSCPBG00000026223,,ortholog_one2one,ENSCPRG00005004091,,ortholog_one2one,ENSGALG00000010225,,ortholog_one2one,"{'ENSG00000066813', 'ENSG00000183747', 'ENSG00000166743', 'ENSG00000173124'}","{'ACSM6', 'ACSM2A', 'ACSM2B', 'ACSM1'}",ortholog_many2many,"{'ENSMUSG00000033533', 'ENSMUSG00000030945'}","{'Acsm1', 'Acsm2'}",ortholog_many2many
ENSVKKG00000005960,,,,,,,,,,,ENSG00000166987,MBD6,ortholog_one2one,ENSMUSG00000025409,Mbd6,ortholog_one2one
ENSVKKG00000009501,PIWIL4,ENSCPBG00000024031,PIWIL4,ortholog_one2one,ENSCPRG00005015220,PIWIL4,ortholog_one2one,,,,ENSG00000134627,PIWIL4,ortholog_one2one,ENSMUSG00000036912,Piwil4,ortholog_one2one
ENSVKKG00000006739,FLT1,ENSCPBG00000020453,FLT1,ortholog_one2one,ENSCPRG00005012211,FLT1,ortholog_one2one,ENSGALG00000017091,FLT1,ortholog_one2one,ENSG00000102755,FLT1,ortholog_one2one,ENSMUSG00000029648,Flt1,ortholog_one2one
ENSVKKG00000017537,SNORA71,ENSCPBG00000006190,SNORA71,ortholog_one2many,ENSCPRG00005005483,SNORA71,ortholog_one2many,ENSGALG00000017819,SNORA71,ortholog_one2many,ENSG00000225091,SNORA71A,ortholog_one2many,"{'ENSMUSG00000088731', 'ENSMUSG00000064995'}","{'Gm26003', 'Gm23893'}",ortholog_many2many
ENSVKKG00000006378,,"{'ENSCPBG00000000794', 'ENSCPBG00000007979', 'ENSCPBG00000003280'}",,ortholog_many2many,,,,,,,,,,,,
ENSVKKG00000004456,PAPOLA,ENSCPBG00000024125,PAPOLA,ortholog_one2one,ENSCPRG00005009756,PAPOLA,ortholog_one2one,ENSGALG00000033099,PAPOLB,ortholog_one2one,ENSG00000090060,PAPOLA,ortholog_one2one,ENSMUSG00000021111,Papola,ortholog_one2one
ENSVKKG00000017290,,,,,,,,,,,,,,"{'ENSMUSG00000065100', 'ENSMUSG00000070167'}","{'Gm26132', 'Snora57'}",ortholog_one2many
ENSVKKG00000016586,,"{'ENSCPBG00000024119', 'ENSCPBG00000009657', 'ENSCPBG00000009654'}",,ortholog_many2many,,,,,,,,,,"{'ENSMUSG00000094098', 'ENSMUSG00000096743', 'ENSMUSG00000096180', 'ENSMUSG00000096399', 'ENSMUSG00000090662', 'ENSMUSG00000094107', 'ENSMUSG00000090892', 'ENSMUSG00000096373', 'ENSMUSG00000094606', 'ENSMUSG00000095730', 'ENSMUSG00000091930', 'ENSMUSG00000110105', 'ENSMUSG00000095773', 'ENSMUSG00000070847', 'ENSMUSG00000091794', 'ENSMUSG00000066820', 'ENSMUSG00000096294', 'ENSMUSG00000091651', 'ENSMUSG00000070841', 'ENSMUSG00000090342', 'ENSMUSG00000090864', 'ENSMUSG00000096691', 'ENSMUSG00000096658', 'ENSMUSG00000053720', 'ENSMUSG00000058685', 'ENSMUSG00000095914', 'ENSMUSG00000066828', 'ENSMUSG00000070844'}","{'Vmn2r45', 'Vmn2r47', 'Vmn2r46', 'Vmn2r36', 'Vmn2r51', 'Vmn2r18', 'Vmn2r29', 'Vmn2r28', 'Vmn2r37', 'Vmn2r43', 'Gm45844', 'Vmn2r41', 'Vmn2r42', 'Vmn2r48', 'Vmn2r52', 'Vmn2r34', 'Vmn2r33', 'Vmn2r50', 'Vmn2r38', 'Gm10302', 'Vmn2r31', 'Vmn2r39', 'Vmn2r32', 'Vmn2r49', 'Vmn2r35', 'Vmn2r30', 'Vmn2r40', 'Vmn2r44'}",ortholog_many2many
ENSVKKG00000006185,SLC45A1,ENSCPBG00000016032,SLC45A1,ortholog_one2one,,,,,,,ENSG00000162426,SLC45A1,ortholog_one2one,ENSMUSG00000039838,Slc45a1,ortholog_one2one
ENSVKKG00000017476,,ENSCPBG00000017593,,ortholog_one2one,ENSCPRG00005016223,,ortholog_one2one,ENSGALG00000006010,FAM103A1,ortholog_one2one,"{'ENSG00000235272', 'ENSG00000169612'}","{'RAMAC', 'RAMACL'}",ortholog_one2many,"{'ENSMUSG00000074826', 'ENSMUSG00000038646'}","{'Gm10767', 'Ramac'}",ortholog_one2many
ENSVKKG00000006601,DSG2,ENSCPBG00000021041,,ortholog_one2one,ENSCPRG00005015098,DSG2,ortholog_one2one,ENSGALG00000015142,DSG2,ortholog_one2one,ENSG00000046604,DSG2,ortholog_one2one,ENSMUSG00000044393,Dsg2,ortholog_one2one
ENSVKKG00000011650,,ENSCPBG00000010601,,ortholog_one2one,ENSCPRG00005002687,,ortholog_one2one,,,,,,,,,
ENSVKKG00000005701,ALDOA,ENSCPBG00000009737,ALDOA,ortholog_one2one,,,,,,,ENSG00000149925,ALDOA,ortholog_one2one,"{'ENSMUSG00000030695', 'ENSMUSG00000063129', 'ENSMUSG00000059343'}","{'Aldoa', 'Aldoart1', 'Aldoart2'}",ortholog_one2many
ENSVKKG00000003988,,ENSCPBG00000027012,,ortholog_one2one,,,,,,,ENSG00000178999,AURKB,ortholog_one2many,ENSMUSG00000020897,Aurkb,ortholog_one2many
ENSVKKG00000005325,SMARCC2,ENSCPBG00000012854,SMARCC2,ortholog_one2one,,,,ENSGALG00000041592,SMARCC2,ortholog_one2one,ENSG00000139613,SMARCC2,ortholog_one2one,ENSMUSG00000025369,Smarcc2,ortholog_one2one
ENSVKKG00000003176,SCTR,ENSCPBG00000013933,SCTR,ortholog_one2one,ENSCPRG00005003354,SCTR,ortholog_one2one,ENSGALG00000012106,SCTR,ortholog_one2one,ENSG00000080293,SCTR,ortholog_one2one,ENSMUSG00000026387,Sctr,ortholog_one2one
ENSVKKG00000003551,,ENSCPBG00000006467,UBE2D2,ortholog_one2many,,,,ENSGALG00000038128,UBE2D2,ortholog_one2many,ENSG00000131508,UBE2D2,ortholog_one2many,ENSMUSG00000091896,Ube2d2a,ortholog_one2many
ENSVKKG00000016954,ARC,ENSCPBG00000019078,ARC,ortholog_one2one,ENSCPRG00005013663,ARC,ortholog_one2one,ENSGALG00000016154,ARC,ortholog_one2one,ENSG00000198576,ARC,ortholog_one2one,ENSMUSG00000022602,Arc,ortholog_one2one
ENSVKKG00000006066,ELAPOR1,ENSCPBG00000010609,ELAPOR1,ortholog_one2one,ENSCPRG00005004258,ELAPOR1,ortholog_one2one,ENSGALG00000030941,ELAPOR1,ortholog_one2one,ENSG00000116299,ELAPOR1,ortholog_one2one,ENSMUSG00000040412,5330417C22Rik,ortholog_one2one
ENSVKKG00000009487,,ENSCPBG00000011065,,ortholog_one2one,ENSCPRG00005002208,,ortholog_one2one,ENSGALG00000037052,,ortholog_one2one,,,,,,
ENSVKKG00000011773,,ENSCPBG00000027601,,ortholog_one2one,ENSCPRG00005007664,,ortholog_one2one,ENSGALG00000006197,CSNK2A1,ortholog_one2one,"{'ENSG00000101266', 'ENSG00000254598'}","{'CSNK2A3', 'CSNK2A1'}",ortholog_one2many,ENSMUSG00000074698,Csnk2a1,ortholog_one2one
ENSVKKG00000001314,,ENSCPBG00000021941,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000018126,,,,,,,,,,,ENSG00000174799,CEP135,ortholog_one2many,ENSMUSG00000036403,Cep135,ortholog_one2many
ENSVKKG00000016702,SAP30,ENSCPBG00000002695,SAP30,ortholog_one2one,ENSCPRG00005011312,SAP30,ortholog_one2one,ENSGALG00000036252,SAP30,ortholog_one2one,ENSG00000164105,SAP30,ortholog_one2one,ENSMUSG00000031609,Sap30,ortholog_one2one
ENSVKKG00000013000,CDCA5,ENSCPBG00000023649,CDCA5,ortholog_one2one,,,,,,,ENSG00000146670,CDCA5,ortholog_one2one,ENSMUSG00000024791,Cdca5,ortholog_one2one
ENSVKKG00000006365,CMPK2,ENSCPBG00000014149,CMPK2,ortholog_one2one,ENSCPRG00005008440,CMPK2,ortholog_one2one,ENSGALG00000028982,CMPK2,ortholog_one2one,ENSG00000134326,CMPK2,ortholog_one2one,ENSMUSG00000020638,Cmpk2,ortholog_one2one
ENSVKKG00000012091,MRPS14,ENSCPBG00000014641,MRPS14,ortholog_one2one,ENSCPRG00005005392,MRPS14,ortholog_one2one,ENSGALG00000030028,MRPS14,ortholog_one2one,ENSG00000120333,MRPS14,ortholog_one2one,ENSMUSG00000058267,Mrps14,ortholog_one2one
ENSVKKG00000012761,AXL,,,,,,,,,,ENSG00000167601,AXL,ortholog_one2one,ENSMUSG00000002602,Axl,ortholog_one2one
ENSVKKG00000004694,,ENSCPBG00000015722,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000017846,ARMC4,ENSCPBG00000015843,ARMC4,ortholog_one2one,ENSCPRG00005008226,ARMC4,ortholog_one2one,ENSGALG00000007417,ARMC4,ortholog_one2one,ENSG00000169126,ARMC4,ortholog_one2one,ENSMUSG00000061802,Armc4,ortholog_one2one
ENSVKKG00000010071,INPP5B,ENSCPBG00000018424,INPP5B,ortholog_one2one,ENSCPRG00005002678,INPP5B,ortholog_one2one,ENSGALG00000001606,INPP5B,ortholog_one2one,ENSG00000204084,INPP5B,ortholog_one2one,ENSMUSG00000028894,Inpp5b,ortholog_one2one
ENSVKKG00000007107,,ENSCPBG00000010262,,ortholog_one2one,ENSCPRG00005008273,,ortholog_one2one,ENSGALG00000006780,ARL6IP1,ortholog_one2one,"{'ENSG00000170540', 'ENSG00000260342'}","{'ARL6IP1', 'AC138811.2'}",ortholog_one2many,ENSMUSG00000030654,Arl6ip1,ortholog_one2one
ENSVKKG00000003303,NCKAP5,ENSCPBG00000010195,NCKAP5,ortholog_one2one,ENSCPRG00005003668,NCKAP5,ortholog_one2one,ENSGALG00000012177,,ortholog_one2one,ENSG00000176771,NCKAP5,ortholog_one2one,ENSMUSG00000049690,Nckap5,ortholog_one2one
ENSVKKG00000017480,CILP,ENSCPBG00000014676,CILP,ortholog_one2one,ENSCPRG00005000226,CILP,ortholog_one2one,ENSGALG00000007358,CILP,ortholog_one2one,ENSG00000138615,CILP,ortholog_one2one,ENSMUSG00000042254,Cilp,ortholog_one2one
ENSVKKG00000009964,,ENSCPBG00000005853,AGBL3,ortholog_one2one,,,,ENSGALG00000011727,AGBL3,ortholog_one2one,ENSG00000146856,AGBL3,ortholog_one2one,ENSMUSG00000038836,Agbl3,ortholog_one2one
ENSVKKG00000000465,,ENSCPBG00000026396,HBAD,ortholog_one2one,,,,ENSGALG00000031597,HBAD,ortholog_one2one,"{'ENSG00000086506', 'ENSG00000206177', 'ENSG00000213934', 'ENSG00000196565', 'ENSG00000284931'}","{'HBG1', 'HBM', 'HBG2', 'AC104389.6', 'HBQ1'}",ortholog_many2many,"{'ENSMUSG00000052217', 'ENSMUSG00000078621', 'ENSMUSG00000073940', 'ENSMUSG00000020295', 'ENSMUSG00000073063', 'ENSMUSG00000052305'}","{'Hbb-bt', 'Hbq1a', 'Hbb-bh2', 'Hbb-bh1', 'Hbb-bs', 'Hbq1b'}",ortholog_many2many
ENSVKKG00000015843,DYRK1A,ENSCPBG00000012395,DYRK1A,ortholog_one2one,ENSCPRG00005015754,DYRK1A,ortholog_one2one,ENSGALG00000016053,DYRK1A,ortholog_one2one,ENSG00000157540,DYRK1A,ortholog_one2one,ENSMUSG00000022897,Dyrk1a,ortholog_one2one
ENSVKKG00000014837,ARL8B,ENSCPBG00000014937,ARL8B,ortholog_one2one,ENSCPRG00005013015,ARL8B,ortholog_one2one,ENSGALG00000008314,,ortholog_one2one,ENSG00000134108,ARL8B,ortholog_one2one,ENSMUSG00000030105,Arl8b,ortholog_one2one
ENSVKKG00000015027,CTR9,ENSCPBG00000005248,CTR9,ortholog_one2one,ENSCPRG00005005568,CTR9,ortholog_one2one,ENSGALG00000005618,CTR9,ortholog_one2one,ENSG00000198730,CTR9,ortholog_one2one,ENSMUSG00000005609,Ctr9,ortholog_one2one
ENSVKKG00000000664,SMC4,ENSCPBG00000018339,SMC4,ortholog_one2one,ENSCPRG00005008221,SMC4,ortholog_one2one,ENSGALG00000009553,SMC4,ortholog_one2one,ENSG00000113810,SMC4,ortholog_one2one,ENSMUSG00000034349,Smc4,ortholog_one2one
ENSVKKG00000006607,MB,,,,ENSCPRG00005018639,MB,ortholog_one2one,ENSGALG00000012541,MB,ortholog_one2one,ENSG00000198125,MB,ortholog_one2one,ENSMUSG00000018893,Mb,ortholog_one2one
ENSVKKG00000015366,,ENSCPBG00000020761,,ortholog_one2one,ENSCPRG00005010886,,ortholog_one2one,ENSGALG00000008776,HYAL6,ortholog_one2one,,,,ENSMUSG00000029679,Hyal6,ortholog_one2one
ENSVKKG00000007260,RAB1B,ENSCPBG00000022446,RAB1B,ortholog_one2one,,,,,,,ENSG00000174903,RAB1B,ortholog_one2one,ENSMUSG00000024870,Rab1b,ortholog_one2one
ENSVKKG00000016608,RND3,ENSCPBG00000025828,RND3,ortholog_one2one,ENSCPRG00005008330,RND3,ortholog_one2one,ENSGALG00000026313,RND3,ortholog_one2one,ENSG00000115963,RND3,ortholog_one2one,ENSMUSG00000017144,Rnd3,ortholog_one2one
ENSVKKG00000004064,PPCDC,ENSCPBG00000002866,PPCDC,ortholog_one2one,,,,ENSGALG00000001711,PPCDC,ortholog_one2one,ENSG00000138621,PPCDC,ortholog_one2one,ENSMUSG00000063849,Ppcdc,ortholog_one2one
ENSVKKG00000010536,ANXA2,ENSCPBG00000017143,ANXA2,ortholog_one2one,,,,ENSGALG00000003770,ANXA2,ortholog_one2one,ENSG00000182718,ANXA2,ortholog_one2one,ENSMUSG00000032231,Anxa2,ortholog_one2one
ENSVKKG00000008927,PTPN11,ENSCPBG00000006618,PTPN11,ortholog_one2one,ENSCPRG00005015550,PTPN11,ortholog_one2one,ENSGALG00000004821,PTPN11,ortholog_one2one,ENSG00000179295,PTPN11,ortholog_one2one,ENSMUSG00000043733,Ptpn11,ortholog_one2one
ENSVKKG00000006346,IKBKG,ENSCPBG00000017209,IKBKG,ortholog_one2one,,,,,,,ENSG00000269335,IKBKG,ortholog_one2one,ENSMUSG00000004221,Ikbkg,ortholog_one2one
ENSVKKG00000017026,,ENSCPBG00000019257,,ortholog_one2one,ENSCPRG00005012542,,ortholog_one2one,ENSGALG00000030985,MYH7B,ortholog_one2one,ENSG00000144821,MYH15,ortholog_one2one,ENSMUSG00000092009,Myh15,ortholog_one2one
ENSVKKG00000013987,,ENSCPBG00000011290,,ortholog_one2many,,,,,,,,,,,,
ENSVKKG00000010886,D2HGDH,ENSCPBG00000002124,D2HGDH,ortholog_one2one,ENSCPRG00005009564,D2HGDH,ortholog_one2one,ENSGALG00000039535,D2HGDH,ortholog_one2one,ENSG00000180902,D2HGDH,ortholog_one2one,ENSMUSG00000073609,D2hgdh,ortholog_one2one
ENSVKKG00000012809,SPRED3,ENSCPBG00000008735,SPRED3,ortholog_one2one,,,,,,,ENSG00000188766,SPRED3,ortholog_one2one,ENSMUSG00000037239,Spred3,ortholog_one2one
ENSVKKG00000000188,,ENSCPBG00000021518,,ortholog_one2one,,,,ENSGALG00000033259,SRSF5A,ortholog_one2one,,,,,,
ENSVKKG00000010943,NEXMIF,ENSCPBG00000014875,NEXMIF,ortholog_one2one,ENSCPRG00005007451,NEXMIF,ortholog_one2one,ENSGALG00000007755,NEXMIF,ortholog_one2one,ENSG00000050030,NEXMIF,ortholog_one2one,ENSMUSG00000046449,Nexmif,ortholog_one2one
ENSVKKG00000017910,,ENSCPBG00000021008,,ortholog_one2one,ENSCPRG00005015762,,ortholog_one2one,ENSGALG00000030888,,ortholog_one2one,,,,,,
ENSVKKG00000004485,RASGRP3,ENSCPBG00000025146,RASGRP3,ortholog_one2one,ENSCPRG00005012741,RASGRP3,ortholog_one2one,ENSGALG00000010435,RASGRP3,ortholog_one2one,ENSG00000152689,RASGRP3,ortholog_one2one,ENSMUSG00000071042,Rasgrp3,ortholog_one2one
ENSVKKG00000000523,ESAM,ENSCPBG00000011387,ESAM,ortholog_one2one,ENSCPRG00005000873,ESAM,ortholog_one2one,,,,ENSG00000149564,ESAM,ortholog_one2one,ENSMUSG00000001946,Esam,ortholog_one2one
ENSVKKG00000006678,,ENSCPBG00000006781,CENPP,ortholog_one2one,ENSCPRG00005019198,,ortholog_one2one,ENSGALG00000004687,CENPP,ortholog_one2one,ENSG00000188312,CENPP,ortholog_one2one,ENSMUSG00000021391,Cenpp,ortholog_one2one
ENSVKKG00000006318,,"{'ENSCPBG00000011653', 'ENSCPBG00000019145'}",,ortholog_one2many,"{'ENSCPRG00005012673', 'ENSCPRG00005012675'}",,ortholog_many2many,"{'ENSGALG00000044569', 'ENSGALG00000053510', 'ENSGALG00000044598', 'ENSGALG00000050091', 'ENSGALG00000051297', 'ENSGALG00000042611', 'ENSGALG00000052376', 'ENSGALG00000050315', 'ENSGALG00000042449', 'ENSGALG00000044630', 'ENSGALG00000047794', 'ENSGALG00000047623', 'ENSGALG00000042684', 'ENSGALG00000045540'}","{nan, 'Y-LEC1', 'CLC2DL3'}",ortholog_one2many,"{'ENSG00000134539', 'ENSG00000110852', 'ENSG00000150048', 'ENSG00000205810', 'ENSG00000188883', 'ENSG00000183542', 'ENSG00000134545', 'ENSG00000255819', 'ENSG00000256797', 'ENSG00000188393', 'ENSG00000256660', 'ENSG00000173391', 'ENSG00000165682', 'ENSG00000255641', 'ENSG00000205809'}","{'CLEC2A', 'KLRC4-KLRK1', 'CLEC1B', 'AC068775.1', 'OLR1', 'KLRF2', 'CLEC12B', 'KLRC4', 'KLRC1', 'CLEC1A', 'KLRG2', 'KLRC2', 'KLRD1', 'KLRC3', 'CLEC2B'}",ortholog_many2many,"{'ENSMUSG00000067599', 'ENSMUSG00000072718', 'ENSMUSG00000030158', 'ENSMUSG00000033082', 'ENSMUSG00000030187', 'ENSMUSG00000030162', 'ENSMUSG00000061769', 'ENSMUSG00000071158', 'ENSMUSG00000030173', 'ENSMUSG00000089727', 'ENSMUSG00000043932', 'ENSMUSG00000071537', 'ENSMUSG00000047720', 'ENSMUSG00000030167', 'ENSMUSG00000033024', 'ENSMUSG00000033027', 'ENSMUSG00000014543', 'ENSMUSG00000030165', 'ENSMUSG00000030159', 'ENSMUSG00000050241', 'ENSMUSG00000067591', 'ENSMUSG00000079853', 'ENSMUSG00000052736', 'ENSMUSG00000079852', 'ENSMUSG00000067610'}","{'Klrc2', 'Klri1', 'Klra8', 'Klra4', 'Clec1a', 'Klri2', 'Klra17', 'Clec2m', 'Klra10', 'Olr1', 'Klra6', 'Klre1', 'Klra7', 'Klra5', 'Clec12b', 'Klrh1', 'Klra1', 'Klra2', 'Clec1b', 'Klrc3', 'Klra3', 'Klra9', 'Klrd1', 'Klrc1', 'Klrg2'}",ortholog_many2many
ENSVKKG00000010065,NXT2,ENSCPBG00000000629,NXT2,ortholog_one2one,ENSCPRG00005008815,NXT2,ortholog_one2one,ENSGALG00000008092,NXT2,ortholog_one2one,ENSG00000101888,NXT2,ortholog_one2one,ENSMUSG00000042271,Nxt2,ortholog_one2one
ENSVKKG00000005624,NR1I3,ENSCPBG00000009292,NR1I3,ortholog_one2one,,,,,,,ENSG00000143257,NR1I3,ortholog_one2one,ENSMUSG00000005677,Nr1i3,ortholog_one2one
ENSVKKG00000012481,TOX4,ENSCPBG00000012692,TOX4,ortholog_one2one,,,,,,,ENSG00000092203,TOX4,ortholog_one2one,ENSMUSG00000016831,Tox4,ortholog_one2one
ENSVKKG00000004551,ACSL1,ENSCPBG00000008456,ACSL1,ortholog_one2one,ENSCPRG00005000347,ACSL1,ortholog_one2one,ENSGALG00000010628,ACSL1,ortholog_one2one,ENSG00000151726,ACSL1,ortholog_one2one,ENSMUSG00000018796,Acsl1,ortholog_one2one
ENSVKKG00000005082,S100A3,ENSCPBG00000025419,S100A3,ortholog_one2one,,,,,,,ENSG00000188015,S100A3,ortholog_one2one,"{'ENSMUSG00000001021', 'ENSMUSG00000105518'}","{'Gm42674', 'S100a3'}",ortholog_one2many
ENSVKKG00000004933,CLVS2,ENSCPBG00000018665,CLVS2,ortholog_one2one,ENSCPRG00005004908,CLVS2,ortholog_one2one,ENSGALG00000014853,CLVS2,ortholog_one2one,ENSG00000146352,CLVS2,ortholog_one2one,ENSMUSG00000019785,Clvs2,ortholog_one2one
ENSVKKG00000017071,MGAT4C,ENSCPBG00000000086,MGAT4C,ortholog_one2one,ENSCPRG00005002949,MGAT4C,ortholog_one2one,ENSGALG00000028360,MGAT4C,ortholog_one2one,ENSG00000182050,MGAT4C,ortholog_one2one,ENSMUSG00000019888,Mgat4c,ortholog_one2one
ENSVKKG00000007329,PRAG1,ENSCPBG00000013445,PRAG1,ortholog_one2one,ENSCPRG00005006786,PRAG1,ortholog_one2one,ENSGALG00000019003,PRAG1,ortholog_one2one,ENSG00000275342,PRAG1,ortholog_one2one,ENSMUSG00000050271,Prag1,ortholog_one2one
ENSVKKG00000006757,,ENSCPBG00000025410,ILF2,ortholog_one2many,ENSCPRG00005013584,ILF2,ortholog_one2many,ENSGALG00000011570,ILF2,ortholog_one2many,ENSG00000143621,ILF2,ortholog_one2many,ENSMUSG00000001016,Ilf2,ortholog_one2many
ENSVKKG00000007221,DMTN,ENSCPBG00000000901,DMTN,ortholog_one2one,ENSCPRG00005002215,DMTN,ortholog_one2one,ENSGALG00000040807,DMTN,ortholog_one2one,ENSG00000158856,DMTN,ortholog_one2one,ENSMUSG00000022099,Dmtn,ortholog_one2one
ENSVKKG00000009956,INSYN2A,ENSCPBG00000006992,INSYN2A,ortholog_one2one,ENSCPRG00005009660,INSYN2A,ortholog_one2one,ENSGALG00000040836,INSYN2A,ortholog_one2one,ENSG00000188916,INSYN2A,ortholog_one2one,ENSMUSG00000073805,Insyn2a,ortholog_one2one
ENSVKKG00000012944,NPVF,ENSCPBG00000022481,NPVF,ortholog_one2one,ENSCPRG00005016052,NPVF,ortholog_one2one,ENSGALG00000011022,NPVF,ortholog_one2one,ENSG00000105954,NPVF,ortholog_one2one,ENSMUSG00000029831,Npvf,ortholog_one2one
ENSVKKG00000006882,PP2D1,ENSCPBG00000022561,PP2D1,ortholog_one2one,ENSCPRG00005001820,PP2D1,ortholog_one2one,ENSGALG00000044362,PP2D1,ortholog_one2one,ENSG00000183977,PP2D1,ortholog_one2one,ENSMUSG00000044957,Pp2d1,ortholog_one2one
ENSVKKG00000007161,SNORD21,ENSCPBG00000015750,SNORD21,ortholog_one2one,ENSCPRG00005016524,SNORD21,ortholog_one2one,ENSGALG00000054063,SNORD21,ortholog_one2one,ENSG00000206680,SNORD21,ortholog_one2one,ENSMUSG00000064453,Snord21,ortholog_one2one
ENSVKKG00000016494,EREG,ENSCPBG00000013497,EREG,ortholog_one2one,ENSCPRG00005007293,EREG,ortholog_one2one,ENSGALG00000010864,EREG,ortholog_one2one,ENSG00000124882,EREG,ortholog_one2one,ENSMUSG00000029377,Ereg,ortholog_one2one
ENSVKKG00000016284,WNT3,ENSCPBG00000018551,WNT3,ortholog_one2one,ENSCPRG00005001110,WNT3,ortholog_one2one,ENSGALG00000001079,WNT3,ortholog_one2one,ENSG00000108379,WNT3,ortholog_one2one,ENSMUSG00000000125,Wnt3,ortholog_one2one
ENSVKKG00000013241,,ENSCPBG00000001339,,ortholog_one2one,ENSCPRG00005018229,,ortholog_one2one,ENSGALG00000019300,,ortholog_one2one,,,,,,
ENSVKKG00000012299,,ENSCPBG00000008536,PHF11,ortholog_one2one,ENSCPRG00005002216,PHF11,ortholog_one2one,ENSGALG00000019094,PHF11,ortholog_one2one,ENSG00000136147,PHF11,ortholog_one2one,"{'ENSMUSG00000091144', 'ENSMUSG00000044703', 'ENSMUSG00000091649', 'ENSMUSG00000068245'}","{'Phf11b', 'Phf11a', 'Phf11d', 'Phf11c'}",ortholog_one2many
ENSVKKG00000018149,THSD7A,ENSCPBG00000024332,THSD7A,ortholog_one2one,ENSCPRG00005014643,THSD7A,ortholog_one2one,"{'ENSGALG00000051980', 'ENSGALG00000010718'}",,ortholog_one2many,ENSG00000005108,THSD7A,ortholog_one2one,ENSMUSG00000032625,Thsd7a,ortholog_one2one
ENSVKKG00000018442,SPI1,ENSCPBG00000022901,SPI1,ortholog_one2one,ENSCPRG00005017278,SPI1,ortholog_one2one,ENSGALG00000008127,SPI1,ortholog_one2one,ENSG00000066336,SPI1,ortholog_one2one,ENSMUSG00000002111,Spi1,ortholog_one2one
ENSVKKG00000008692,UXS1,ENSCPBG00000007140,UXS1,ortholog_one2one,ENSCPRG00005014550,UXS1,ortholog_one2one,ENSGALG00000016801,UXS1,ortholog_one2one,ENSG00000115652,UXS1,ortholog_one2one,ENSMUSG00000057363,Uxs1,ortholog_one2one
ENSVKKG00000014700,MAP4K2,ENSCPBG00000023764,MAP4K2,ortholog_one2one,,,,,,,ENSG00000168067,MAP4K2,ortholog_one2one,ENSMUSG00000024948,Map4k2,ortholog_one2one
ENSVKKG00000017744,GLE1,ENSCPBG00000024524,GLE1,ortholog_one2one,ENSCPRG00005001279,GLE1,ortholog_one2one,ENSGALG00000004738,GLE1,ortholog_one2one,ENSG00000119392,GLE1,ortholog_one2one,ENSMUSG00000019715,Gle1,ortholog_one2one
