source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,response to external stimulus,GO:0009605,FALSE,2.03E-07,6.691757107,2900,1156,236,21110,"ENSG00000247315,ENSG00000134830,ENSG00000138061,ENSG00000140465,ENSG00000150625,ENSG00000167552,ENSG00000170782,ENSG00000171049,ENSG00000171051,ENSG00000171860,ENSG00000177464,ENSG00000181104,ENSG00000187474,ENSG00000197405,ENSG00000234127,ENSG00000237693,ENSG00000110721,ENSG00000160691,ENSG00000186188,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000066032,ENSG00000080546,ENSG00000100652,ENSG00000101425,ENSG00000106617,ENSG00000108950,ENSG00000115592,ENSG00000125255,ENSG00000129988,ENSG00000130766,ENSG00000131873,ENSG00000134389,ENSG00000147862,ENSG00000149212,ENSG00000163631,ENSG00000176697,ENSG00000181929,ENSG00000184459,ENSG00000185652,ENSG00000187908,ENSG00000188313,ENSG00000079385,ENSG00000103496,ENSG00000125730,ENSG00000126262,ENSG00000135355,ENSG00000142089,ENSG00000155657,ENSG00000166900,ENSG00000173193,ENSG00000177291,ENSG00000184009,ENSG00000185201,ENSG00000185885,ENSG00000185897,ENSG00000198053,ENSG00000204347,ENSG00000211778,ENSG00000211807,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000273777,ENSG00000276775,ENSG00000278263,ENSG00000007908,ENSG00000010438,ENSG00000026103,ENSG00000089127,ENSG00000090382,ENSG00000092421,ENSG00000096006,ENSG00000100342,ENSG00000104964,ENSG00000111331,ENSG00000111335,ENSG00000112715,ENSG00000115758,ENSG00000119782,ENSG00000121879,ENSG00000122194,ENSG00000127928,ENSG00000128656,ENSG00000129116,ENSG00000129455,ENSG00000135114,ENSG00000137285,ENSG00000138347,ENSG00000140678,ENSG00000142512,ENSG00000142515,ENSG00000147896,ENSG00000149295,ENSG00000165471,ENSG00000167083,ENSG00000167754,ENSG00000169035,ENSG00000169057,ENSG00000170890,ENSG00000171855,ENSG00000172531,ENSG00000173457,ENSG00000174992,ENSG00000177047,ENSG00000179915,ENSG00000181072,ENSG00000183347,ENSG00000184995,ENSG00000186074,ENSG00000186298,ENSG00000188372,ENSG00000266200,ENSG00000275896,ENSG00000004848,ENSG00000006071,ENSG00000008710,ENSG00000010671,ENSG00000026025,ENSG00000029993,ENSG00000057657,ENSG00000070886,ENSG00000073331,ENSG00000081189,ENSG00000103490,ENSG00000105397,ENSG00000105483,ENSG00000105550,ENSG00000105695,ENSG00000106571,ENSG00000108984,ENSG00000109971,ENSG00000110395,ENSG00000110697,ENSG00000113296,ENSG00000115085,ENSG00000118640,ENSG00000119917,ENSG00000119922,ENSG00000121797,ENSG00000121807,ENSG00000132518,ENSG00000135828,ENSG00000136487,ENSG00000136488,ENSG00000136848,ENSG00000139546,ENSG00000140279,ENSG00000143869,ENSG00000143919,ENSG00000146063,ENSG00000147162,ENSG00000150630,ENSG00000152778,ENSG00000155111,ENSG00000160791,ENSG00000160959,ENSG00000162676,ENSG00000163421,ENSG00000163823,ENSG00000164120,ENSG00000165209,ENSG00000165533,ENSG00000166484,ENSG00000167633,ENSG00000172179,ENSG00000174672,ENSG00000175334,ENSG00000176165,ENSG00000177733,ENSG00000179934,ENSG00000183044,ENSG00000183625,ENSG00000183718,ENSG00000183813,ENSG00000184588,ENSG00000185745,ENSG00000187323,ENSG00000189013,ENSG00000196126,ENSG00000196189,ENSG00000196262,ENSG00000196415,ENSG00000196639,ENSG00000196998,ENSG00000197111,ENSG00000197561,ENSG00000198830,ENSG00000198918,ENSG00000204010,ENSG00000204414,ENSG00000205403,ENSG00000211899,ENSG00000213218,ENSG00000213906,ENSG00000224389,ENSG00000244731,ENSG00000248385,ENSG00000259384,ENSG00000285947,ENSG00000026751,ENSG00000066294,ENSG00000087250,ENSG00000091972,ENSG00000105372,ENSG00000111640,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000122224,ENSG00000133112,ENSG00000134419,ENSG00000135486,ENSG00000144648,ENSG00000156482,ENSG00000158473,ENSG00000158714,ENSG00000160856,ENSG00000162739,ENSG00000166482,ENSG00000168329,ENSG00000169347,ENSG00000173578,ENSG00000179914,ENSG00000189403,ENSG00000205413,ENSG00000241635,ENSG00000242866"
GO:BP,system process,GO:0003008,FALSE,4.49E-07,6.347991624,2283,1156,194,21110,"ENSG00000178586,ENSG00000182083,ENSG00000189181,ENSG00000169214,ENSG00000181499,ENSG00000181803,ENSG00000196099,ENSG00000221931,ENSG00000225781,ENSG00000255804,ENSG00000147606,ENSG00000166363,ENSG00000167552,ENSG00000170683,ENSG00000170782,ENSG00000170790,ENSG00000171860,ENSG00000175398,ENSG00000177464,ENSG00000179919,ENSG00000181104,ENSG00000197405,ENSG00000206474,ENSG00000279000,ENSG00000110148,ENSG00000115183,ENSG00000128310,ENSG00000164107,ENSG00000166573,ENSG00000171942,ENSG00000172519,ENSG00000186188,ENSG00000186723,ENSG00000243729,ENSG00000066032,ENSG00000109927,ENSG00000115592,ENSG00000127125,ENSG00000134259,ENSG00000142583,ENSG00000143933,ENSG00000160014,ENSG00000174871,ENSG00000176697,ENSG00000183230,ENSG00000185652,ENSG00000198668,ENSG00000225950,ENSG00000079385,ENSG00000125879,ENSG00000135355,ENSG00000140416,ENSG00000143549,ENSG00000148215,ENSG00000155657,ENSG00000163697,ENSG00000166313,ENSG00000166368,ENSG00000166391,ENSG00000169208,ENSG00000170605,ENSG00000171368,ENSG00000172377,ENSG00000172640,ENSG00000178358,ENSG00000182634,ENSG00000185897,ENSG00000186440,ENSG00000186509,ENSG00000186513,ENSG00000196248,ENSG00000197309,ENSG00000197591,ENSG00000198003,ENSG00000198674,ENSG00000213892,ENSG00000234560,ENSG00000236981,ENSG00000254737,ENSG00000255582,ENSG00000256574,ENSG00000279051,ENSG00000101160,ENSG00000110881,ENSG00000112715,ENSG00000119782,ENSG00000121879,ENSG00000129455,ENSG00000140678,ENSG00000142515,ENSG00000149295,ENSG00000150756,ENSG00000164924,ENSG00000167748,ENSG00000167751,ENSG00000169057,ENSG00000171936,ENSG00000172289,ENSG00000172772,ENSG00000174721,ENSG00000174946,ENSG00000174957,ENSG00000176231,ENSG00000177174,ENSG00000179915,ENSG00000180475,ENSG00000181072,ENSG00000183695,ENSG00000184933,ENSG00000188176,ENSG00000197532,ENSG00000221813,ENSG00000284770,ENSG00000006071,ENSG00000006704,ENSG00000050555,ENSG00000080845,ENSG00000081189,ENSG00000099822,ENSG00000100678,ENSG00000101489,ENSG00000105695,ENSG00000108984,ENSG00000111319,ENSG00000113327,ENSG00000113966,ENSG00000118596,ENSG00000120088,ENSG00000121807,ENSG00000125414,ENSG00000126778,ENSG00000127364,ENSG00000127366,ENSG00000128519,ENSG00000131686,ENSG00000132518,ENSG00000135569,ENSG00000138083,ENSG00000144451,ENSG00000145451,ENSG00000150630,ENSG00000150779,ENSG00000151090,ENSG00000163421,ENSG00000165533,ENSG00000169760,ENSG00000169777,ENSG00000170807,ENSG00000173826,ENSG00000174483,ENSG00000183044,ENSG00000184588,ENSG00000185899,ENSG00000188620,ENSG00000196639,ENSG00000204248,ENSG00000213903,ENSG00000221855,ENSG00000221937,ENSG00000236398,ENSG00000257138,ENSG00000155719,ENSG00000168329,ENSG00000169327,ENSG00000172320,ENSG00000172324,ENSG00000172362,ENSG00000172365,ENSG00000172459,ENSG00000172769,ENSG00000176495,ENSG00000181273,ENSG00000181518,ENSG00000181609,ENSG00000181616,ENSG00000181785,ENSG00000187747,ENSG00000196098,ENSG00000196119,ENSG00000196578,ENSG00000197616,ENSG00000197786,ENSG00000197938,ENSG00000198283,ENSG00000206536,ENSG00000221996,ENSG00000230301,ENSG00000231192,ENSG00000231861,ENSG00000232382,ENSG00000233412,ENSG00000236032,ENSG00000242866,ENSG00000255307"
GO:BP,positive regulation of immune system process,GO:0002684,FALSE,4.69E-07,6.329109725,1068,1156,109,21110,"ENSG00000247315,ENSG00000134830,ENSG00000142511,ENSG00000171049,ENSG00000171051,ENSG00000171860,ENSG00000187474,ENSG00000197405,ENSG00000214943,ENSG00000237693,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000129988,ENSG00000134365,ENSG00000134389,ENSG00000188313,ENSG00000075624,ENSG00000079385,ENSG00000089012,ENSG00000101307,ENSG00000103496,ENSG00000125730,ENSG00000126262,ENSG00000154305,ENSG00000183655,ENSG00000185897,ENSG00000198053,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000276775,ENSG00000278263,ENSG00000007908,ENSG00000089127,ENSG00000111331,ENSG00000112715,ENSG00000121879,ENSG00000130775,ENSG00000135114,ENSG00000141293,ENSG00000142515,ENSG00000147896,ENSG00000165471,ENSG00000167754,ENSG00000169035,ENSG00000170890,ENSG00000171855,ENSG00000172673,ENSG00000186074,ENSG00000188372,ENSG00000232629,ENSG00000010671,ENSG00000063176,ENSG00000073331,ENSG00000081189,ENSG00000102010,ENSG00000103490,ENSG00000105397,ENSG00000106571,ENSG00000108984,ENSG00000113263,ENSG00000113296,ENSG00000115085,ENSG00000118640,ENSG00000121807,ENSG00000124766,ENSG00000136848,ENSG00000146063,ENSG00000149273,ENSG00000150630,ENSG00000160959,ENSG00000162676,ENSG00000163823,ENSG00000164796,ENSG00000173250,ENSG00000184588,ENSG00000189013,ENSG00000196126,ENSG00000197561,ENSG00000198502,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000066294,ENSG00000105372,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000158473,ENSG00000158477,ENSG00000158481,ENSG00000158485,ENSG00000158488,ENSG00000160856,ENSG00000162739,ENSG00000166482,ENSG00000168329,ENSG00000187997,ENSG00000189403,ENSG00000204655"
GO:BP,detoxification of copper ion,GO:0010273,FALSE,4.78E-07,6.320866962,14,1156,10,21110,"ENSG00000087250,ENSG00000102891,ENSG00000125144,ENSG00000125148,ENSG00000169688,ENSG00000169715,ENSG00000187193,ENSG00000198417,ENSG00000205362,ENSG00000244020"
GO:BP,stress response to copper ion,GO:1990169,TRUE,4.78E-07,6.320866962,14,1156,10,21110,"ENSG00000087250,ENSG00000102891,ENSG00000125144,ENSG00000125148,ENSG00000169688,ENSG00000169715,ENSG00000187193,ENSG00000198417,ENSG00000205362,ENSG00000244020"
GO:BP,biological process involved in interspecies interaction between organisms,GO:0044419,FALSE,8.15E-07,6.088720762,1752,1156,157,21110,"ENSG00000247315,ENSG00000140465,ENSG00000150625,ENSG00000171049,ENSG00000181104,ENSG00000197405,ENSG00000234127,ENSG00000237693,ENSG00000160691,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000100652,ENSG00000101425,ENSG00000108950,ENSG00000125255,ENSG00000129988,ENSG00000134389,ENSG00000147862,ENSG00000184459,ENSG00000187908,ENSG00000188313,ENSG00000079385,ENSG00000103496,ENSG00000125730,ENSG00000126262,ENSG00000142089,ENSG00000154165,ENSG00000173193,ENSG00000184009,ENSG00000185201,ENSG00000185885,ENSG00000198053,ENSG00000204347,ENSG00000211778,ENSG00000211807,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000273777,ENSG00000276775,ENSG00000278263,ENSG00000007908,ENSG00000010438,ENSG00000089127,ENSG00000090382,ENSG00000096006,ENSG00000100342,ENSG00000111331,ENSG00000111335,ENSG00000115758,ENSG00000122194,ENSG00000124789,ENSG00000135114,ENSG00000137648,ENSG00000140678,ENSG00000142512,ENSG00000142515,ENSG00000147896,ENSG00000149295,ENSG00000165471,ENSG00000167754,ENSG00000168575,ENSG00000169035,ENSG00000169057,ENSG00000170890,ENSG00000171855,ENSG00000173457,ENSG00000174992,ENSG00000177047,ENSG00000181072,ENSG00000183347,ENSG00000184995,ENSG00000186074,ENSG00000266200,ENSG00000275896,ENSG00000006071,ENSG00000010671,ENSG00000026025,ENSG00000029993,ENSG00000057657,ENSG00000073331,ENSG00000081189,ENSG00000103490,ENSG00000105397,ENSG00000105483,ENSG00000108984,ENSG00000109971,ENSG00000110395,ENSG00000115085,ENSG00000118640,ENSG00000119917,ENSG00000119922,ENSG00000135828,ENSG00000136848,ENSG00000139546,ENSG00000140279,ENSG00000146063,ENSG00000152778,ENSG00000155111,ENSG00000156508,ENSG00000160791,ENSG00000160959,ENSG00000162676,ENSG00000164120,ENSG00000167633,ENSG00000175334,ENSG00000177733,ENSG00000183718,ENSG00000183813,ENSG00000184588,ENSG00000185745,ENSG00000189013,ENSG00000196126,ENSG00000196262,ENSG00000196415,ENSG00000197111,ENSG00000197561,ENSG00000198830,ENSG00000198918,ENSG00000204010,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000248385,ENSG00000026751,ENSG00000066294,ENSG00000105372,ENSG00000111640,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000122224,ENSG00000133112,ENSG00000134419,ENSG00000156482,ENSG00000158473,ENSG00000158714,ENSG00000160856,ENSG00000162739,ENSG00000166482,ENSG00000168028,ENSG00000168329,ENSG00000169347,ENSG00000179914,ENSG00000189403,ENSG00000204655,ENSG00000205413,ENSG00000241635"
GO:BP,response to other organism,GO:0051707,FALSE,8.83E-07,6.054085751,1581,1156,145,21110,"ENSG00000247315,ENSG00000140465,ENSG00000150625,ENSG00000171049,ENSG00000181104,ENSG00000197405,ENSG00000234127,ENSG00000237693,ENSG00000160691,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000101425,ENSG00000108950,ENSG00000125255,ENSG00000129988,ENSG00000134389,ENSG00000147862,ENSG00000184459,ENSG00000187908,ENSG00000188313,ENSG00000079385,ENSG00000103496,ENSG00000125730,ENSG00000126262,ENSG00000142089,ENSG00000173193,ENSG00000184009,ENSG00000185201,ENSG00000185885,ENSG00000198053,ENSG00000204347,ENSG00000211778,ENSG00000211807,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000273777,ENSG00000276775,ENSG00000278263,ENSG00000007908,ENSG00000010438,ENSG00000089127,ENSG00000090382,ENSG00000096006,ENSG00000100342,ENSG00000111331,ENSG00000111335,ENSG00000115758,ENSG00000135114,ENSG00000140678,ENSG00000142512,ENSG00000142515,ENSG00000147896,ENSG00000149295,ENSG00000165471,ENSG00000167754,ENSG00000169035,ENSG00000169057,ENSG00000170890,ENSG00000171855,ENSG00000173457,ENSG00000174992,ENSG00000177047,ENSG00000181072,ENSG00000183347,ENSG00000184995,ENSG00000186074,ENSG00000266200,ENSG00000275896,ENSG00000006071,ENSG00000010671,ENSG00000026025,ENSG00000029993,ENSG00000057657,ENSG00000073331,ENSG00000081189,ENSG00000103490,ENSG00000105397,ENSG00000105483,ENSG00000108984,ENSG00000115085,ENSG00000118640,ENSG00000119917,ENSG00000119922,ENSG00000135828,ENSG00000136848,ENSG00000139546,ENSG00000140279,ENSG00000146063,ENSG00000152778,ENSG00000155111,ENSG00000160791,ENSG00000160959,ENSG00000162676,ENSG00000164120,ENSG00000167633,ENSG00000175334,ENSG00000177733,ENSG00000183718,ENSG00000183813,ENSG00000184588,ENSG00000185745,ENSG00000189013,ENSG00000196126,ENSG00000196415,ENSG00000197111,ENSG00000197561,ENSG00000198830,ENSG00000198918,ENSG00000204010,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000248385,ENSG00000026751,ENSG00000066294,ENSG00000105372,ENSG00000111640,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000122224,ENSG00000133112,ENSG00000134419,ENSG00000156482,ENSG00000158473,ENSG00000158714,ENSG00000160856,ENSG00000162739,ENSG00000166482,ENSG00000168329,ENSG00000169347,ENSG00000179914,ENSG00000189403,ENSG00000205413,ENSG00000241635"
GO:BP,"protein localization to chromosome, centromeric region",GO:0071459,FALSE,9.62E-07,6.016731004,43,1156,16,21110,"ENSG00000115163,ENSG00000197061,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000156970,ENSG00000158406,ENSG00000197238,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000278637"
GO:BP,response to external biotic stimulus,GO:0043207,FALSE,1.00673E-06,5.997088965,1584,1156,145,21110,"ENSG00000247315,ENSG00000140465,ENSG00000150625,ENSG00000171049,ENSG00000181104,ENSG00000197405,ENSG00000234127,ENSG00000237693,ENSG00000160691,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000101425,ENSG00000108950,ENSG00000125255,ENSG00000129988,ENSG00000134389,ENSG00000147862,ENSG00000184459,ENSG00000187908,ENSG00000188313,ENSG00000079385,ENSG00000103496,ENSG00000125730,ENSG00000126262,ENSG00000142089,ENSG00000173193,ENSG00000184009,ENSG00000185201,ENSG00000185885,ENSG00000198053,ENSG00000204347,ENSG00000211778,ENSG00000211807,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000273777,ENSG00000276775,ENSG00000278263,ENSG00000007908,ENSG00000010438,ENSG00000089127,ENSG00000090382,ENSG00000096006,ENSG00000100342,ENSG00000111331,ENSG00000111335,ENSG00000115758,ENSG00000135114,ENSG00000140678,ENSG00000142512,ENSG00000142515,ENSG00000147896,ENSG00000149295,ENSG00000165471,ENSG00000167754,ENSG00000169035,ENSG00000169057,ENSG00000170890,ENSG00000171855,ENSG00000173457,ENSG00000174992,ENSG00000177047,ENSG00000181072,ENSG00000183347,ENSG00000184995,ENSG00000186074,ENSG00000266200,ENSG00000275896,ENSG00000006071,ENSG00000010671,ENSG00000026025,ENSG00000029993,ENSG00000057657,ENSG00000073331,ENSG00000081189,ENSG00000103490,ENSG00000105397,ENSG00000105483,ENSG00000108984,ENSG00000115085,ENSG00000118640,ENSG00000119917,ENSG00000119922,ENSG00000135828,ENSG00000136848,ENSG00000139546,ENSG00000140279,ENSG00000146063,ENSG00000152778,ENSG00000155111,ENSG00000160791,ENSG00000160959,ENSG00000162676,ENSG00000164120,ENSG00000167633,ENSG00000175334,ENSG00000177733,ENSG00000183718,ENSG00000183813,ENSG00000184588,ENSG00000185745,ENSG00000189013,ENSG00000196126,ENSG00000196415,ENSG00000197111,ENSG00000197561,ENSG00000198830,ENSG00000198918,ENSG00000204010,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000248385,ENSG00000026751,ENSG00000066294,ENSG00000105372,ENSG00000111640,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000122224,ENSG00000133112,ENSG00000134419,ENSG00000156482,ENSG00000158473,ENSG00000158714,ENSG00000160856,ENSG00000162739,ENSG00000166482,ENSG00000168329,ENSG00000169347,ENSG00000179914,ENSG00000189403,ENSG00000205413,ENSG00000241635"
GO:BP,humoral immune response,GO:0006959,FALSE,2.22971E-06,5.651752538,323,1156,47,21110,"ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000134365,ENSG00000134389,ENSG00000187908,ENSG00000125730,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000276775,ENSG00000278263,ENSG00000010438,ENSG00000090382,ENSG00000142515,ENSG00000147896,ENSG00000165471,ENSG00000167754,ENSG00000169035,ENSG00000170890,ENSG00000171855,ENSG00000177047,ENSG00000184995,ENSG00000188372,ENSG00000275896,ENSG00000081189,ENSG00000164796,ENSG00000196126,ENSG00000196415,ENSG00000197561,ENSG00000198830,ENSG00000198918,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000105372,ENSG00000111640,ENSG00000156482,ENSG00000166482"
GO:BP,response to biotic stimulus,GO:0009607,FALSE,2.6519E-06,5.576442348,1621,1156,146,21110,"ENSG00000247315,ENSG00000140465,ENSG00000150625,ENSG00000171049,ENSG00000181104,ENSG00000197405,ENSG00000234127,ENSG00000237693,ENSG00000160691,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000101425,ENSG00000108950,ENSG00000125255,ENSG00000129988,ENSG00000134389,ENSG00000147862,ENSG00000184459,ENSG00000187908,ENSG00000188313,ENSG00000079385,ENSG00000103496,ENSG00000125730,ENSG00000126262,ENSG00000142089,ENSG00000173193,ENSG00000184009,ENSG00000185201,ENSG00000185885,ENSG00000198053,ENSG00000204347,ENSG00000211778,ENSG00000211807,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000273777,ENSG00000276775,ENSG00000278263,ENSG00000007908,ENSG00000010438,ENSG00000089127,ENSG00000090382,ENSG00000096006,ENSG00000100342,ENSG00000106546,ENSG00000111331,ENSG00000111335,ENSG00000115758,ENSG00000135114,ENSG00000140678,ENSG00000142512,ENSG00000142515,ENSG00000147896,ENSG00000149295,ENSG00000165471,ENSG00000167754,ENSG00000169035,ENSG00000169057,ENSG00000170890,ENSG00000171855,ENSG00000173457,ENSG00000174992,ENSG00000177047,ENSG00000181072,ENSG00000183347,ENSG00000184995,ENSG00000186074,ENSG00000266200,ENSG00000275896,ENSG00000006071,ENSG00000010671,ENSG00000026025,ENSG00000029993,ENSG00000057657,ENSG00000073331,ENSG00000081189,ENSG00000103490,ENSG00000105397,ENSG00000105483,ENSG00000108984,ENSG00000115085,ENSG00000118640,ENSG00000119917,ENSG00000119922,ENSG00000135828,ENSG00000136848,ENSG00000139546,ENSG00000140279,ENSG00000146063,ENSG00000152778,ENSG00000155111,ENSG00000160791,ENSG00000160959,ENSG00000162676,ENSG00000164120,ENSG00000167633,ENSG00000175334,ENSG00000177733,ENSG00000183718,ENSG00000183813,ENSG00000184588,ENSG00000185745,ENSG00000189013,ENSG00000196126,ENSG00000196415,ENSG00000197111,ENSG00000197561,ENSG00000198830,ENSG00000198918,ENSG00000204010,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000248385,ENSG00000026751,ENSG00000066294,ENSG00000105372,ENSG00000111640,ENSG00000116824,ENSG00000117090,ENSG00000122223,ENSG00000122224,ENSG00000133112,ENSG00000134419,ENSG00000156482,ENSG00000158473,ENSG00000158714,ENSG00000160856,ENSG00000162739,ENSG00000166482,ENSG00000168329,ENSG00000169347,ENSG00000179914,ENSG00000189403,ENSG00000205413,ENSG00000241635"
GO:BP,detoxification of inorganic compound,GO:0061687,FALSE,1.70604E-05,4.768010012,18,1156,10,21110,"ENSG00000087250,ENSG00000102891,ENSG00000125144,ENSG00000125148,ENSG00000169688,ENSG00000169715,ENSG00000187193,ENSG00000198417,ENSG00000205362,ENSG00000244020"
GO:BP,stress response to metal ion,GO:0097501,FALSE,1.70604E-05,4.768010012,18,1156,10,21110,"ENSG00000087250,ENSG00000102891,ENSG00000125144,ENSG00000125148,ENSG00000169688,ENSG00000169715,ENSG00000187193,ENSG00000198417,ENSG00000205362,ENSG00000244020"
GO:BP,activation of immune response,GO:0002253,FALSE,1.77636E-05,4.750468809,545,1156,64,21110,"ENSG00000247315,ENSG00000134830,ENSG00000142511,ENSG00000171049,ENSG00000171051,ENSG00000171860,ENSG00000187474,ENSG00000197405,ENSG00000214943,ENSG00000237693,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000129988,ENSG00000134365,ENSG00000134389,ENSG00000188313,ENSG00000079385,ENSG00000125730,ENSG00000126262,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000276775,ENSG00000278263,ENSG00000089127,ENSG00000111331,ENSG00000121879,ENSG00000130775,ENSG00000135114,ENSG00000141293,ENSG00000165471,ENSG00000172673,ENSG00000186074,ENSG00000010671,ENSG00000073331,ENSG00000081189,ENSG00000102010,ENSG00000103490,ENSG00000108984,ENSG00000113263,ENSG00000115085,ENSG00000136848,ENSG00000149273,ENSG00000160959,ENSG00000162676,ENSG00000164796,ENSG00000184588,ENSG00000196126,ENSG00000205403,ENSG00000211899,ENSG00000224389,ENSG00000244731,ENSG00000160856,ENSG00000166482,ENSG00000189403,ENSG00000204655"
GO:BP,protein-DNA complex assembly,GO:0065004,FALSE,2.17617E-05,4.662307036,248,1156,38,21110,"ENSG00000115163,ENSG00000163041,ENSG00000168148,ENSG00000183598,ENSG00000197061,ENSG00000203811,ENSG00000203852,ENSG00000270882,ENSG00000274618,ENSG00000275126,ENSG00000276180,ENSG00000276966,ENSG00000277157,ENSG00000278705,ENSG00000063978,ENSG00000175279,ENSG00000185024,ENSG00000185420,ENSG00000188486,ENSG00000251503,ENSG00000158406,ENSG00000189403,ENSG00000197153,ENSG00000197238,ENSG00000197409,ENSG00000197837,ENSG00000270276,ENSG00000273542,ENSG00000273983,ENSG00000274750,ENSG00000275379,ENSG00000275663,ENSG00000275714,ENSG00000277775,ENSG00000278637,ENSG00000278828,ENSG00000286522,ENSG00000287080"
GO:BP,immune response-regulating signaling pathway,GO:0002764,FALSE,2.1994E-05,4.657695083,499,1156,60,21110,"ENSG00000247315,ENSG00000134830,ENSG00000142511,ENSG00000171049,ENSG00000171051,ENSG00000171860,ENSG00000187474,ENSG00000197405,ENSG00000214943,ENSG00000237693,ENSG00000211937,ENSG00000211951,ENSG00000211974,ENSG00000259303,ENSG00000274576,ENSG00000129988,ENSG00000188313,ENSG00000079385,ENSG00000126262,ENSG00000183668,ENSG00000211933,ENSG00000211952,ENSG00000211956,ENSG00000211959,ENSG00000211970,ENSG00000224373,ENSG00000231475,ENSG00000259261,ENSG00000276775,ENSG00000278263,ENSG00000089127,ENSG00000105383,ENSG00000111331,ENSG00000121879,ENSG00000130775,ENSG00000135114,ENSG00000141293,ENSG00000165471,ENSG00000172673,ENSG00000186074,ENSG00000010671,ENSG00000073331,ENSG00000081189,ENSG00000102010,ENSG00000103490,ENSG00000108984,ENSG00000113263,ENSG00000115085,ENSG00000125498,ENSG00000136848,ENSG00000149273,ENSG00000160959,ENSG00000162676,ENSG00000170909,ENSG00000184588,ENSG00000196126,ENSG00000211899,ENSG00000160856,ENSG00000189403,ENSG00000204655"
