ref_komodo_stable_id,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_pic_4_logFC,chicken_grcg6a_pic_4_QValue,chicken_grcg6a_pic_8_logFC,chicken_grcg6a_pic_8_QValue,crocodile_stable_id,crocodile_name,crocodile_pic_4_logFC,crocodile_pic_4_QValue,turtle_painted_stable_id,turtle_painted_name,turtle_painted_pic_4_logFC,turtle_painted_pic_4_QValue,turtle_painted_pic_8_logFC,turtle_painted_pic_8_QValue,komodo_stable_id,komodo_name,komodo_pic_4_logFC,komodo_pic_4_QValue
ENSVKKG00000003559,ENSGALG00000008794,RPP38,1.654941871,1.33E-05,1.55674784,7.08E-06,,,,,,,,,,,,,,
ENSVKKG00000014887,ENSGALG00000026192,ST8SIA4,1.644968067,1.35E-05,1.352069522,0.000148752,,,,,ENSCPBG00000024293,ST8SIA4,,,1.468185777,0.799489863,,,,
ENSVKKG00000007073,ENSGALG00000006252,LMO4,2.669798109,1.41E-05,2.079576748,0.000960974,,,,,,,,,,,,,,
ENSVKKG00000007375,ENSGALG00000034396,TMEM50B,1.410738563,1.45E-05,0.973162173,0.000928299,,,,,,,,,,,,,,
ENSVKKG00000001612,ENSGALG00000049473,,1.454474443,1.48E-05,1.414863336,5.77E-06,,,,,,,,,,,,,,
ENSVKKG00000007243,ENSGALG00000017154,ZC3H12C,1.780638785,1.52E-05,1.519029149,9.74E-05,,,,,,,,,,,,,,
ENSVKKG00000016165,ENSGALG00000003085,CDK1,2.425819967,1.57E-05,2.218361622,5.15E-05,,,,,,,,,,,,,,
ENSVKKG00000000940,ENSGALG00000032734,RNF139,1.303346379,1.62E-05,1.183611186,1.09E-05,,,,,,,,,,,,,,
ENSVKKG00000012975,ENSGALG00000042822,TAX1BP1,1.338564174,1.71E-05,1.014780148,0.000269254,,,,,,,,,,,,,,
ENSVKKG00000018398,ENSGALG00000012739,HIVEP1,1.416081004,1.75E-05,0.839092788,0.006617166,,,,,,,,,,,ENSVKKG00000018398,HIVEP1,0.885060567,0.170205853
ENSVKKG00000011516,ENSGALG00000005582,KLHL18,1.569000031,1.75E-05,1.266111142,4.90E-06,,,,,,,,,,,,,,
ENSVKKG00000014096,ENSGALG00000001551,CCNL2,1.471837409,1.80E-05,1.132349961,0.000332861,,,,,,,,,,,,,,
ENSVKKG00000018164,ENSGALG00000023189,UMAD1,1.687781182,1.81E-05,1.220126768,0.001192811,,,,,,,,,,,,,,
ENSVKKG00000004246,ENSGALG00000000836,RFX5,1.653871413,1.85E-05,1.585669253,1.04E-05,,,,,,,,,,,ENSVKKG00000004246,RFX5,0.780951969,0.641831093
ENSVKKG00000000130,ENSGALG00000012342,SASH1,1.474955209,1.91E-05,0.902600016,0.004530292,,,,,,,,,,,,,,
ENSVKKG00000012849,ENSGALG00000033150,MIDN,1.473676568,1.94E-05,0.899449488,0.001677034,,,,,,,,,,,ENSVKKG00000012849,MIDN,0.830579618,0.069429606
ENSVKKG00000007675,ENSGALG00000013100,GRB10,2.31323429,2.01E-05,1.737954051,0.001308776,,,,,,,,,,,,,,
ENSVKKG00000009101,ENSGALG00000038943,RASSF5,1.425980234,2.02E-05,1.333432141,3.57E-05,,,,,,,,,,,,,,
ENSVKKG00000010142,ENSGALG00000009092,STON1,2.50473427,2.41E-05,1.564882552,0.002958002,,,,,,,,,,,,,,
ENSVKKG00000012780,ENSGALG00000016744,GABRA5,7.210379677,2.55E-05,7.128048289,3.67E-05,,,,,,,,,,,,,,
ENSVKKG00000000267,ENSGALG00000008401,ASB13,1.950996556,2.72E-05,2.662531707,3.84E-16,,,,,,,,,,,,,,
ENSVKKG00000008275,ENSGALG00000003217,LITAF,1.709056739,2.74E-05,1.039935937,0.006733062,,,,,,,,,,,,,,
ENSVKKG00000006989,ENSGALG00000006804,ODF2L,2.594643904,2.80E-05,2.716440141,1.93E-06,,,,,,,,,,,,,,
ENSVKKG00000012298,ENSGALG00000017006,SETDB2,1.387226155,2.85E-05,1.30799333,2.83E-05,,,,,,,,,,,,,,
ENSVKKG00000001141,ENSGALG00000004180,TOR1B,1.323128759,2.96E-05,0.805686901,0.003545098,,,,,,,,,,,,,,
ENSVKKG00000005075,ENSGALG00000003875,ABL1,1.343154722,3.05E-05,0.937942647,0.003190956,,,,,,,,,,,,,,
ENSVKKG00000002892,ENSGALG00000006973,SH2D6,1.269764653,3.16E-05,1.223691008,3.64E-06,,,,,,,,,,,,,,
ENSVKKG00000005554,ENSGALG00000050427,OSBPL10,2.578522715,3.21E-05,2.348735364,0.000101039,,,,,,,,,,,,,,
ENSVKKG00000007830,ENSGALG00000012921,ETV6,1.725082731,3.27E-05,1.210487136,0.003530612,,,,,,,,,,,ENSVKKG00000007830,ETV6,0.78532169,0.166698816
ENSVKKG00000001569,ENSGALG00000006062,ZBTB46,1.273433374,3.41E-05,1.232940107,3.43E-06,,,,,,,,,,,,,,
ENSVKKG00000005959,ENSGALG00000043372,RUNX3,1.480317077,3.42E-05,1.333774047,5.07E-05,,,,,,,,,,,,,,
ENSVKKG00000018576,ENSGALG00000012998,WNT5B,7.145812512,3.87E-05,6.645835446,0.000666902,,,,,,,,,,,,,,
ENSVKKG00000010552,ENSGALG00000033002,SLC7A3,1.743333164,4.02E-05,1.450606508,0.003544793,,,,,,,,,,,,,,
ENSVKKG00000010486,ENSGALG00000040342,ADAMTS1,3.268503177,4.03E-05,3.412458909,2.25E-05,,,,,ENSCPBG00000026815,ADAMTS1,3.037005463,1,3.221213966,0.762037745,ENSVKKG00000010486,ADAMTS1,2.486873534,3.72E-09
ENSVKKG00000009882,ENSGALG00000012308,MANBA,1.380522828,4.19E-05,0.998269544,0.002089412,,,,,,,,,,,,,,
ENSVKKG00000008317,ENSGALG00000027258,CDC42SE2,1.604384623,4.78E-05,1.672590103,1.88E-07,,,,,,,,,,,,,,
ENSVKKG00000011703,ENSGALG00000038848,MSX2,5.767001221,5.19E-05,5.313922379,1.21E-05,,,,,,,,,,,,,,
ENSVKKG00000015977,ENSGALG00000016047,HLCS,1.635284278,5.21E-05,1.380319639,0.000160938,,,,,,,,,,,ENSVKKG00000015977,HLCS,1.224842976,0.401885895
ENSVKKG00000001369,ENSGALG00000010036,FOSL2,1.289011246,5.71E-05,,,,,,,,,,,,,,,,
ENSVKKG00000008721,ENSGALG00000016811,SEPTIN10,2.036501071,5.72E-05,1.039302846,0.036392819,,,,,,,,,,,,,,
ENSVKKG00000015850,ENSGALG00000009356,SKIL,1.390840907,5.80E-05,1.258854854,0.000110482,,,,,,,,,,,,,,
ENSVKKG00000003888,ENSGALG00000008700,PDCD4,1.357557405,6.13E-05,1.621536368,4.31E-08,,,,,,,,,,,,,,
ENSVKKG00000001322,ENSGALG00000014862,HMGCS1,1.408739383,6.14E-05,1.248410989,0.000238998,,,,,,,,,,,,,,
ENSVKKG00000008699,ENSGALG00000006908,DLG1,1.229093128,6.14E-05,1.184486781,2.01E-05,,,,,,,,,,,,,,
ENSVKKG00000014153,ENSGALG00000008497,SLC38A2,1.62679658,6.19E-05,1.271936519,0.000105686,,,,,,,,,,,,,,
ENSVKKG00000011140,ENSGALG00000007845,REL,1.235664659,6.42E-05,1.424392631,1.20E-07,,,,,,,,,,,,,,
ENSVKKG00000010594,ENSGALG00000012700,RNF182,7.009917257,6.43E-05,6.150057836,0.01029208,,,,,,,,,,,,,,
ENSVKKG00000012537,ENSGALG00000015396,CD200,1.385229879,6.43E-05,1.396560291,0.000147225,,,,,,,,,,,,,,
ENSVKKG00000009636,ENSGALG00000011524,PPEF2,3.686171128,6.57E-05,3.840970936,4.24E-05,,,,,,,,,,,,,,
ENSVKKG00000012800,ENSGALG00000053597,MBNL3,1.28896204,6.58E-05,1.281041297,4.12E-06,,,,,,,,,,,,,,
ENSVKKG00000012910,ENSGALG00000010973,TRA2A,1.452414448,7.17E-05,1.386638604,1.02E-05,,,,,,,,,,,,,,
ENSVKKG00000006492,ENSGALG00000012446,ELFN2,3.262126993,7.27E-05,2.824981337,0.001085744,,,,,,,,,,,,,,
ENSVKKG00000002535,ENSGALG00000006325,,2.13463163,7.89E-05,2.591967396,6.50E-07,,,,,,,,,,,,,,
ENSVKKG00000010288,ENSGALG00000005656,DENND6A,1.731640018,8.47E-05,1.457328007,0.00025662,,,,,,,,,,,,,,
ENSVKKG00000015207,ENSGALG00000008197,PGGT1B,1.312579785,8.74E-05,0.602139356,0.113616819,,,,,,,,,,,,,,
ENSVKKG00000005794,ENSGALG00000054619,GAB2,1.346347464,9.14E-05,,,,,,,,,,,,,,,,
ENSVKKG00000009282,ENSGALG00000015791,AKIRIN2,1.20837781,9.21E-05,1.242575462,3.13E-06,,,,,,,,,,,,,,
ENSVKKG00000017251,ENSGALG00000015252,ST3GAL6,1.255270485,9.26E-05,,,,,,,,,,,,,,,,
ENSVKKG00000003965,ENSGALG00000035930,PHACTR3,1.521651135,9.32E-05,0.609518933,0.102270477,,,,,ENSCPBG00000027032,PHACTR3,2.537763248,1,,,,,,
ENSVKKG00000014787,ENSGALG00000008179,NT5C2,1.217453995,9.63E-05,1.4850731,2.06E-08,,,,,,,,,,,,,,
ENSVKKG00000000142,ENSGALG00000030781,CA2,1.30608371,9.74E-05,1.706596318,3.13E-08,,,,,,,,,,,,,,
ENSVKKG00000017233,ENSGALG00000044642,SENP7,1.361222631,9.93E-05,0.918736897,0.005505028,,,,,,,,,,,,,,
ENSVKKG00000008505,ENSGALG00000009214,CRLS1,1.794870355,0.000102817,1.864139914,4.87E-06,,,,,,,,,,,,,,
ENSVKKG00000017099,ENSGALG00000041403,DENND4A,1.281982333,0.000103751,,,,,,,,,,,,,ENSVKKG00000017099,DENND4A,1.220645417,0.524955513
ENSVKKG00000004641,ENSGALG00000054783,NDRG1,1.184143611,0.000111579,0.969043296,0.000352951,,,,,,,,,,,,,,
ENSVKKG00000009317,ENSGALG00000038850,WNK2,1.967902296,0.000114454,2.312843197,9.35E-08,,,,,,,,,,,,,,
ENSVKKG00000013832,ENSGALG00000006939,PFKP,1.229001789,0.000114454,0.911469494,0.001327776,,,,,,,,,,,,,,
ENSVKKG00000016066,ENSGALG00000040877,UBALD2,1.186627828,0.000116169,1.14913763,1.87E-05,,,,,,,,,,,,,,
ENSVKKG00000000972,ENSGALG00000015075,B3GAT1L,3.140904363,0.000118004,2.640472749,0.002236789,,,,,,,,,,,,,,
ENSVKKG00000010287,ENSGALG00000005622,ARF4,1.335070736,0.000118598,1.423006851,4.92E-06,,,,,,,,,,,,,,
ENSVKKG00000015778,ENSGALG00000000142,CEPT1,1.183511481,0.000119706,1.283524727,4.04E-06,,,,,,,,,,,,,,
ENSVKKG00000007636,ENSGALG00000014922,ROCK1,1.226883848,0.000119892,1.136333492,6.60E-05,,,,,,,,,,,,,,
ENSVKKG00000006239,ENSGALG00000016433,YWHAQ,1.39001012,0.00012564,0.89448892,0.007255324,,,,,,,,,,,,,,
ENSVKKG00000004235,ENSGALG00000016418,BCLAF3,1.222785245,0.000126334,1.643848072,1.88E-09,,,,,,,,,,,,,,
ENSVKKG00000016164,ENSGALG00000002818,VAT1,1.491876074,0.000126412,0.818861475,0.05412745,,,,,,,,,,,,,,
ENSVKKG00000002416,ENSGALG00000003412,,1.221722783,0.000127219,,,,,,,,,,,,,ENSVKKG00000002416,,2.526085904,2.58E-07
ENSVKKG00000012834,ENSGALG00000040182,,2.049631676,0.000128109,2.328281768,1.27E-06,,,,,,,,,,,,,,
ENSVKKG00000003321,ENSGALG00000002469,CDC73,1.374949007,0.000128187,1.496381297,1.19E-07,,,,,,,,,,,,,,
ENSVKKG00000008501,ENSGALG00000008827,FERMT1,1.755173014,0.000129792,1.310317467,0.000448168,,,,,,,,,,,,,,
ENSVKKG00000011836,ENSGALG00000006035,PDE3B,1.230711818,0.000131008,1.505744341,1.35E-06,,,,,,,,,,,,,,
ENSVKKG00000000911,ENSGALG00000040224,TIRAP,1.206852018,0.000134597,0.803208712,0.005716249,,,,,,,,,,,,,,
ENSVKKG00000009482,ENSGALG00000046649,,1.541718674,0.000136535,1.767479149,1.56E-05,,,,,,,,,,,,,,
ENSVKKG00000018280,ENSGALG00000009877,,7.389889904,0.000136882,7.648569205,1.83E-06,,,,,,,,,,,,,,
ENSVKKG00000015047,ENSGALG00000039822,RASSF10,6.850332252,0.000137092,7.16702465,2.80E-05,,,,,,,,,,,,,,
ENSVKKG00000000091,ENSGALG00000010625,SRD5A2,4.295208169,0.000139459,3.570886615,0.003355989,,,,,,,,,,,,,,
ENSVKKG00000017220,ENSGALG00000015348,ALCAM,2.027898498,0.000146189,,,,,,,,,,,,,,,,
ENSVKKG00000003518,ENSGALG00000034649,TOX3,7.162619259,0.000166969,9.240221583,3.43E-12,,,,,,,,,,,,,,
ENSVKKG00000000211,ENSGALG00000015388,PRDM1,1.301978718,0.000168418,,,,,,,,,,,,,,,,
ENSVKKG00000012213,ENSGALG00000004170,ADA,1.381882324,0.000171773,1.076942475,0.009351907,,,,,ENSCPBG00000017689,ADA,,,1.561246536,0.856178028,,,,
ENSVKKG00000012765,ENSGALG00000033780,,1.289319365,0.000172152,1.485573434,2.68E-06,,,,,,,,,,,,,,
ENSVKKG00000013921,ENSGALG00000016202,HSF2BP,2.681478013,0.000173156,2.978362008,1.96E-06,,,,,,,,,,,,,,
ENSVKKG00000000750,ENSGALG00000009520,MARCH1,1.93008025,0.000173156,1.72579149,0.002585758,,,,,,,,,,,,,,
ENSVKKG00000002710,ENSGALG00000030419,GLS2,1.45980212,0.000173156,1.288001922,0.000285823,,,,,,,,,,,,,,
ENSVKKG00000006430,ENSGALG00000001583,TRAF1,1.157269374,0.000173156,1.366712429,5.34E-07,,,,,ENSCPBG00000012077,TRAF1,1.350208662,1,,,ENSVKKG00000006430,TRAF1,0.995602705,0.121904259
ENSVKKG00000009152,ENSGALG00000047827,TMEM86A,2.126956407,0.000175019,,,,,,,,,,,,,,,,
ENSVKKG00000003839,ENSGALG00000041459,DDIT4,1.431903582,0.000175649,1.139840146,0.001630512,,,,,,,,,,,ENSVKKG00000003839,DDIT4,1.113345672,0.033123391
ENSVKKG00000014113,ENSGALG00000034166,ZCCHC14,1.212823052,0.000179236,1.214344664,6.19E-05,,,,,,,,,,,,,,
ENSVKKG00000004904,ENSGALG00000034855,HK2,1.481167004,0.000183769,1.038925749,0.003832813,,,,,,,,,,,,,,
ENSVKKG00000016300,ENSGALG00000003403,ZNF385C,3.705823899,0.000184967,2.909871133,0.014080879,,,,,,,,,,,,,,
ENSVKKG00000007853,ENSGALG00000043240,ARPP21,3.708437381,0.000205154,4.506957284,6.05E-07,,,,,,,,,,,,,,
ENSVKKG00000002598,ENSGALG00000000783,PTAFR,1.464564638,0.000211003,1.300542386,1.66E-06,,,,,,,,,,,,,,
ENSVKKG00000016574,ENSGALG00000007174,TNFSF15,3.456617504,0.000213906,2.406284032,0.012002909,,,,,,,,,,,,,,
ENSVKKG00000011082,ENSGALG00000043399,EZH2,1.249989129,0.000216651,,,,,,,,,,,,,,,,
ENSVKKG00000013093,ENSGALG00000002170,,7.107723468,0.000218018,7.154416168,8.27E-05,,,,,,,,,,,,,,
ENSVKKG00000012978,ENSGALG00000016947,ELF1,1.227561546,0.000218045,1.520722211,1.87E-07,,,,,,,,,,,,,,
ENSVKKG00000005257,ENSGALG00000014991,HDAC2,1.168801063,0.000220539,0.623007628,0.046046396,,,,,,,,,,,,,,
ENSVKKG00000010701,ENSGALG00000040136,PSTPIP2,1.565472269,0.000222751,1.148385077,0.000310957,,,,,,,,,,,ENSVKKG00000010701,PSTPIP2,0.920027213,0.52568363
ENSVKKG00000007132,ENSGALG00000000511,KCTD20,1.172519269,0.000225706,0.863104384,0.00216929,,,,,,,,,,,,,,
ENSVKKG00000017653,ENSGALG00000013640,MBP,1.137863702,0.000227234,1.242935131,3.95E-06,,,,,,,,,,,,,,
ENSVKKG00000007848,ENSGALG00000039169,MLH1,1.316157085,0.000232146,,,,,,,,,,,,,ENSVKKG00000007848,MLH1,0.861674485,0.646614055
ENSVKKG00000008340,ENSGALG00000002543,CSGALNACT2,1.195848483,0.000240442,0.88886201,0.005674791,,,,,,,,,,,,,,
ENSVKKG00000002255,ENSGALG00000037521,PRCP,1.356176806,0.000245523,,,,,,,,,,,,,ENSVKKG00000002255,PRCP,0.771496453,0.416113734
ENSVKKG00000005990,ENSGALG00000016562,ASB11,4.310628145,0.000247799,3.859105069,0.000821885,,,,,,,,,,,,,,
ENSVKKG00000014180,ENSGALG00000048138,,1.142530703,0.000252915,0.75502678,0.013640698,,,,,,,,,,,,,,
ENSVKKG00000011498,ENSGALG00000005897,HMCES,1.288466632,0.000260771,1.37930285,2.61E-06,,,,,,,,,,,,,,
ENSVKKG00000016557,ENSGALG00000010337,GPR149,2.861604079,0.000260781,3.505979471,3.92E-07,,,,,,,,,,,,,,
ENSVKKG00000015986,ENSGALG00000036556,MORC4,1.421356286,0.000275811,1.182908124,0.00053421,,,,,,,,,,,ENSVKKG00000015986,MORC3,1.665947151,1.33E-05
ENSVKKG00000007719,ENSGALG00000023415,HMX3,6.777831688,0.000291653,7.302402893,1.26E-05,,,,,,,,,,,,,,
ENSVKKG00000012898,ENSGALG00000002118,KCNMB1,1.812689757,0.000293289,1.000610663,0.000878478,,,,,,,,,,,,,,
ENSVKKG00000002390,ENSGALG00000011118,MIER1,1.15092646,0.000298321,1.030231547,0.000314036,,,,,,,,,,,,,,
ENSVKKG00000005687,ENSGALG00000012421,ARHGAP15,1.290038218,0.000307745,2.048675455,3.49E-11,,,,,,,,,,,,,,
ENSVKKG00000013843,ENSGALG00000033178,KLF6,1.330840567,0.000313502,1.302803792,1.92E-05,,,,,,,,,,,,,,
ENSVKKG00000009600,ENSGALG00000003267,STAT3,1.167416685,0.000323359,0.619332644,0.04884294,,,,,,,,,,,ENSVKKG00000009600,STAT3,0.788858812,0.171780078
ENSVKKG00000016597,ENSGALG00000011276,BTG1,1.302134448,0.00033262,1.814962606,4.25E-09,,,,,,,,,,,ENSVKKG00000016597,BTG1,0.900238157,0.222658165
ENSVKKG00000016725,ENSGALG00000007018,SLC26A11,1.200100734,0.000333232,1.328584348,2.18E-05,,,,,,,,,,,,,,
ENSVKKG00000006787,ENSGALG00000004655,SMURF1,1.385258907,0.000335846,0.700665402,0.103795128,,,,,,,,,,,,,,
ENSVKKG00000003565,ENSGALG00000008813,CROT,1.133008989,0.000335888,0.926281661,0.002164792,,,,,,,,,,,,,,
ENSVKKG00000003101,ENSGALG00000007305,NME1,2.729425604,0.000367729,1.632012523,0.083803933,,,,,,,,,,,,,,
ENSVKKG00000007797,ENSGALG00000031415,SLC30A9,1.129477252,0.000368734,0.865715392,0.004079838,,,,,,,,,,,,,,
ENSVKKG00000010083,ENSGALG00000010592,TET2,1.262090448,0.000375079,1.833320402,4.06E-06,,,,,,,,,,,,,,
ENSVKKG00000003200,ENSGALG00000028046,INSIG2,1.169873609,0.000406148,1.014265865,0.000731455,,,,,,,,,,,,,,
ENSVKKG00000009398,ENSGALG00000013489,CCDC82,1.158238726,0.000418096,1.133385945,7.02E-05,,,,,,,,,,,,,,
ENSVKKG00000010565,ENSGALG00000042626,SYT4,1.436780004,0.000422218,2.14684704,5.92E-10,,,,,,,,,,,,,,
ENSVKKG00000014559,ENSGALG00000016147,ZBTB21,1.176154259,0.000451669,1.243453462,3.04E-05,,,,,,,,,,,,,,
ENSVKKG00000014456,ENSGALG00000007831,TLX1,8.48409807,0.000466425,7.645882066,0.000236571,,,,,,,,,,,,,,
ENSVKKG00000018723,ENSGALG00000016174,LMBRD1,1.457166117,0.000471304,1.744035998,4.52E-05,,,,,,,,,,,,,,
ENSVKKG00000012281,ENSGALG00000002158,GOLGA3,1.120928347,0.000483564,0.575357175,0.074884958,,,,,,,,,,,,,,
ENSVKKG00000009137,ENSGALG00000006407,,1.298555054,0.000493878,0.830871011,0.0221171,,,,,ENSCPBG00000007313,,2.104669725,1,1.963163692,0.627247207,,,,
ENSVKKG00000006848,ENSGALG00000041285,MAP2K3,1.294248396,0.000494037,0.982299496,0.003887255,,,,,,,,,,,,,,
ENSVKKG00000002667,ENSGALG00000027365,HIVEP3,1.482388153,0.000496477,1.01626581,0.003710262,,,,,,,,,,,ENSVKKG00000002667,HIVEP3,1.311368784,0.625283528
ENSVKKG00000005369,ENSGALG00000050440,,7.375492794,0.000500792,7.115338804,0.001403154,,,,,,,,,,,,,,
ENSVKKG00000009046,ENSGALG00000030824,SF3B5,1.261268555,0.000505154,1.551062452,1.12E-07,,,,,,,,,,,,,,
ENSVKKG00000011517,ENSGALG00000005158,WDFY1,1.238685591,0.000507364,0.932439524,0.007946046,,,,,,,,,,,,,,
ENSVKKG00000017837,ENSGALG00000007346,JCAD,1.428992585,0.000517967,1.890779811,3.05E-07,,,,,,,,,,,,,,
ENSVKKG00000000381,ENSGALG00000004234,PGGHG,1.897371734,0.000518033,1.901634393,0.000225888,,,,,,,,,,,,,,
ENSVKKG00000008149,ENSGALG00000008811,SLC1A4,1.353979092,0.000518498,1.192211938,0.000201388,,,,,,,,,,,,,,
ENSVKKG00000018083,ENSGALG00000040212,FYCO1,1.43386787,0.000529738,0.718238533,0.034190695,,,,,,,,,,,,,,
ENSVKKG00000006425,ENSGALG00000002606,CLSTN1,1.277505992,0.000555927,0.956948093,0.005265452,,,,,,,,,,,,,,
ENSVKKG00000007105,ENSGALG00000017126,ZDHHC20,1.478969319,0.000561628,1.49225433,8.43E-06,,,,,,,,,,,,,,
ENSVKKG00000009263,ENSGALG00000008085,NEFH,3.9893717,0.000604418,3.497896511,0.000126976,,,,,ENSCPBG00000001911,NEFH,,,5.491049191,0.591339667,,,,
ENSVKKG00000003129,ENSGALG00000028225,SLC17A9,2.520582377,0.000612395,2.439116253,0.000755011,,,,,,,,,,,,,,
ENSVKKG00000004457,ENSGALG00000026820,RNF146,1.128140153,0.000629709,0.941661734,0.001027753,,,,,,,,,,,,,,
ENSVKKG00000002913,ENSGALG00000003323,NECAB2,1.414395898,0.000660901,2.81721342,2.12E-17,,,,,,,,,,,,,,
ENSVKKG00000002485,ENSGALG00000029632,CHST13,1.118479005,0.000665192,,,,,,,,,,,,,,,,
ENSVKKG00000006003,ENSGALG00000000516,FANCA,3.718980758,0.000666875,2.309821108,0.080366539,,,,,,,,,,,,,,
ENSVKKG00000002647,ENSGALG00000000678,CITED4,1.119619195,0.000669579,0.630981894,0.035712181,,,,,,,,,,,,,,
ENSVKKG00000005447,ENSGALG00000043727,NR4A1,1.789990331,0.000669778,0.862877652,0.080351763,,,,,,,,,,,,,,
ENSVKKG00000004149,ENSGALG00000049122,,1.713328906,0.000682007,1.332032004,0.050606871,,,,,,,,,,,,,,
ENSVKKG00000009919,ENSGALG00000016834,MCF2L,1.509170626,0.00068718,1.123028782,0.007777077,,,,,,,,,,,ENSVKKG00000009919,MCF2L,1.395165536,0.002184766
ENSVKKG00000002386,ENSGALG00000011121,SLC35D1,1.339129038,0.000746276,1.247635925,0.001077027,,,,,,,,,,,,,,
ENSVKKG00000018064,ENSGALG00000039084,EVI2A,1.417638459,0.000752821,2.399939695,3.77E-11,,,,,,,,,,,,,,
ENSVKKG00000008908,ENSGALG00000007314,DSCAML1,1.991308337,0.000757042,,,,,,,,,,,,,,,,
ENSVKKG00000009532,ENSGALG00000037695,OSR2,6.52356197,0.000769147,6.092368869,0.004437011,,,,,,,,,,,,,,
ENSVKKG00000012876,ENSGALG00000037353,TMEM131,1.083365244,0.000769147,0.868141467,0.003360733,,,,,,,,,,,,,,
ENSVKKG00000007466,ENSGALG00000031893,RALA,1.483522718,0.000791001,1.233600963,0.004137086,,,,,,,,,,,,,,
ENSVKKG00000000052,ENSGALG00000003122,ZFAND2A,1.419213233,0.000796237,1.40172489,0.001188546,,,,,ENSCPBG00000020591,ZFAND2A,2.057959723,1,2.609342227,0.732894138,,,,
ENSVKKG00000002520,ENSGALG00000025774,HOXB2,4.120233079,0.000815182,4.216324738,0.000243078,,,,,,,,,,,,,,
ENSVKKG00000014933,ENSGALG00000002424,RECQL5,1.377106912,0.000828002,,,,,,,,,,,,,,,,
ENSVKKG00000010061,ENSGALG00000027860,CISD2,1.209429512,0.000829943,0.627780384,0.047337383,,,,,,,,,,,,,,
ENSVKKG00000015975,ENSGALG00000016050,TTC3,1.106545546,0.000834482,0.86835481,0.003110232,,,,,,,,,,,,,,
ENSVKKG00000010459,ENSGALG00000016735,TUBGCP5,1.065894857,0.000843522,1.344266739,6.41E-07,,,,,,,,,,,,,,
ENSVKKG00000010124,ENSGALG00000035482,SEC24B,1.219353712,0.000847628,0.810581398,0.019061548,,,,,,,,,,,,,,
ENSVKKG00000018675,ENSGALG00000033025,,1.642005002,0.000876781,1.13942133,0.027843329,,,,,,,,,,,,,,
ENSVKKG00000014291,ENSGALG00000050539,,1.362465661,0.000896061,0.948253693,0.016888917,,,,,,,,,,,,,,
ENSVKKG00000010135,ENSGALG00000008937,PPP1R21,1.061761561,0.000903176,0.963644226,0.000524831,,,,,,,,,,,,,,
ENSVKKG00000002510,ENSGALG00000011094,PDE4B,1.519986393,0.000906567,1.046265089,0.018710435,,,,,ENSCPBG00000001215,PDE4B,1.207826757,1,,,,,,
ENSVKKG00000015524,ENSGALG00000003854,IFT81,1.884680849,0.000932934,2.658791536,2.66E-08,,,,,,,,,,,,,,
ENSVKKG00000012818,ENSGALG00000003523,IFT52,1.045667018,0.00093605,1.222385501,1.50E-05,,,,,,,,,,,,,,
ENSVKKG00000014496,ENSGALG00000008025,SLF2,1.155656821,0.000938767,0.89892999,0.004096781,,,,,,,,,,,ENSVKKG00000014496,SLF2,0.59195115,0.446873599
ENSVKKG00000006205,ENSGALG00000016590,TLR7,1.221656461,0.000945745,1.052638523,0.002105325,,,,,,,,,,,ENSVKKG00000006205,TLR7,2.796014539,4.62E-07
ENSVKKG00000011850,ENSGALG00000007080,,1.973083185,0.000961544,1.547591596,0.020525924,,,,,ENSCPBG00000016512,,,,3.793477264,0.745394231,,,,
ENSVKKG00000009825,ENSGALG00000032506,GEM,3.312320342,0.000986829,,,,,,,ENSCPBG00000003189,GEM,2.248635765,1,2.420221584,0.454516576,,,,
ENSVKKG00000012293,ENSGALG00000002242,GALNT9,3.916185931,0.000995301,4.413784347,4.91E-07,,,,,,,,,,,,,,
ENSVKKG00000017417,ENSGALG00000040768,MAL2,1.498688361,0.001046948,1.738478671,1.89E-05,,,,,,,,,,,,,,
ENSVKKG00000003161,ENSGALG00000031163,ZNRF2,1.04051107,0.0010477,0.757617242,0.01180131,,,,,,,,,,,,,,
ENSVKKG00000008932,ENSGALG00000033034,,3.552492703,0.0010532,2.171246316,0.121709813,,,,,,,,,,,,,,
ENSVKKG00000010718,ENSGALG00000011104,GCG,1.440179951,0.001054697,0.874141157,0.107898552,,,,,,,,,,,,,,
ENSVKKG00000008026,ENSGALG00000043605,BEST4,5.711943648,0.001057995,5.527596836,0.001034348,,,,,,,,,,,,,,
ENSVKKG00000009092,ENSGALG00000026297,,6.554555902,0.001065806,6.064592122,0.006815714,,,,,,,,,,,,,,
ENSVKKG00000009515,ENSGALG00000039751,PANX1,2.103059692,0.001068081,2.075591228,0.000203367,,,,,,,,,,,,,,
ENSVKKG00000006967,ENSGALG00000044985,,1.4231102,0.001088962,,,,,,,,,,,,,,,,
ENSVKKG00000002693,ENSGALG00000040875,EDC4,1.026119636,0.001101309,0.472430555,0.124459885,,,,,,,,,,,,,,
ENSVKKG00000018006,ENSGALG00000034024,RAPGEF5,4.768742897,0.001132666,5.097479521,0.000230661,,,,,,,,,,,,,,
ENSVKKG00000015208,ENSGALG00000008204,FEM1C,1.646129564,0.001141786,,,,,,,,,,,,,,,,
ENSVKKG00000015771,ENSGALG00000035535,GYG1,1.047214637,0.001142559,,,,,,,,,,,,,,,,
