ref_komodo_stable_id,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_lps_4_logFC,chicken_grcg6a_lps_4_QValue,chicken_grcg6a_lps_8_logFC,chicken_grcg6a_lps_8_QValue,chicken_grcg6a_lps_24_logFC,chicken_grcg6a_lps_24_QValue,turtle_painted_stable_id,turtle_painted_name,turtle_painted_lps_4_logFC,turtle_painted_lps_4_QValue,turtle_painted_lps_8_logFC,turtle_painted_lps_8_QValue,komodo_stable_id,komodo_name,komodo_lps_4_logFC,komodo_lps_4_QValue
ENSVKKG00000002791,ENSGALG00000004257,TSPAN15,2.64439864539354,0.0048371972535273,3.38857049846882,3.76520944417344e-05,3.58243615160118,7.478995515065611e-15,,,,,,,,,,
ENSVKKG00000002804,ENSGALG00000004777,AIFM2,0.69421839791397,0.394387068855435,0.82211632121864,0.250482572886868,0.929657072563618,0.103494593849447,,,,,,,,,,
ENSVKKG00000002810,ENSGALG00000005086,PLAU,0.903303822114965,0.0115211740497745,0.640141446717352,0.358048742910713,1.28342392818585,0.0001427906891061,,,,,,,,,,
ENSVKKG00000002813,ENSGALG00000004769,PSAP,,,0.582268263858942,0.457710553379075,0.895016200350241,0.0875243304308574,,,,,,,,,,
ENSVKKG00000002815,ENSGALG00000030597,KIF11,,,,,2.72360092289918,1.68832331981002e-10,,,,,,,,,,
ENSVKKG00000002836,ENSGALG00000009758,SLC7A11,2.37770233863253,0.0082240885727493,,,2.19987129230254,0.0402679376139912,ENSCPBG00000027632,SLC7A11,3.08895400179082,1.0,,,,,,
ENSVKKG00000002864,ENSGALG00000009269,PTGR2,,,,,1.31962942597816,0.0910225930674522,,,,,,,,,,
ENSVKKG00000002866,,,,,,,,,,,,,,,ENSVKKG00000002866,TMEM62,1.01082470064215,0.381086121733572
ENSVKKG00000002889,,,,,,,,,ENSCPBG00000021550,FERMT2,,,2.48309274841789,1.0,,,,
ENSVKKG00000002892,ENSGALG00000006973,SH2D6,1.05172778476386,0.0003821414523731,,,,,,,,,,,,,,
ENSVKKG00000002907,,,,,,,,,ENSCPBG00000009002,XKR9,2.50616121221549,1.0,,,,,,
ENSVKKG00000002913,ENSGALG00000003323,NECAB2,0.869560696474155,0.345444607691484,,,1.45355293497135,0.0020369205545322,,,,,,,,,,
ENSVKKG00000002916,ENSGALG00000043307,HIBCH,,,,,0.594390791974309,0.174734152947151,,,,,,,,,,
ENSVKKG00000002930,ENSGALG00000003258,DNAAF1,,,,,1.28566514563648,0.169919873087146,,,,,,,,,,
ENSVKKG00000002955,ENSGALG00000003169,CBFB,0.517549601993403,0.419638363076367,,,,,,,,,,,,,,
ENSVKKG00000002956,ENSGALG00000039553,SULF1,3.66652530356836,0.0325520337133147,3.27418128617995,0.0722635465988466,4.23945479634784,0.0524424934400711,,,,,,,,,,
ENSVKKG00000002970,ENSGALG00000003385,LSM4,,,,,0.633833116848494,0.137242055403713,,,,,,,,,,
ENSVKKG00000002985,ENSGALG00000009855,TBC1D9,,,,,0.788088530014901,0.135370696232333,,,,,,,,,,
ENSVKKG00000002988,,,,,,,,,,,,,,,ENSVKKG00000002988,VCAM1,1.52580171412682,0.252170324302614
ENSVKKG00000002995,ENSGALG00000014603,C1S,3.34045994519498,4.19324296028964e-07,3.0281015878877,5.14874349054322e-05,1.8940845579735,0.0275837694214493,,,,,,,,,,
ENSVKKG00000002999,ENSGALG00000005653,NFKB2,0.85367628631475,0.0212202193591227,0.654623085959674,0.235292398609214,0.745109666606686,0.049199136521529,,,,,,,,,,
ENSVKKG00000003001,ENSGALG00000030843,COPS5,,,,,0.614239828110607,0.128061540218371,,,,,,,,,,
ENSVKKG00000003007,ENSGALG00000009865,RNF150,,,,,1.46920005994421,0.0426198431886142,,,,,,,,,,
ENSVKKG00000003028,ENSGALG00000043570,SGK3,,,,,0.753890139443079,0.163151776443413,,,,,,,,,,
ENSVKKG00000003031,ENSGALG00000014528,ENO2,,,,,0.629221247327255,0.183552158442745,,,,,,,,,,
ENSVKKG00000003054,ENSGALG00000026757,DHFR,,,,,1.54563776545215,0.0518808635126638,,,,,,,,,,
ENSVKKG00000003056,ENSGALG00000009948,HHIP,7.25509281959403,0.0001944650070828,,,,,,,,,,,,,,
ENSVKKG00000003062,ENSGALG00000028643,ANAPC10,,,,,0.739541915981765,0.19111617821739,,,,,,,,,,
ENSVKKG00000003068,ENSGALG00000035108,KDM7A,0.595738462398914,0.399341251261234,,,,,,,,,,,,,,
ENSVKKG00000003091,ENSGALG00000009985,LSM6,,,,,0.959390560191429,0.0487347435385938,,,,,,,,,,
ENSVKKG00000003093,ENSGALG00000000812,OAZ1,,,,,1.10288987656669,0.0042267313946377,,,,,,,,,,
ENSVKKG00000003112,,,,,,,,,,,,,,,ENSVKKG00000003112,ADAMTS10,2.00007898661809,0.0978810640899991
ENSVKKG00000003129,ENSGALG00000028225,SLC17A9,2.37768985019002,0.0062759632537019,2.69146402426139,0.0092035241714622,2.37906038164205,0.0027086962776436,,,,,,,,,,
ENSVKKG00000003170,,,,,,,,,ENSCPBG00000012869,,,,2.92310396842662,1.0,,,,
ENSVKKG00000003191,ENSGALG00000012117,STEAP3,1.54638097579872,0.0462588719441455,,,1.40479338203574,0.0561001077208864,,,,,,,,,,
ENSVKKG00000003195,,,,,,,,,ENSCPBG00000012860,FAM131B,3.77798919338886,1.0,,,,,,
ENSVKKG00000003216,ENSGALG00000005460,SLCO4A1,,,,,1.84306987791267,0.0205029039210105,,,,,,,,,,
ENSVKKG00000003249,ENSGALG00000004444,SHCBP1,,,,,2.7935214431764,1.90801343633693e-05,,,,,,,,,,
ENSVKKG00000003265,,,,,,,,,ENSCPBG00000016095,,5.48195800109856,1.0,,,,,,
ENSVKKG00000003271,ENSGALG00000001933,CORO2A,4.52937093967005,1.27942285376122e-08,1.86395983314561,0.191562653496737,2.69690954396362,0.0038469420120431,,,,,,,,,,
ENSVKKG00000003279,ENSGALG00000052646,EXD3,,,0.647761019193439,0.449513604240841,0.972752129233684,0.0648999361963728,,,,,,,,,,
ENSVKKG00000003295,ENSGALG00000048159,,0.751019894712649,0.391238551456644,1.03391053355173,0.0888625376839605,1.14796889832168,0.016896586234508,,,,,,,,,,
ENSVKKG00000003304,,,,,,,,,ENSCPBG00000010211,,1.18693719790432,1.0,,,,,,
ENSVKKG00000003305,ENSGALG00000012190,TMEM163,3.14643591524008,0.419638363076367,,,,,,,,,,,,,,
ENSVKKG00000003316,ENSGALG00000008911,RNF208,,,1.02979079969855,0.349479967608496,,,,,,,,,,,,
ENSVKKG00000003319,,,,,,,,,,,,,,,ENSVKKG00000003319,FZD3,2.66106708648601,0.0143556801392696
ENSVKKG00000003325,,,,,,,,,ENSCPBG00000010582,B3GALT2,,,2.0267410418421,1.0,,,,
ENSVKKG00000003330,ENSGALG00000012863,ADCK2,,,,,1.03384106216737,0.18125945724631,,,,,,,,,,
ENSVKKG00000003332,ENSGALG00000015513,MMS22L,,,,,2.03678373092968,0.0038597277443865,,,,,,,,,,
ENSVKKG00000003339,ENSGALG00000004342,ORC6,,,0.906241005062283,0.336129712208857,1.05463992657676,0.0990003026530391,,,,,,,,,,
ENSVKKG00000003340,ENSGALG00000004334,MYLK3,0.83845439019442,0.315800926586588,,,,,,,,,,,,,,
ENSVKKG00000003341,ENSGALG00000017363,C11H16ORF87,0.853530472965477,0.0817033853316595,,,,,,,,,,,,,,
ENSVKKG00000003342,ENSGALG00000033338,GPT2,,,,,0.936234181827327,0.121156388114844,,,,,,,ENSVKKG00000003342,GPT2,1.29978079854436,1.0
ENSVKKG00000003347,ENSGALG00000004071,NETO2,2.72572152490968,0.437563470231805,,,3.91614450571222,0.0376218428300895,,,,,,,,,,
ENSVKKG00000003353,ENSGALG00000046559,,,,0.782976788184058,0.106881161381517,0.581740918749919,0.155415758980274,,,,,,,,,,
ENSVKKG00000003358,ENSGALG00000041080,CHD7,0.670712514577397,0.226538579809311,,,,,,,,,,,,,,
ENSVKKG00000003365,ENSGALG00000016564,PTK2B,0.611210701802525,0.175908737089447,0.66777450607445,0.256413548971077,0.650083911441993,0.142731281460998,,,,,,,,,,
ENSVKKG00000003400,ENSGALG00000005065,PLA2G4A,0.787080180945837,0.134271147126988,,,0.898339850527242,0.0307406797107479,,,,,,,ENSVKKG00000003400,PLA2G4A,1.52997186038493,0.0007438979807778
ENSVKKG00000003402,,,,,,,,,,,,,,,ENSVKKG00000003402,PTGS2,1.66424171402062,0.0527781916530805
ENSVKKG00000003443,,,,,,,,,,,,,,,ENSVKKG00000003443,BSPRY,0.824824127660076,1.0
ENSVKKG00000003465,ENSGALG00000011426,RNASET2,2.66034822558585,2.33703367401788e-07,1.45659305272422,0.0458966511670296,2.06349366433778,0.0006682644225757,,,,,,,,,,
ENSVKKG00000003466,ENSGALG00000047289,TNFAIP8L3,,,,,1.39503207081479,0.0003820798543268,,,,,,,,,,
ENSVKKG00000003473,ENSGALG00000005638,IL2RG,,,,,0.725187127107533,0.0794729471210187,,,,,,,,,,
ENSVKKG00000003484,,,,,,,,,ENSCPBG00000015953,ADCY7,1.19802655486584,1.0,,,,,,
ENSVKKG00000003492,ENSGALG00000008014,CEBPB,1.57877212750489,0.0010489413965009,1.61614977591241,0.0017013057195374,2.377855370533,6.28739230079296e-06,,,,,,,,,,
ENSVKKG00000003506,ENSGALG00000040269,,,,,,0.903051810012647,0.15122544621266,,,,,,,,,,
ENSVKKG00000003513,ENSGALG00000009556,PRICKLE1,2.49254337639237,0.305145512042286,2.47471492739649,0.381496632100579,,,,,,,,,,,,
ENSVKKG00000003526,ENSGALG00000004736,STAU1,,,0.680798253650476,0.237950626981313,0.86671044517741,0.0535258068546848,,,,,,,,,,
ENSVKKG00000003528,ENSGALG00000004707,CSE1L,,,0.585787126655078,0.356025731744357,0.851143337325376,0.0428845491909867,,,,,,,,,,
ENSVKKG00000003543,,,,,,,,,ENSCPBG00000026760,SLC13A3,2.41252422056651,1.0,2.82156707011285,1.0,,,,
ENSVKKG00000003559,ENSGALG00000008794,RPP38,0.73087782413082,0.356886269903539,,,,,,,,,,,,,,
ENSVKKG00000003565,ENSGALG00000008813,CROT,,,,,0.961280072849469,0.0095157690890398,,,,,,,,,,
ENSVKKG00000003583,ENSGALG00000033062,PDE6D,,,,,0.910797162906628,0.0247988996063537,,,,,,,,,,
ENSVKKG00000003598,,,,,,,,,ENSCPBG00000014813,TEKT1,4.89867383432145,1.0,,,,,,
ENSVKKG00000003605,ENSGALG00000005995,SLC13A5,4.02483586684006,0.007213643340089,3.60677569100276,0.0671336668070434,4.01645675742301,0.0168382152354641,ENSCPBG00000014802,SLC13A5,,,3.66392858204849,1.0,,,,
ENSVKKG00000003608,ENSGALG00000027950,TXNDC17,,,,,0.698066555596441,0.0580924941418577,,,,,,,,,,
ENSVKKG00000003610,,,,,,,,,ENSCPBG00000024115,ATG2B,1.34407871953823,1.0,,,,,,
ENSVKKG00000003615,ENSGALG00000014525,USP5,,,,,0.555595715026166,0.18408567439762,,,,,,,,,,
ENSVKKG00000003643,ENSGALG00000014443,IFFO1,0.645397025320482,0.379639326068166,,,,,,,,,,,,,,
ENSVKKG00000003650,ENSGALG00000008985,SRI,,,0.593343219781623,0.473841794638421,0.947732651177566,0.0884737678546723,,,,,,,,,,
ENSVKKG00000003654,ENSGALG00000008997,STEAP4,5.96875534097213,6.51830736498492e-31,4.15478607483419,3.63511549817154e-13,5.16000057027266,3.1950956416815704e-20,,,,,,,ENSVKKG00000003654,STEAP4,1.79738095925887,0.021743888598061
ENSVKKG00000003658,ENSGALG00000027835,PCBD1,1.31783657885249,0.0001488556474072,1.81514186315385,1.99534305238751e-06,2.09516696842025,1.40139549794497e-05,,,,,,,,,,
ENSVKKG00000003660,ENSGALG00000016586,CCDC25,,,,,0.676125939142734,0.136456919879358,,,,,,,,,,
ENSVKKG00000003663,ENSGALG00000014435,MRPL51,,,,,0.707301352098274,0.0777298954728225,,,,,,,,,,
ENSVKKG00000003664,ENSGALG00000004553,SGPL1,1.2824522336,0.0009749323979776,0.930366238088313,0.0698281468461358,1.19477863874083,0.0256110095986536,,,,,,,,,,
ENSVKKG00000003692,ENSGALG00000031263,TBL2,,,0.730640673400071,0.170508202926364,0.856061010240967,0.0196561748946047,,,,,,,,,,
ENSVKKG00000003704,ENSGALG00000009064,FZD1,,,,,1.31816883364457,0.184315859929668,,,,,,,,,,
ENSVKKG00000003721,,,,,,,,,ENSCPBG00000004863,C2CD2L,1.25666856269493,1.0,,,,,,
ENSVKKG00000003722,ENSGALG00000039219,ADAMTS14,2.69957886532652,0.137853825442587,,,,,,,,,,,,,,
ENSVKKG00000003734,,,,,,,,,ENSCPBG00000000048,UCP3,,,5.1757330249489,1.0,,,,
ENSVKKG00000003760,ENSGALG00000001256,NLRC5,0.910666270298358,0.114218056064227,,,,,,,,,,,,,,
ENSVKKG00000003773,ENSGALG00000009032,PIF1,,,,,4.65214547570289,0.0014730855489827,,,,,,,,,,
ENSVKKG00000003780,ENSGALG00000017326,ARHGEF17,1.29030581267696,0.14467168936611,1.57815734919403,0.171473992646454,2.4279139736904,7.74056645598106e-06,,,,,,,,,,
ENSVKKG00000003782,ENSGALG00000012223,ZRANB3,,,,,2.11380754884429,0.0705536808800611,,,,,,,,,,
ENSVKKG00000003784,ENSGALG00000036942,KCNA3,2.13513112735212,2.05735697663346e-08,2.70815102421552,4.0705329824524095e-11,3.65026281209854,1.64053264152954e-05,,,,,,,,,,
ENSVKKG00000003812,,,,,,,,,,,,,,,ENSVKKG00000003812,RND1,1.90335406202456,0.0069795533346511
ENSVKKG00000003815,ENSGALG00000012348,MCM6,,,0.852297426122153,0.287208967445633,1.31310791336267,0.0001752140255891,,,,,,,,,,
ENSVKKG00000003816,ENSGALG00000034069,TMEM106C,1.46836547664367,0.0286742683382336,1.51516750602973,0.0668993084015468,1.17390954496611,0.109317221023874,,,,,,,,,,
ENSVKKG00000003817,ENSGALG00000033090,VDR,1.24485453839612,0.0027388281629444,1.15268432775631,0.0250066712143496,1.09703538021416,0.0011324267201505,,,,,,,,,,
ENSVKKG00000003850,ENSGALG00000002397,PSPH,,,,,1.24917733527091,0.0371417105126735,,,,,,,,,,
ENSVKKG00000003855,ENSGALG00000004325,P4HA1,0.638835882759799,0.371984952849036,,,0.806816451089211,0.0334501676356496,,,,,,,,,,
ENSVKKG00000003858,,,,,,,,,,,,,,,ENSVKKG00000003858,ECD,0.6321939558496,1.0
ENSVKKG00000003864,ENSGALG00000002701,DNAJC9,,,,,1.1766987562487,0.002609135314934,,,,,,,,,,
ENSVKKG00000003871,ENSGALG00000002744,PCDH15,,,4.87489772583249,0.452722091477576,,,,,,,,,,,,
ENSVKKG00000003873,,,,,,,,,,,,,,,ENSVKKG00000003873,DKK1,2.22635297289171,0.509680640563999
ENSVKKG00000003881,,,,,,,,,,,,,,,ENSVKKG00000003881,SGCA,3.01910078314465,0.252170324302614
ENSVKKG00000003902,,,,,,,,,,,,,,,ENSVKKG00000003902,TCF7L2,0.930398152675465,0.711737668279894
ENSVKKG00000003916,,,,,,,,,ENSCPBG00000003902,CCDC186,1.46771856805109,1.0,,,,,,
ENSVKKG00000003919,,,,,,,,,,,,,,,ENSVKKG00000003919,AFAP1L2,1.88657518744926,0.161966939954158
ENSVKKG00000003926,ENSGALG00000005794,BLOC1S2,0.583677540822331,0.478351773952576,,,0.683600015175885,0.194623490354247,,,,,,,,,,
ENSVKKG00000003929,ENSGALG00000005451,HELLS,,,,,1.37158263035717,0.0100195292056807,,,,,,,,,,
ENSVKKG00000003939,,,,,,,,,,,,,,,ENSVKKG00000003939,GDPD5,1.35641783898729,0.0098074925245565
ENSVKKG00000003970,,,,,,,,,,,,,,,ENSVKKG00000003970,TEX2,1.40593048566426,0.003763673028367
ENSVKKG00000003983,,,,,,,,,ENSCPBG00000027016,ZNF831,2.25733350931719,1.0,1.41872891237643,1.0,,,,
ENSVKKG00000003991,,,,,,,,,,,,,,,ENSVKKG00000003991,PLK2,3.46482132648171,8.67612196980769e-21
ENSVKKG00000004018,ENSGALG00000014729,DEPDC1B,,,,,4.06070229516509,4.81449317898126e-06,,,,,,,,,,
ENSVKKG00000004041,ENSGALG00000003584,KPNA2,,,,,3.50002919312466,4.731994733085141e-23,,,,,,,,,,
ENSVKKG00000004067,,,,,,,,,,,,,,,ENSVKKG00000004067,MTSS1,1.05644132176246,0.146768758685946
ENSVKKG00000004074,ENSGALG00000038032,DUT,,,,,1.49529272393085,0.0005397281514701,,,,,,,,,,
ENSVKKG00000004083,ENSGALG00000013197,GALNT12,,,,,1.68558398705906,0.0093316349612031,,,,,,,,,,
ENSVKKG00000004101,ENSGALG00000036456,TRIB1,0.786436318375601,0.229651132305701,1.06637638844526,0.040982641094277,1.10256575769549,0.0061404514633532,,,,,,,,,,
ENSVKKG00000004104,ENSGALG00000033631,MYC,0.667884898947658,0.253617788488519,,,,,,,,,,,,,,
ENSVKKG00000004105,,,,,,,,,,,,,,,ENSVKKG00000004105,CYRIB,0.88322623422968,0.404735949383665
ENSVKKG00000004114,ENSGALG00000013187,CLPTM1L,,,,,0.848177498706186,0.141326293791572,,,,,,,,,,
ENSVKKG00000004149,ENSGALG00000049122,,,,,,1.25933820627135,0.0771730478726952,,,,,,,,,,
ENSVKKG00000004198,ENSGALG00000006715,OAF,,,,,1.2328187799667,0.0033411555599555,,,,,,,ENSVKKG00000004198,OAF,4.19283672316697,5.42690465946712e-06
ENSVKKG00000004216,ENSGALG00000044525,NFKBIE,0.614277192715264,0.240603196379004,,,0.916314141701521,0.0236361081086014,,,,,,,,,,
ENSVKKG00000004218,ENSGALG00000010174,SLC35B2,0.574100623047282,0.315827493547942,,,0.854614844756843,0.0352839313412156,,,,,,,,,,
ENSVKKG00000004220,ENSGALG00000010175,HSP90AB1,0.922255593089486,0.0097152913857043,0.73857463440794,0.201865356815828,,,,,,,,,,,,
ENSVKKG00000004224,ENSGALG00000010182,SLC29A1,,,,,1.21518807726713,0.0008823985272882,,,,,,,,,,
ENSVKKG00000004250,ENSGALG00000010303,,,,1.82539218670793,0.0057289521925899,1.75852568384447,0.0026650744026892,,,,,,,,,,
ENSVKKG00000004259,ENSGALG00000008407,IRAK2,0.655738207094691,0.137437972716565,,,1.0085948852424,0.0088338728904885,,,,,,,,,,
ENSVKKG00000004351,ENSGALG00000028520,CST3,,,0.629410160179419,0.357308774933998,0.986249731972981,0.0326743143762765,,,,,,,,,,
ENSVKKG00000004390,ENSGALG00000006904,RNH1,1.34569089792415,0.0001607428759565,,,1.08518178251733,0.0054304895397238,,,,,,,,,,
ENSVKKG00000004410,ENSGALG00000014297,IRF7,1.06924299290562,0.0730475438254195,,,,,,,,,,,,,,
ENSVKKG00000004432,ENSGALG00000008457,RIN2,,,0.7487575957232,0.196516749153057,,,,,,,,,,,,
ENSVKKG00000004466,ENSGALG00000006830,CHID1,1.3115067940875,0.0544645874445703,,,0.947220515967515,0.177139671473166,,,,,,,,,,
ENSVKKG00000004468,,,,,,,,,ENSCPBG00000024090,BCL11B,1.39832131634229,1.0,,,,,,
ENSVKKG00000004484,ENSGALG00000010674,DCTD,,,,,4.68319696912898,7.67889730478026e-11,,,,,,,,,,
ENSVKKG00000004485,ENSGALG00000010435,RASGRP3,,,,,0.883438739343351,0.0187502593242651,,,,,,,,,,
ENSVKKG00000004486,ENSGALG00000011822,CANT1,,,,,0.580276517795545,0.199576540307671,,,,,,,,,,
ENSVKKG00000004493,ENSGALG00000027070,TIMP2,0.90355011791342,0.414187077103404,1.0222592588941,0.30499895691179,1.36869993037344,0.0166286124449214,,,,,,,,,,
ENSVKKG00000004507,ENSGALG00000010658,RWDD4,0.971572924475291,0.103654261474858,0.752987942653279,0.432522829034923,1.07185859280771,0.0313098724326272,,,,,,,,,,
ENSVKKG00000004531,ENSGALG00000049193,IQGAP3,,,,,5.44272493171879,9.09573821619931e-06,,,,,,,,,,
ENSVKKG00000004541,ENSGALG00000027786,SOCS3,3.47784059441932,2.9034582117174007e-15,3.46768713335579,2.08115471970855e-14,3.63287012707193,1.1572477393387e-14,,,,,,,ENSVKKG00000004541,SOCS3,3.0677223311736,0.0008633394741897
ENSVKKG00000004547,ENSGALG00000011228,WARS1,,,,,0.675916963383537,0.141831796987749,,,,,,,,,,
ENSVKKG00000004549,ENSGALG00000008713,BIRC5,,,,,2.46445259771789,8.427265575072979e-11,,,,,,,,,,
ENSVKKG00000004551,ENSGALG00000010628,ACSL1,2.93211644557289,1.34774277814307e-12,1.89955058267724,5.18821621976065e-07,1.75551607564658,1.82110079926862e-06,,,,,,,,,,
ENSVKKG00000004587,ENSGALG00000006602,SYT8,,,,,0.917448320565486,0.166198215922498,,,,,,,,,,
ENSVKKG00000004589,ENSGALG00000006591,TNNI2,1.68106517958534,0.159790913967037,,,,,,,,,,,,,,
ENSVKKG00000004610,,,,,,,,,ENSCPBG00000020616,TMEM184A,2.45024746661776,1.0,,,,,,
ENSVKKG00000004626,ENSGALG00000004245,NUDT1,,,,,0.853608685036654,0.030713158430438,,,,,,,,,,
ENSVKKG00000004627,ENSGALG00000035804,SQSTM1,,,,,0.733218228848295,0.187068838011554,,,,,,,,,,
ENSVKKG00000004630,ENSGALG00000004812,FAM129A,0.873739047273852,0.0088302186236309,,,,,,,,,,,,,,
ENSVKKG00000004636,,,,,,,,,,,,,,,ENSVKKG00000004636,CHST12,1.02508255276294,0.106719121945259
ENSVKKG00000004659,ENSGALG00000053058,LAMTOR2,,,,,0.710463550020603,0.0661336173147601,,,,,,,,,,
ENSVKKG00000004707,ENSGALG00000005725,CSF1R,,,0.767340112888684,0.232504003721985,1.00403425075748,0.0218483240781275,,,,,,,,,,
ENSVKKG00000004715,ENSGALG00000006530,TSSC4,,,,,0.600715637420206,0.180414789039372,,,,,,,,,,
ENSVKKG00000004749,,,,,,,,,ENSCPBG00000027699,DGAT2,3.67105437405471,1.0,4.13279276713877,1.0,,,,
ENSVKKG00000004770,,,,,,,,,ENSCPBG00000010077,ARSI,,,6.80659942230267,1.0,ENSVKKG00000004770,ARSI,5.75458122007882,0.252170324302614
ENSVKKG00000004780,ENSGALG00000027454,CENPW,,,,,4.24220059850803,2.6172237016525e-13,,,,,,,,,,
ENSVKKG00000004796,,,,,,,,,ENSCPBG00000010113,GPX3,,,3.91676143082617,1.0,,,,
ENSVKKG00000004798,ENSGALG00000015148,ANXA1,,,,,0.976629030426771,0.0224028611292593,,,,,,,,,,
ENSVKKG00000004799,,,,,,,,,,,,,,,ENSVKKG00000004799,TNIP1,1.70597813130824,0.0021371119053185
ENSVKKG00000004850,ENSGALG00000014740,IPO11,,,,,0.672740530023548,0.152938036796354,,,,,,,,,,
ENSVKKG00000004884,,,,,,,,,ENSCPBG00000003740,ADD2,6.71393829912744,1.0,,,,,,
ENSVKKG00000004907,ENSGALG00000009639,DDX60,2.57514848281426,0.153045910427079,,,,,ENSCPBG00000027534,DDX60,1.41951783366057,1.0,,,,,,
ENSVKKG00000004937,ENSGALG00000049882,SMPDL3A,,,0.703355160032332,0.238603951782859,0.854547567894533,0.0666011600489146,,,,,,,,,,
ENSVKKG00000004940,ENSGALG00000038933,FABP7,,,,,1.15861149869329,0.0053352899710303,,,,,,,,,,
ENSVKKG00000004946,ENSGALG00000002175,KIF14,,,,,3.21321964103338,9.51755921613901e-07,,,,,,,,,,
ENSVKKG00000004956,ENSGALG00000014876,TBC1D32,,,,,1.5233185324784,0.186679302992528,,,,,,,,,,
ENSVKKG00000004964,ENSGALG00000014192,ATP10D,,,0.675994852982284,0.437988531482499,,,,,,,,,,,,
ENSVKKG00000004986,ENSGALG00000014887,ASF1A,,,,,0.67809839130081,0.146307047683452,,,,,,,,,,
ENSVKKG00000004994,ENSGALG00000006343,ACTA2,2.55094812032379,2.06823644816295e-07,,,1.87547149883427,0.0024092643442257,,,,,,,,,,
ENSVKKG00000004999,ENSGALG00000033212,HSP90AA1,0.5658256074117,0.352427780595843,,,,,,,,,,,,,,
ENSVKKG00000005001,ENSGALG00000006352,CH25H,2.12352252885442,0.0004494686033572,1.84893444323654,0.0011888763485998,3.29519204027783,1.60975884746188e-13,,,,,,,,,,
ENSVKKG00000005013,,,,,,,,,ENSCPBG00000006245,MBTPS2,1.39382493101605,1.0,,,,,,
ENSVKKG00000005028,ENSGALG00000001506,PTTG2,,,,,4.29882104253659,1.4486405388794398e-11,,,,,,,,,,
ENSVKKG00000005033,ENSGALG00000016348,SAT1,0.931750972902288,0.0286477782485265,0.724532438471056,0.321107477194314,,,,,,,,,,,,
ENSVKKG00000005037,ENSGALG00000011389,TRAF3,0.692334595869012,0.449686929263701,,,0.799900471697626,0.141298625401019,ENSCPBG00000019513,TRAF3,0.886515995869404,1.0,,,,,,
ENSVKKG00000005059,,,,,,,,,,,,,,,ENSVKKG00000005059,,0.651731075198634,1.0
ENSVKKG00000005060,ENSGALG00000016312,POLA1,,,,,0.93887272989671,0.015925942271073,,,,,,,,,,
ENSVKKG00000005064,ENSGALG00000029834,AIF1L,,,0.603772330821845,0.332641055160095,1.04598182936213,0.0254504321570534,,,,,,,,,,
ENSVKKG00000005066,ENSGALG00000042895,BCAR1,,,,,0.972713780505383,0.148297043489221,,,,,,,ENSVKKG00000005066,BCAR1,0.921827214510193,0.321041244077156
ENSVKKG00000005073,ENSGALG00000043754,GLUL,4.48599047195154,4.49616492548702e-32,3.23238922158173,6.50872725555198e-13,2.74357703130198,1.2534809256280702e-09,ENSCPBG00000015784,GLUL,6.42224402814701,1.0,6.74017060530558,1.0,,,,
ENSVKKG00000005120,,,,,,,,,ENSCPBG00000028192,MVB12B,1.87261055288493,1.0,,,,,,
ENSVKKG00000005132,ENSGALG00000014940,ZUP1,0.805675816811464,0.412266376297945,,,,,,,,,,,,,,
ENSVKKG00000005148,ENSGALG00000032398,ASPM,,,,,2.4201359996125,3.5553925679619004e-11,,,,,,,,,,
ENSVKKG00000005150,ENSGALG00000032763,MECR,,,,,0.769707219715082,0.0618108566447793,,,,,,,,,,
ENSVKKG00000005166,ENSGALG00000014953,RWDD1,,,,,0.747594340701135,0.12480194348361,,,,,,,,,,
ENSVKKG00000005187,ENSGALG00000014753,CENPK,,,,,2.78420000770959,4.49700294431083e-06,,,,,,,,,,
ENSVKKG00000005189,ENSGALG00000014756,PPWD1,0.595258941848945,0.388846022212251,,,,,,,,,,,,,,
ENSVKKG00000005196,,,,,,,,,ENSCPBG00000026854,NLN,1.51307828237687,1.0,,,,,,
ENSVKKG00000005214,ENSGALG00000042009,HMMR,,,,,4.5610187666247,5.96527496719667e-08,,,,,,,,,,
ENSVKKG00000005220,,,,,,,,,ENSCPBG00000026870,MAST4,1.3312775577915,1.0,,,,,,
ENSVKKG00000005224,ENSGALG00000038146,,0.560574975383388,0.280550379561599,0.510407929307296,0.471147832343048,,,,,,,,,,,,
ENSVKKG00000005267,ENSGALG00000038292,TMEM258,,,,,0.78666547312059,0.0456614994739453,,,,,,,,,,
ENSVKKG00000005270,ENSGALG00000033781,FEN1,,,,,1.45084491254127,1.37646760622017e-05,,,,,,,,,,
ENSVKKG00000005307,ENSGALG00000007178,FADS2,,,0.550208474540778,0.410783802392068,0.900445776217643,0.0134939726232988,,,,,,,,,,
ENSVKKG00000005309,,,,,,,,,,,,,,,ENSVKKG00000005309,TSKU,0.935459637674334,0.737499185936557
ENSVKKG00000005312,ENSGALG00000001916,SLIT3,,,1.31150266862865,0.459411383774994,,,,,,,,,,,,
ENSVKKG00000005318,ENSGALG00000001942,SPDL1,,,,,0.955357552471155,0.0404197662154595,,,,,,,,,,
ENSVKKG00000005329,ENSGALG00000035206,,0.476753734844838,0.450212236950356,0.706580544802887,0.174507222098932,0.605637014335095,0.139407260180087,,,,,,,,,,
