ref_komodo_stable_id,komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000003122,ENSVKKG00000003122,NR3C2,ENSCPBG00000027355,NR3C2,ortholog_one2one,ENSCPRG00005008899,NR3C2,ortholog_one2one,ENSGALG00000010035,NR3C2,ortholog_one2one,ENSG00000151623,NR3C2,ortholog_one2one,ENSMUSG00000031618,Nr3c2,ortholog_one2one
ENSVKKG00000003127,ENSVKKG00000003127,,"{'ENSCPBG00000013912', 'ENSCPBG00000013908'}",,ortholog_many2many,ENSCPRG00005003042,,ortholog_one2many,"{'ENSGALG00000012072', 'ENSGALG00000026422'}",,ortholog_many2many,ENSG00000173193,PARP14,ortholog_one2many,ENSMUSG00000034422,Parp14,ortholog_one2many
ENSVKKG00000003129,ENSVKKG00000003129,SLC17A9,ENSCPBG00000027170,SLC17A9,ortholog_one2one,ENSCPRG00005005743,SLC17A9,ortholog_one2one,ENSGALG00000028225,SLC17A9,ortholog_one2one,ENSG00000101194,SLC17A9,ortholog_one2one,ENSMUSG00000023393,Slc17a9,ortholog_one2one
ENSVKKG00000003131,ENSVKKG00000003131,,ENSCPBG00000011182,ZAP70,ortholog_one2many,ENSCPRG00005009419,ZAP70,ortholog_one2many,ENSGALG00000001486,ZAP70,ortholog_one2many,ENSG00000115085,ZAP70,ortholog_one2many,ENSMUSG00000026117,Zap70,ortholog_one2many
ENSVKKG00000003133,ENSVKKG00000003133,,,,,,,,,,,ENSG00000173193,PARP14,ortholog_one2many,ENSMUSG00000034422,Parp14,ortholog_one2many
ENSVKKG00000003142,ENSVKKG00000003142,DTX3L,ENSCPBG00000013915,DTX3L,ortholog_one2one,ENSCPRG00005003075,DTX3L,ortholog_one2one,ENSGALG00000012075,DTX3L,ortholog_one2one,ENSG00000163840,DTX3L,ortholog_one2one,ENSMUSG00000049502,Dtx3l,ortholog_one2one
ENSVKKG00000003147,ENSVKKG00000003147,PARP9,"{'ENSCPBG00000013920', 'ENSCPBG00000008834'}",,ortholog_one2many,ENSCPRG00005003100,PARP9,ortholog_one2one,ENSGALG00000045511,PARP9,ortholog_one2one,ENSG00000138496,PARP9,ortholog_one2one,ENSMUSG00000022906,Parp9,ortholog_one2one
ENSVKKG00000003158,ENSVKKG00000003158,,ENSCPBG00000000212,,ortholog_one2one,ENSCPRG00005008764,,ortholog_one2one,,,,ENSG00000255501,CARD18,ortholog_many2many,,,
ENSVKKG00000003159,ENSVKKG00000003159,CEP70,ENSCPBG00000013927,CEP70,ortholog_one2one,ENSCPRG00005003340,CEP70,ortholog_one2one,ENSGALG00000012087,CEP70,ortholog_one2one,ENSG00000114107,CEP70,ortholog_one2one,ENSMUSG00000056267,Cep70,ortholog_one2one
ENSVKKG00000003161,ENSVKKG00000003161,ZNRF2,ENSCPBG00000022799,ZNRF2,ortholog_one2one,ENSCPRG00005005166,ZNRF2,ortholog_one2one,ENSGALG00000031163,ZNRF2,ortholog_one2one,ENSG00000180233,ZNRF2,ortholog_one2one,ENSMUSG00000058446,Znrf2,ortholog_one2one
ENSVKKG00000003163,ENSVKKG00000003163,NOD1,ENSCPBG00000022796,NOD1,ortholog_one2one,ENSCPRG00005005149,NOD1,ortholog_one2one,ENSGALG00000036807,NOD1,ortholog_one2one,ENSG00000106100,NOD1,ortholog_one2one,ENSMUSG00000038058,Nod1,ortholog_one2one
ENSVKKG00000003168,ENSVKKG00000003168,VCPIP1,ENSCPBG00000021363,VCPIP1,ortholog_one2one,ENSCPRG00005017684,VCPIP1,ortholog_one2one,ENSGALG00000042883,VCPIP1,ortholog_one2one,ENSG00000175073,VCPIP1,ortholog_one2one,ENSMUSG00000045210,Vcpip1,ortholog_one2one
ENSVKKG00000003170,ENSVKKG00000003170,,ENSCPBG00000012869,,ortholog_one2one,ENSCPRG00005000271,,ortholog_one2one,ENSGALG00000014736,,ortholog_one2one,,,,,,
ENSVKKG00000003187,ENSVKKG00000003187,,ENSCPBG00000013937,DBI,ortholog_one2many,ENSCPRG00005003359,DBI,ortholog_one2many,ENSGALG00000012112,DBI,ortholog_one2many,ENSG00000155368,DBI,ortholog_one2many,ENSMUSG00000026385,Dbi,ortholog_one2many
ENSVKKG00000003191,ENSVKKG00000003191,STEAP3,ENSCPBG00000013940,STEAP3,ortholog_one2one,ENSCPRG00005003364,STEAP3,ortholog_one2one,ENSGALG00000012117,STEAP3,ortholog_one2one,ENSG00000115107,STEAP3,ortholog_one2one,ENSMUSG00000026389,Steap3,ortholog_one2one
ENSVKKG00000003195,ENSVKKG00000003195,FAM131B,ENSCPBG00000012860,FAM131B,ortholog_one2one,ENSCPRG00005009447,FAM131B,ortholog_one2one,ENSGALG00000014689,FAM131B,ortholog_one2one,ENSG00000159784,FAM131B,ortholog_one2one,ENSMUSG00000029861,Fam131b,ortholog_one2one
ENSVKKG00000003199,ENSVKKG00000003199,PDE7A,ENSCPBG00000021386,PDE7A,ortholog_one2one,ENSCPRG00005017653,PDE7A,ortholog_one2one,ENSGALG00000038395,PDE7A,ortholog_one2one,ENSG00000205268,PDE7A,ortholog_one2one,ENSMUSG00000069094,Pde7a,ortholog_one2one
ENSVKKG00000003200,ENSVKKG00000003200,INSIG2,ENSCPBG00000010499,INSIG2,ortholog_one2one,ENSCPRG00005003394,INSIG2,ortholog_one2one,ENSGALG00000028046,INSIG2,ortholog_one2one,ENSG00000125629,INSIG2,ortholog_one2one,ENSMUSG00000003721,Insig2,ortholog_one2one
ENSVKKG00000003202,ENSVKKG00000003202,OGFR,ENSCPBG00000027160,OGFR,ortholog_one2one,,,,ENSGALG00000005609,OGFR,ortholog_one2one,ENSG00000060491,OGFR,ortholog_one2one,ENSMUSG00000049401,Ogfr,ortholog_one2one
ENSVKKG00000003208,ENSVKKG00000003208,MRGBP,ENSCPBG00000027159,MRGBP,ortholog_one2one,ENSCPRG00005005699,,ortholog_one2one,ENSGALG00000005531,MRGBP,ortholog_one2one,ENSG00000101189,MRGBP,ortholog_one2one,ENSMUSG00000027569,Mrgbp,ortholog_one2one
ENSVKKG00000003216,ENSVKKG00000003216,SLCO4A1,ENSCPBG00000027154,SLCO4A1,ortholog_one2one,ENSCPRG00005005674,SLCO4A1,ortholog_one2one,ENSGALG00000005460,SLCO4A1,ortholog_one2one,ENSG00000101187,SLCO4A1,ortholog_one2one,ENSMUSG00000038963,Slco4a1,ortholog_one2one
ENSVKKG00000003218,ENSVKKG00000003218,,,,,,,,ENSGALG00000053189,,ortholog_one2many,,,,,,
ENSVKKG00000003224,ENSVKKG00000003224,,ENSCPBG00000026479,MARCHF7,ortholog_one2many,ENSCPRG00005009891,MARCHF7,ortholog_one2many,ENSGALG00000012584,MARCHF7,ortholog_one2many,ENSG00000136536,MARCHF7,ortholog_one2many,ENSMUSG00000026977,Marchf7,ortholog_one2many
ENSVKKG00000003228,ENSVKKG00000003228,TOPAZ1,ENSCPBG00000022747,TOPAZ1,ortholog_one2one,ENSCPRG00005004937,TOPAZ1,ortholog_one2one,ENSGALG00000054787,,ortholog_one2one,ENSG00000173769,TOPAZ1,ortholog_one2one,ENSMUSG00000094985,Topaz1,ortholog_one2one
ENSVKKG00000003234,ENSVKKG00000003234,TTPA,ENSCPBG00000021407,TTPA,ortholog_one2one,ENSCPRG00005017609,TTPA,ortholog_one2one,ENSGALG00000030031,TTPA,ortholog_one2one,ENSG00000137561,TTPA,ortholog_one2one,ENSMUSG00000073988,Ttpa,ortholog_one2one
ENSVKKG00000003244,ENSVKKG00000003244,GGH,"{'ENSCPBG00000021416', 'ENSCPBG00000021409'}",,ortholog_one2many,ENSCPRG00005017603,GGH,ortholog_one2one,ENSGALG00000031130,GGH,ortholog_one2one,ENSG00000137563,GGH,ortholog_one2one,ENSMUSG00000073987,Ggh,ortholog_one2one
ENSVKKG00000003249,ENSVKKG00000003249,SHCBP1,ENSCPBG00000016103,SHCBP1,ortholog_one2one,ENSCPRG00005004067,SHCBP1,ortholog_one2one,ENSGALG00000004444,SHCBP1,ortholog_one2one,ENSG00000171241,SHCBP1,ortholog_one2one,ENSMUSG00000022322,Shcbp1,ortholog_one2one
ENSVKKG00000003255,ENSVKKG00000003255,,ENSCPBG00000026395,,ortholog_one2many,,,,ENSGALG00000043234,HBA1,ortholog_one2many,"{'ENSG00000206172', 'ENSG00000188536'}","{'HBA2', 'HBA1'}",ortholog_many2many,"{'ENSMUSG00000069919', 'ENSMUSG00000069917'}","{'Hba-a1', 'Hba-a2'}",ortholog_many2many
ENSVKKG00000003256,ENSVKKG00000003256,,ENSCPBG00000021423,ASPH,ortholog_one2one,ENSCPRG00005017558,ASPH,ortholog_one2one,ENSGALG00000047461,,ortholog_one2one,ENSG00000198363,ASPH,ortholog_one2one,ENSMUSG00000028207,Asph,ortholog_one2one
ENSVKKG00000003262,ENSVKKG00000003262,,ENSCPBG00000005266,,ortholog_one2one,,,,ENSGALG00000014701,RAP1GAP1,ortholog_one2one,,,,,,
ENSVKKG00000003263,ENSVKKG00000003263,TRIM71,ENSCPBG00000022734,TRIM71,ortholog_one2one,ENSCPRG00005004907,TRIM71,ortholog_one2one,ENSGALG00000019622,TRIM71,ortholog_one2one,ENSG00000206557,TRIM71,ortholog_one2one,ENSMUSG00000079259,Trim71,ortholog_one2one
ENSVKKG00000003264,ENSVKKG00000003264,NLGN3,ENSCPBG00000016680,NLGN3,ortholog_one2one,ENSCPRG00005001481,NLGN3,ortholog_one2one,ENSGALG00000005553,NLGN3,ortholog_one2one,ENSG00000196338,NLGN3,ortholog_one2one,ENSMUSG00000031302,Nlgn3,ortholog_one2one
ENSVKKG00000003265,ENSVKKG00000003265,,ENSCPBG00000016095,,ortholog_one2one,ENSCPRG00005004055,,ortholog_one2one,ENSGALG00000004428,,ortholog_one2one,,,,,,
ENSVKKG00000003271,ENSVKKG00000003271,CORO2A,ENSCPBG00000024004,CORO2A,ortholog_one2one,ENSCPRG00005014247,CORO2A,ortholog_one2one,ENSGALG00000001933,CORO2A,ortholog_one2one,ENSG00000106789,CORO2A,ortholog_one2one,ENSMUSG00000028337,Coro2a,ortholog_one2one
ENSVKKG00000003272,ENSVKKG00000003272,SCG3,ENSCPBG00000027854,SCG3,ortholog_one2one,ENSCPRG00005013902,SCG3,ortholog_one2one,ENSGALG00000043583,SCG3,ortholog_one2one,ENSG00000104112,SCG3,ortholog_one2one,ENSMUSG00000032181,Scg3,ortholog_one2one
ENSVKKG00000003273,ENSVKKG00000003273,DPP10,ENSCPBG00000010272,DPP10,ortholog_one2one,ENSCPRG00005003460,DPP10,ortholog_one2one,ENSGALG00000012156,DPP10,ortholog_one2one,ENSG00000175497,DPP10,ortholog_one2one,ENSMUSG00000036815,Dpp10,ortholog_one2one
ENSVKKG00000003279,ENSVKKG00000003279,,ENSCPBG00000011686,EXD3,ortholog_one2one,ENSCPRG00005011134,EXD3,ortholog_one2one,ENSGALG00000052646,EXD3,ortholog_one2one,ENSG00000187609,EXD3,ortholog_one2one,,,
ENSVKKG00000003288,ENSVKKG00000003288,TDRD7,ENSCPBG00000024049,TDRD7,ortholog_one2one,ENSCPRG00005012968,TDRD7,ortholog_one2one,ENSGALG00000012350,TDRD7,ortholog_one2one,ENSG00000196116,TDRD7,ortholog_one2one,ENSMUSG00000035517,Tdrd7,ortholog_one2one
ENSVKKG00000003295,ENSVKKG00000003295,TPRN,ENSCPBG00000000829,TPRN,ortholog_one2one,ENSCPRG00005011983,,ortholog_one2one,ENSGALG00000048159,,ortholog_one2one,ENSG00000176058,TPRN,ortholog_one2one,ENSMUSG00000048707,Tprn,ortholog_one2one
ENSVKKG00000003303,ENSVKKG00000003303,NCKAP5,ENSCPBG00000010195,NCKAP5,ortholog_one2one,ENSCPRG00005003668,NCKAP5,ortholog_one2one,ENSGALG00000012177,,ortholog_one2one,ENSG00000176771,NCKAP5,ortholog_one2one,ENSMUSG00000049690,Nckap5,ortholog_one2one
ENSVKKG00000003304,ENSVKKG00000003304,,ENSCPBG00000010211,,ortholog_one2one,ENSCPRG00005003744,,ortholog_one2one,ENSGALG00000012187,,ortholog_one2one,,,,,,
ENSVKKG00000003305,ENSVKKG00000003305,TMEM163,ENSCPBG00000010214,TMEM163,ortholog_one2one,ENSCPRG00005003777,TMEM163,ortholog_one2one,ENSGALG00000012190,TMEM163,ortholog_one2one,ENSG00000152128,TMEM163,ortholog_one2one,ENSMUSG00000026347,Tmem163,ortholog_one2one
ENSVKKG00000003309,ENSVKKG00000003309,LAMA5,ENSCPBG00000027113,LAMA5,ortholog_one2one,ENSCPRG00005005529,LAMA5,ortholog_one2one,ENSGALG00000005321,LAMA5,ortholog_one2one,ENSG00000130702,LAMA5,ortholog_one2one,ENSMUSG00000015647,Lama5,ortholog_one2one
ENSVKKG00000003316,ENSVKKG00000003316,RNF208,ENSCPBG00000000767,RNF208,ortholog_one2one,ENSCPRG00005011968,RNF208,ortholog_one2one,ENSGALG00000008911,RNF208,ortholog_one2one,ENSG00000212864,RNF208,ortholog_one2one,ENSMUSG00000044628,Rnf208,ortholog_one2one
ENSVKKG00000003319,ENSVKKG00000003319,FZD3,ENSCPBG00000019899,FZD3,ortholog_one2one,ENSCPRG00005002557,FZD3,ortholog_one2one,ENSGALG00000042308,FZD3,ortholog_one2one,ENSG00000104290,FZD3,ortholog_one2one,ENSMUSG00000007989,Fzd3,ortholog_one2one
ENSVKKG00000003321,ENSVKKG00000003321,CDC73,ENSCPBG00000010576,CDC73,ortholog_one2one,ENSCPRG00005000909,CDC73,ortholog_one2one,ENSGALG00000002469,CDC73,ortholog_one2one,ENSG00000134371,CDC73,ortholog_one2one,ENSMUSG00000026361,Cdc73,ortholog_one2one
ENSVKKG00000003325,ENSVKKG00000003325,B3GALT2,ENSCPBG00000010582,B3GALT2,ortholog_one2one,ENSCPRG00005000918,B3GALT2,ortholog_one2one,ENSGALG00000051274,B3GALT2,ortholog_one2one,ENSG00000162630,B3GALT2,ortholog_one2one,ENSMUSG00000033849,B3galt2,ortholog_one2one
ENSVKKG00000003326,ENSVKKG00000003326,,"{'ENSCPBG00000001920', 'ENSCPBG00000011561', 'ENSCPBG00000002827', 'ENSCPBG00000002783', 'ENSCPBG00000001489', 'ENSCPBG00000005177', 'ENSCPBG00000013207', 'ENSCPBG00000002633', 'ENSCPBG00000003209', 'ENSCPBG00000024353', 'ENSCPBG00000022715', 'ENSCPBG00000002764', 'ENSCPBG00000022940', 'ENSCPBG00000001408', 'ENSCPBG00000010408', 'ENSCPBG00000010221'}",,ortholog_many2many,"{'ENSCPRG00005004363', 'ENSCPRG00005004106', 'ENSCPRG00005008116', 'ENSCPRG00005003557', 'ENSCPRG00005015303', 'ENSCPRG00005009906', 'ENSCPRG00005006150', 'ENSCPRG00005001736', 'ENSCPRG00005005309'}",,ortholog_many2many,ENSGALG00000049124,,ortholog_one2many,,,,,,
ENSVKKG00000003327,ENSVKKG00000003327,,ENSCPBG00000022327,,ortholog_one2one,ENSCPRG00005003140,,ortholog_one2one,ENSGALG00000016570,,ortholog_one2one,,,,ENSMUSG00000034450,Gulo,ortholog_one2one
ENSVKKG00000003330,ENSVKKG00000003330,ADCK2,ENSCPBG00000011871,ADCK2,ortholog_one2one,ENSCPRG00005017976,ADCK2,ortholog_one2one,ENSGALG00000012863,ADCK2,ortholog_one2one,ENSG00000133597,ADCK2,ortholog_one2one,"{'ENSMUSG00000107071', 'ENSMUSG00000046947'}","{'Adck2', 'Gm42420'}",ortholog_one2many
ENSVKKG00000003332,ENSVKKG00000003332,MMS22L,ENSCPBG00000003510,MMS22L,ortholog_one2one,ENSCPRG00005017353,MMS22L,ortholog_one2one,ENSGALG00000015513,MMS22L,ortholog_one2one,ENSG00000146263,MMS22L,ortholog_one2one,ENSMUSG00000045751,Mms22l,ortholog_one2one
ENSVKKG00000003334,ENSVKKG00000003334,KLHL32,ENSCPBG00000003479,KLHL32,ortholog_one2one,"{'ENSCPRG00005017350', 'ENSCPRG00005017348'}",,ortholog_one2many,ENSGALG00000015517,KLHL32,ortholog_one2one,ENSG00000186231,KLHL32,ortholog_one2one,ENSMUSG00000040387,Klhl32,ortholog_one2one
ENSVKKG00000003339,ENSVKKG00000003339,ORC6,ENSCPBG00000016088,ORC6,ortholog_one2one,ENSCPRG00005004032,ORC6,ortholog_one2one,ENSGALG00000004342,ORC6,ortholog_one2one,ENSG00000091651,ORC6,ortholog_one2one,ENSMUSG00000031697,Orc6,ortholog_one2one
ENSVKKG00000003340,ENSVKKG00000003340,MYLK3,ENSCPBG00000016081,MYLK3,ortholog_one2one,ENSCPRG00005004027,MYLK3,ortholog_one2one,ENSGALG00000004334,MYLK3,ortholog_one2one,ENSG00000140795,MYLK3,ortholog_one2one,ENSMUSG00000031698,Mylk3,ortholog_one2one
ENSVKKG00000003341,ENSVKKG00000003341,C16orf87,ENSCPBG00000016079,C16orf87,ortholog_one2one,ENSCPRG00005004023,C16orf87,ortholog_one2one,ENSGALG00000017363,C11H16ORF87,ortholog_one2one,ENSG00000155330,C16orf87,ortholog_one2one,ENSMUSG00000036934,4921524J17Rik,ortholog_one2one
ENSVKKG00000003342,ENSVKKG00000003342,GPT2,ENSCPBG00000016074,GPT2,ortholog_one2one,ENSCPRG00005004017,GPT2,ortholog_one2one,ENSGALG00000033338,GPT2,ortholog_one2one,ENSG00000166123,GPT2,ortholog_one2one,ENSMUSG00000031700,Gpt2,ortholog_one2one
ENSVKKG00000003347,ENSVKKG00000003347,NETO2,ENSCPBG00000016061,NETO2,ortholog_one2one,ENSCPRG00005004001,NETO2,ortholog_one2one,ENSGALG00000004071,NETO2,ortholog_one2one,ENSG00000171208,NETO2,ortholog_one2one,ENSMUSG00000036902,Neto2,ortholog_one2one
ENSVKKG00000003348,ENSVKKG00000003348,BCL6,ENSCPBG00000012754,BCL6,ortholog_one2one,ENSCPRG00005012522,BCL6,ortholog_one2one,ENSGALG00000007357,BCL6,ortholog_one2one,ENSG00000113916,BCL6,ortholog_one2one,ENSMUSG00000022508,Bcl6,ortholog_one2one
ENSVKKG00000003350,ENSVKKG00000003350,SST,ENSCPBG00000012750,SST,ortholog_one2one,ENSCPRG00005012520,SST,ortholog_one2one,ENSGALG00000007361,SST,ortholog_one2one,ENSG00000157005,SST,ortholog_one2one,ENSMUSG00000004366,Sst,ortholog_one2one
ENSVKKG00000003352,ENSVKKG00000003352,,ENSCPBG00000008167,,ortholog_one2one,ENSCPRG00005012506,,ortholog_one2one,,,,"{'ENSG00000198471', 'ENSG00000188011'}","{'RTP5', 'RTP2'}",ortholog_one2many,ENSMUSG00000047531,Rtp2,ortholog_one2many
ENSVKKG00000003353,ENSVKKG00000003353,,ENSCPBG00000008181,,ortholog_one2one,ENSCPRG00005012496,,ortholog_one2one,ENSGALG00000046559,,ortholog_one2one,ENSG00000188389,PDCD1,ortholog_one2one,ENSMUSG00000026285,Pdcd1,ortholog_one2one
ENSVKKG00000003354,ENSVKKG00000003354,LRBA,ENSCPBG00000026004,LRBA,ortholog_one2one,ENSCPRG00005008982,LRBA,ortholog_one2one,ENSGALG00000010061,LRBA,ortholog_one2one,ENSG00000198589,LRBA,ortholog_one2one,ENSMUSG00000028080,Lrba,ortholog_one2one
ENSVKKG00000003356,ENSVKKG00000003356,NDUFB2,"{'ENSCPBG00000020125', 'ENSCPBG00000011814'}",,ortholog_one2many,ENSCPRG00005017962,NDUFB2,ortholog_one2one,ENSGALG00000032595,NDUFB2,ortholog_one2one,ENSG00000090266,NDUFB2,ortholog_one2one,ENSMUSG00000002416,Ndufb2,ortholog_one2one
ENSVKKG00000003358,ENSVKKG00000003358,CHD7,ENSCPBG00000021517,CHD7,ortholog_one2one,ENSCPRG00005016680,CHD7,ortholog_one2one,ENSGALG00000041080,CHD7,ortholog_one2one,ENSG00000171316,CHD7,ortholog_one2one,ENSMUSG00000041235,Chd7,ortholog_one2one
ENSVKKG00000003360,ENSVKKG00000003360,BRAF,ENSCPBG00000011794,BRAF,ortholog_one2one,ENSCPRG00005017954,BRAF,ortholog_one2one,ENSGALG00000012865,BRAF,ortholog_one2one,ENSG00000157764,BRAF,ortholog_one2one,ENSMUSG00000002413,Braf,ortholog_one2one
ENSVKKG00000003365,ENSVKKG00000003365,PTK2B,ENSCPBG00000022304,PTK2B,ortholog_one2one,ENSCPRG00005003239,PTK2B,ortholog_one2one,ENSGALG00000016564,PTK2B,ortholog_one2one,ENSG00000120899,PTK2B,ortholog_one2one,ENSMUSG00000059456,Ptk2b,ortholog_one2one
ENSVKKG00000003368,ENSVKKG00000003368,FAM171A1,ENSCPBG00000021205,FAM171A1,ortholog_one2one,ENSCPRG00005011587,FAM171A1,ortholog_one2one,ENSGALG00000008764,FAM171A1,ortholog_one2one,ENSG00000148468,FAM171A1,ortholog_one2one,ENSMUSG00000050530,Fam171a1,ortholog_one2one
ENSVKKG00000003369,ENSVKKG00000003369,,ENSCPBG00000017358,,ortholog_one2one,,,,ENSGALG00000027983,,ortholog_one2one,,,,,,
ENSVKKG00000003379,ENSVKKG00000003379,PHKB,ENSCPBG00000016038,PHKB,ortholog_one2one,ENSCPRG00005003951,PHKB,ortholog_one2one,ENSGALG00000004004,PHKB,ortholog_one2one,ENSG00000102893,PHKB,ortholog_one2one,ENSMUSG00000036879,Phkb,ortholog_one2one
ENSVKKG00000003382,ENSVKKG00000003382,RUBCN,ENSCPBG00000017349,RUBCN,ortholog_one2one,ENSCPRG00005012257,RUBCN,ortholog_one2one,ENSGALG00000007557,RUBCN,ortholog_one2one,ENSG00000145016,RUBCN,ortholog_one2one,ENSMUSG00000035629,Rubcn,ortholog_one2one
ENSVKKG00000003384,ENSVKKG00000003384,RGS1,ENSCPBG00000010541,RGS1,ortholog_one2one,ENSCPRG00005000959,RGS1,ortholog_one2one,ENSGALG00000002549,RGS1,ortholog_one2one,ENSG00000090104,RGS1,ortholog_one2one,ENSMUSG00000026358,Rgs1,ortholog_one2one
ENSVKKG00000003389,ENSVKKG00000003389,RGS18,ENSCPBG00000014776,RGS18,ortholog_one2one,,,,ENSGALG00000021143,RGS18,ortholog_one2one,ENSG00000150681,RGS18,ortholog_one2one,ENSMUSG00000026357,Rgs18,ortholog_one2one
ENSVKKG00000003400,ENSVKKG00000003400,PLA2G4A,ENSCPBG00000014794,PLA2G4A,ortholog_one2one,ENSCPRG00005014002,PLA2G4A,ortholog_one2one,ENSGALG00000005065,PLA2G4A,ortholog_one2one,ENSG00000116711,PLA2G4A,ortholog_one2one,ENSMUSG00000056220,Pla2g4a,ortholog_one2one
ENSVKKG00000003402,ENSVKKG00000003402,PTGS2,ENSCPBG00000013337,PTGS2,ortholog_one2one,ENSCPRG00005014013,PTGS2,ortholog_one2one,ENSGALG00000033635,PTGS2,ortholog_one2one,ENSG00000073756,PTGS2,ortholog_one2one,ENSMUSG00000032487,Ptgs2,ortholog_one2one
ENSVKKG00000003408,ENSVKKG00000003408,SIAH1,ENSCPBG00000016014,SIAH1,ortholog_one2one,ENSCPRG00005003908,SIAH1,ortholog_one2one,ENSGALG00000003916,SIAH1,ortholog_one2one,ENSG00000196470,SIAH1,ortholog_one2one,"{'ENSMUSG00000036840', 'ENSMUSG00000040749'}","{'Siah1a', 'Siah1b'}",ortholog_one2many
ENSVKKG00000003412,ENSVKKG00000003412,N4BP1,ENSCPBG00000016004,N4BP1,ortholog_one2one,ENSCPRG00005003890,N4BP1,ortholog_one2one,ENSGALG00000003907,N4BP1,ortholog_one2one,ENSG00000102921,N4BP1,ortholog_one2one,ENSMUSG00000031652,N4bp1,ortholog_one2one
ENSVKKG00000003414,ENSVKKG00000003414,ZNF423,ENSCPBG00000015985,ZNF423,ortholog_one2one,ENSCPRG00005003814,ZNF423,ortholog_one2one,ENSGALG00000003891,ZNF423,ortholog_one2one,ENSG00000102935,ZNF423,ortholog_one2one,ENSMUSG00000045333,Zfp423,ortholog_one2one
ENSVKKG00000003421,ENSVKKG00000003421,,ENSCPBG00000026476,,ortholog_one2many,ENSCPRG00005018829,,ortholog_one2many,ENSGALG00000011153,LY75,ortholog_one2many,"{'ENSG00000248672', 'ENSG00000054219'}","{'LY75-CD302', 'LY75'}",ortholog_many2many,ENSMUSG00000026980,Ly75,ortholog_one2many
ENSVKKG00000003427,ENSVKKG00000003427,,ENSCPBG00000019250,RGS3,ortholog_one2one,ENSCPRG00005011828,,ortholog_one2one,"{'ENSGALG00000054209', 'ENSGALG00000008881'}","{nan, 'RGS3'}",ortholog_one2many,ENSG00000138835,RGS3,ortholog_one2one,ENSMUSG00000059810,Rgs3,ortholog_one2one
ENSVKKG00000003436,ENSVKKG00000003436,ALAD,ENSCPBG00000019233,ALAD,ortholog_one2one,ENSCPRG00005011812,ALAD,ortholog_one2one,ENSGALG00000008865,ALAD,ortholog_one2one,ENSG00000148218,ALAD,ortholog_one2one,ENSMUSG00000028393,Alad,ortholog_one2one
ENSVKKG00000003443,ENSVKKG00000003443,BSPRY,ENSCPBG00000019224,BSPRY,ortholog_one2one,ENSCPRG00005011808,BSPRY,ortholog_one2one,ENSGALG00000008861,BSPRY,ortholog_one2one,ENSG00000119411,BSPRY,ortholog_one2one,ENSMUSG00000028392,Bspry,ortholog_one2one
ENSVKKG00000003455,ENSVKKG00000003455,,ENSCPBG00000012553,,ortholog_one2one,ENSCPRG00005017477,,ortholog_one2one,ENSGALG00000049260,,ortholog_one2one,,,,"{'ENSMUSG00000052469', 'ENSMUSG00000071322', 'ENSMUSG00000055602'}","{'Tcp10a', 'Tcp10c', 'Tcp10b'}",ortholog_one2many
ENSVKKG00000003459,ENSVKKG00000003459,CCR6,"{'ENSCPBG00000012565', 'ENSCPBG00000012574'}",,ortholog_one2many,ENSCPRG00005017488,CCR6,ortholog_one2one,ENSGALG00000011418,CCR6,ortholog_one2one,ENSG00000112486,CCR6,ortholog_one2one,ENSMUSG00000040899,Ccr6,ortholog_one2one
ENSVKKG00000003461,ENSVKKG00000003461,ZCCHC7,ENSCPBG00000006836,ZCCHC7,ortholog_one2one,ENSCPRG00005012210,ZCCHC7,ortholog_one2one,ENSGALG00000028675,ZCCHC7,ortholog_one2one,ENSG00000147905,ZCCHC7,ortholog_one2one,ENSMUSG00000035649,Zcchc7,ortholog_one2one
ENSVKKG00000003464,ENSVKKG00000003464,PAX5,ENSCPBG00000006684,PAX5,ortholog_one2one,ENSCPRG00005012238,PAX5,ortholog_one2one,ENSGALG00000016431,PAX5,ortholog_one2one,ENSG00000196092,PAX5,ortholog_one2one,ENSMUSG00000014030,Pax5,ortholog_one2one
ENSVKKG00000003465,ENSVKKG00000003465,,ENSCPBG00000012576,,ortholog_one2one,ENSCPRG00005017504,,ortholog_one2one,ENSGALG00000011426,RNASET2,ortholog_one2one,"{'ENSG00000249141', 'ENSG00000026297'}","{'RNASET2', 'AL159163.1'}",ortholog_one2many,"{'ENSMUSG00000095687', 'ENSMUSG00000116876', 'ENSMUSG00000116988', 'ENSMUSG00000094724'}","{'Rnaset2b', 'Gm49721', 'Gm49673', 'Rnaset2a'}",ortholog_one2many
ENSVKKG00000003466,ENSVKKG00000003466,TNFAIP8L3,ENSCPBG00000027850,TNFAIP8L3,ortholog_one2one,ENSCPRG00005013935,TNFAIP8L3,ortholog_one2one,ENSGALG00000047289,TNFAIP8L3,ortholog_one2one,ENSG00000183578,TNFAIP8L3,ortholog_one2one,ENSMUSG00000074345,Tnfaip8l3,ortholog_one2one
ENSVKKG00000003473,ENSVKKG00000003473,,ENSCPBG00000016695,,ortholog_one2one,ENSCPRG00005003481,,ortholog_one2one,ENSGALG00000005638,IL2RG,ortholog_one2one,,,,,,
