Gene stable ID	Gene name
ENSXETG00000017032	tll1
ENSXETG00000016497	mphosph10
ENSXETG00000009183	derl2
ENSXETG00000034346	dpysl2
ENSXETG00000042051	5S_rRNA
ENSXETG00000039747	c22orf15
ENSXETG00000027338	smdt1
ENSXETG00000008423	cnih2
ENSXETG00000038276	
ENSXETG00000001502	cyfip2
ENSXETG00000027403	copz1
ENSXETG00000008062	gpx7
ENSXETG00000044706	5S_rRNA
ENSXETG00000011740	grm5
ENSXETG00000041454	
ENSXETG00000029959	sun2
ENSXETG00000026378	XB5729271 [provisional]
ENSXETG00000005234	stxbp3
ENSXETG00000009173	dhx33
ENSXETG00000008917	lrp6
ENSXETG00000047381	5S_rRNA
ENSXETG00000042040	slmap
ENSXETG00000031889	irf9
ENSXETG00000001420	f2rl1
ENSXETG00000030832	ddx4
ENSXETG00000008633	mcoln3
ENSXETG00000048133	5S_rRNA
ENSXETG00000033012	shisal2a
ENSXETG00000048011	crygdl.47
ENSXETG00000024734	mcee
ENSXETG00000036259	foxo1
ENSXETG00000037434	
ENSXETG00000005714	fabp6
ENSXETG00000043207	5S_rRNA
ENSXETG00000011291	gtf2e2
ENSXETG00000013795	usb1
ENSXETG00000041654	5S_rRNA
ENSXETG00000042462	
ENSXETG00000027400	nfe2
ENSXETG00000043113	
ENSXETG00000042399	coa7
ENSXETG00000038455	
ENSXETG00000049394	5S_rRNA
ENSXETG00000046317	C4orf48
ENSXETG00000009171	rcc1l
ENSXETG00000005233	fndc7
ENSXETG00000047275	
ENSXETG00000007669	
ENSXETG00000048367	
ENSXETG00000044869	5S_rRNA
ENSXETG00000012371	srsf11
ENSXETG00000034656	
ENSXETG00000030996	
ENSXETG00000004302	hectd4
ENSXETG00000042940	5S_rRNA
ENSXETG00000025480	epyc
ENSXETG00000021888	lonp1
ENSXETG00000013598	kif2c
ENSXETG00000045342	
ENSXETG00000038865	
ENSXETG00000044436	
ENSXETG00000045937	5S_rRNA
ENSXETG00000045389	znrd2
ENSXETG00000016503	apba2
ENSXETG00000044237	5S_rRNA
ENSXETG00000015159	eml6
ENSXETG00000043296	
ENSXETG00000017080	crhbp
ENSXETG00000002388	poln
ENSXETG00000016684	ndufaf2
ENSXETG00000043156	5S_rRNA
ENSXETG00000040826	anks1b
ENSXETG00000025479	kera
ENSXETG00000008064	zyg11b
ENSXETG00000009595	arhgap33
ENSXETG00000014618	rnf31
ENSXETG00000043303	5S_rRNA
ENSXETG00000042654	
ENSXETG00000010464	pbx1
ENSXETG00000006575	znf420
ENSXETG00000047217	
ENSXETG00000038675	
ENSXETG00000049136	5S_rRNA
ENSXETG00000025478	lum
ENSXETG00000021277	hnrnpa1
ENSXETG00000012372	lrrc40
ENSXETG00000041774	5S_rRNA
ENSXETG00000016591	nnt
ENSXETG00000036928	
ENSXETG00000016996	slc12a6
ENSXETG00000046910	5S_rRNA
ENSXETG00000045817	
ENSXETG00000008426	ehbp1l1
ENSXETG00000021263	gtsf2
ENSXETG00000006573	mier2
ENSXETG00000045624	5S_rRNA
ENSXETG00000000260	pheta2
ENSXETG00000021847	dcn
ENSXETG00000021154	rax
ENSXETG00000048403	5S_rRNA
ENSXETG00000043380	ppib
ENSXETG00000039709	rassf2
ENSXETG00000016511	fam189a1
ENSXETG00000043953	
ENSXETG00000048976	5S_rRNA
ENSXETG00000021153	grp
ENSXETG00000008065	echdc2
ENSXETG00000031372	XB5884180 [provisional]
ENSXETG00000041474	5S_rRNA
ENSXETG00000007668	aars1
ENSXETG00000009598	sap18
ENSXETG00000016688	elovl7
ENSXETG00000005931	ptpru
ENSXETG00000044886	
ENSXETG00000048501	5S_rRNA
ENSXETG00000021279	cbx5
ENSXETG00000026594	btg1
ENSXETG00000046635	5S_rRNA
ENSXETG00000047222	
ENSXETG00000040547	tafa3
ENSXETG00000010652	snx22
ENSXETG00000001648	dock8
ENSXETG00000014616	psme2
ENSXETG00000042735	5S_rRNA
ENSXETG00000045210	
ENSXETG00000008663	flnb
ENSXETG00000021063	srd5a3
ENSXETG00000042663	
ENSXETG00000048617	
ENSXETG00000015924	lrrk1
ENSXETG00000041623	5S_rRNA
ENSXETG00000036512	
ENSXETG00000024490	scp2
ENSXETG00000027226	sec11c
ENSXETG00000047057	
ENSXETG00000049180	septin3
ENSXETG00000045289	5S_rRNA
ENSXETG00000009170	cep97
ENSXETG00000043573	
ENSXETG00000048746	tmem165
ENSXETG00000003337	mgarp
ENSXETG00000046121	5S_rRNA
ENSXETG00000010838	atg4c
ENSXETG00000045852	smug1
ENSXETG00000010567	tab3
ENSXETG00000014614	XB5899916 [provisional:tm4sf5]
ENSXETG00000045182	
ENSXETG00000044191	5S_rRNA
ENSXETG00000010653	snx1
ENSXETG00000006571	c2cd4c
ENSXETG00000012373	lrrc7
ENSXETG00000002389	nat8l
ENSXETG00000013137	fubp1
ENSXETG00000046862	
ENSXETG00000046956	5S_rRNA
ENSXETG00000039519	ARMH1
ENSXETG00000015233	plekhg7
ENSXETG00000018744	chsy1
ENSXETG00000041528	spi1
ENSXETG00000044207	
ENSXETG00000044319	5S_rRNA
ENSXETG00000016034	lhfpl6
ENSXETG00000014612	psme1
ENSXETG00000033546	gtsf1
ENSXETG00000043954	5S_rRNA
ENSXETG00000037873	
ENSXETG00000034783	podn
ENSXETG00000008714	gna15
ENSXETG00000044442	
ENSXETG00000035388	
ENSXETG00000006562	shc2
ENSXETG00000046290	5S_rRNA
ENSXETG00000041584	borcs5
ENSXETG00000004521	rtn4
ENSXETG00000048166	
ENSXETG00000027997	selenos
ENSXETG00000036268	fitm1
ENSXETG00000031358	
ENSXETG00000005939	XB5892359 [provisional:acr]
ENSXETG00000001593	adad1
ENSXETG00000047266	5S_rRNA
ENSXETG00000008665	dnase1l3
ENSXETG00000039495	
ENSXETG00000034215	sipa1
ENSXETG00000016032	nhlrc3
ENSXETG00000042591	5S_rRNA
ENSXETG00000037201	
ENSXETG00000006568	odf3l1
ENSXETG00000044202	
ENSXETG00000008719	gzmh
ENSXETG00000006905	dnal4
ENSXETG00000010656	rps17
ENSXETG00000045142	5S_rRNA
ENSXETG00000007914	slc39a13
ENSXETG00000047414	mxd4
ENSXETG00000001053	tmem53
ENSXETG00000021148	znf532
ENSXETG00000039632	
ENSXETG00000025072	vtga2
ENSXETG00000008160	setbp1
ENSXETG00000043108	5S_rRNA
ENSXETG00000014610	dcaf11
ENSXETG00000008068	slc1a7
ENSXETG00000013834	cfap97d1
ENSXETG00000021064	clock
ENSXETG00000027331	cenpm
ENSXETG00000031338	cntn4
ENSXETG00000006560	mfsd14b
ENSXETG00000006906	nptxr
ENSXETG00000045193	5S_rRNA
ENSXETG00000007915	tmem178.2
ENSXETG00000043071	
ENSXETG00000007667	exosc6
ENSXETG00000046273	
ENSXETG00000045345	5S_rRNA
ENSXETG00000008670	abhd6
ENSXETG00000011748	ctsc
ENSXETG00000008052	rpl24
ENSXETG00000032012	
ENSXETG00000016020	proser1
ENSXETG00000001656	cbwd2
ENSXETG00000043551	5S_rRNA
ENSXETG00000041936	
ENSXETG00000015442	slc52a1
ENSXETG00000013796	kiaa0895l
ENSXETG00000047339	
ENSXETG00000035489	
ENSXETG00000014371	mecr
ENSXETG00000042063	5S_rRNA
ENSXETG00000007666	st3gal2.1
ENSXETG00000040858	il1r1
ENSXETG00000021146	malt1
ENSXETG00000043876	5S_rRNA
ENSXETG00000008070	cpt2
ENSXETG00000042515	
ENSXETG00000047512	
ENSXETG00000014608	pck2
ENSXETG00000032117	il5ra
ENSXETG00000040271	
ENSXETG00000048533	cbx6
ENSXETG00000015235	eea1
ENSXETG00000041575	5S_rRNA
ENSXETG00000038134	mansc1
ENSXETG00000014599	bcl2l2
ENSXETG00000047422	
ENSXETG00000039876	U2
ENSXETG00000035080	
ENSXETG00000044285	
ENSXETG00000046131	
ENSXETG00000048781	
ENSXETG00000040982	fcsk
ENSXETG00000022694	uhrf1bp1l
ENSXETG00000036296	terb2
ENSXETG00000016014	stoml3
ENSXETG00000039574	cebpe
ENSXETG00000038037	
ENSXETG00000042707	smim18
ENSXETG00000013799	exoc3l1
ENSXETG00000006663	snrpa1
ENSXETG00000043611	
ENSXETG00000047918	
ENSXETG00000048067	
ENSXETG00000006995	nxpe3
ENSXETG00000044274	
ENSXETG00000008071	czib
ENSXETG00000021887	larp6-like.1
ENSXETG00000049310	mpdu1
ENSXETG00000033235	itk
ENSXETG00000007311	camkv
ENSXETG00000007916	psmc3
ENSXETG00000041811	
ENSXETG00000012885	
ENSXETG00000004981	il1r2
ENSXETG00000030105	dusp16
ENSXETG00000041064	
ENSXETG00000040730	cbx7
ENSXETG00000044621	
ENSXETG00000013828	gas6
ENSXETG00000015847	cog4
ENSXETG00000015989	frem2
ENSXETG00000026585	nudt4
ENSXETG00000046773	men1
ENSXETG00000025091	trnt1
ENSXETG00000006456	uggt2
ENSXETG00000028090	slc38a9
ENSXETG00000045240	
ENSXETG00000035998	HTD2
ENSXETG00000049091	
ENSXETG00000014597	pabpn1
ENSXETG00000014603	slc7a8
ENSXETG00000024931	
ENSXETG00000046856	
ENSXETG00000025211	crp.3
ENSXETG00000013652	XB5727280 [provisional]
ENSXETG00000038530	
ENSXETG00000006912	pdgfb
ENSXETG00000046898	
ENSXETG00000020484	zfyve28
ENSXETG00000010841	dock7
ENSXETG00000027934	crebl2
ENSXETG00000044215	
ENSXETG00000029181	xtr-mir-196a
ENSXETG00000001054	rnf220.1
ENSXETG00000047119	
ENSXETG00000028915	xtr-mir-19a
ENSXETG00000017003	emc4
ENSXETG00000007312	sema3f
ENSXETG00000035849	
ENSXETG00000046158	
ENSXETG00000031043	fam32a
ENSXETG00000027207	ufm1
ENSXETG00000042880	sco2
ENSXETG00000029130	xtr-let-7b
ENSXETG00000008072	magoh
ENSXETG00000047767	
ENSXETG00000029099	xtr-mir-20a
ENSXETG00000032869	sf3b3
ENSXETG00000049069	
ENSXETG00000011697	ube2n
ENSXETG00000033040	haus8
ENSXETG00000008434	sf1
ENSXETG00000043576	
ENSXETG00000043684	xtr-mir-142-1
ENSXETG00000025689	rpp14
ENSXETG00000005146	crbn
ENSXETG00000028035	akap8l
ENSXETG00000049499	
ENSXETG00000017004	pip4p1
ENSXETG00000041012	il18r1.1
ENSXETG00000022963	mrtfa
ENSXETG00000039411	anln
ENSXETG00000010660	cpeb1
ENSXETG00000001811	trpc4
ENSXETG00000046214	
ENSXETG00000033113	pex26
ENSXETG00000046492	
ENSXETG00000005147	lrrn1
ENSXETG00000032514	XB5965586 [provisional:nfkbiz]
ENSXETG00000025212	crp
ENSXETG00000045209	pxk
ENSXETG00000047848	
ENSXETG00000017006	osgep
ENSXETG00000014380	srsf4
ENSXETG00000043373	il34
ENSXETG00000044231	
ENSXETG00000001505	med7
ENSXETG00000036233	nrtn
ENSXETG00000008572	dcbld1
ENSXETG00000007315	gnat1
ENSXETG00000006662	plekho2
ENSXETG00000046244	
ENSXETG00000044766	
ENSXETG00000018972	nudcd3
ENSXETG00000010849	angptl3
ENSXETG00000046554	
ENSXETG00000030391	ap3b1
ENSXETG00000018493	gucy1a2
ENSXETG00000048972	
ENSXETG00000024773	apex1
ENSXETG00000047105	
ENSXETG00000013203	lrig2
ENSXETG00000033268	paip1
ENSXETG00000046283	
ENSXETG00000046998	timd4
ENSXETG00000044824	
ENSXETG00000037245	
ENSXETG00000038846	tafa2
ENSXETG00000021142	nedd4l
ENSXETG00000007316	slc38a3
ENSXETG00000037813	cfap99
ENSXETG00000049299	
ENSXETG00000007917	nup160
ENSXETG00000008685	pdhb
ENSXETG00000034136	pygb
ENSXETG00000047424	gpr19
ENSXETG00000044269	
ENSXETG00000045603	
ENSXETG00000039060	
ENSXETG00000010280	pik3c3
ENSXETG00000019260	proca1
ENSXETG00000033461	slc12a3l
ENSXETG00000002769	ptx
ENSXETG00000045398	
ENSXETG00000031698	nexn
ENSXETG00000013827	tmem255b
ENSXETG00000009351	qars1
ENSXETG00000044940	
ENSXETG00000048544	
ENSXETG00000009789	adcy6
ENSXETG00000006661	ankdd1a
ENSXETG00000037537	ros1
ENSXETG00000027007	sdf2
ENSXETG00000007317	gnai2
ENSXETG00000018980	pgam2
ENSXETG00000032902	mrpl42
ENSXETG00000042833	
ENSXETG00000033749	
ENSXETG00000044675	
ENSXETG00000046348	
ENSXETG00000041667	
ENSXETG00000034723	
ENSXETG00000046372	nmu
ENSXETG00000019277	kiaa0100
ENSXETG00000044622	tuba8
ENSXETG00000037080	eri3
ENSXETG00000043888	
ENSXETG00000015863	vac14
ENSXETG00000018981	ppia
ENSXETG00000009659	tspan31
ENSXETG00000045263	pim1
ENSXETG00000037897	
ENSXETG00000035322	prpf38b
ENSXETG00000041800	
ENSXETG00000040247	wiz
ENSXETG00000045350	
ENSXETG00000033520	tmem208
ENSXETG00000014041	vgll2
ENSXETG00000034396	exoc1l
ENSXETG00000044776	
ENSXETG00000048847	
ENSXETG00000023814	angpt4
ENSXETG00000007320	sema3b
ENSXETG00000008605	
ENSXETG00000045797	
ENSXETG00000031954	myo9b
ENSXETG00000010716	ckap4
ENSXETG00000008675	kctd6
ENSXETG00000044592	
ENSXETG00000013825	lonrf2
ENSXETG00000025752	rnf4
ENSXETG00000009658	marchf9
ENSXETG00000044041	
ENSXETG00000000925	slc44a1
ENSXETG00000000547	scamp1
ENSXETG00000023813	angpt4.2
ENSXETG00000006659	spg21
ENSXETG00000030501	henmt1
ENSXETG00000047977	
ENSXETG00000001812	postn
ENSXETG00000018991	zmiz2
ENSXETG00000048760	trim39l.1
ENSXETG00000046116	
ENSXETG00000042919	
ENSXETG00000024748	slc26a6
ENSXETG00000031339	terf2
ENSXETG00000016651	prmt8
ENSXETG00000030379	patj
ENSXETG00000009657	cyp27b1
ENSXETG00000045877	
ENSXETG00000034297	usp18
ENSXETG00000033810	rfx6
ENSXETG00000044028	lhfpl2
ENSXETG00000042155	socs2
ENSXETG00000047325	
ENSXETG00000045188	
ENSXETG00000021068	exoc1
ENSXETG00000014401	l3mbtl3
ENSXETG00000002983	acadm
ENSXETG00000044564	
ENSXETG00000027787	GPS2
ENSXETG00000004224	
ENSXETG00000031728	f13b
ENSXETG00000002770	wbp11
ENSXETG00000046442	tsg101
ENSXETG00000017856	tmed6
ENSXETG00000047179	
ENSXETG00000046550	
ENSXETG00000045303	arsb
ENSXETG00000023094	cdca5
ENSXETG00000042428	
ENSXETG00000049169	
ENSXETG00000036695	
ENSXETG00000008688	dnah12
ENSXETG00000021479	slc16a7
ENSXETG00000015857	mtss2
ENSXETG00000010662	ap3b2
ENSXETG00000036097	
ENSXETG00000048183	
ENSXETG00000005217	edem1
ENSXETG00000017853	nip7
ENSXETG00000025368	best2
ENSXETG00000044574	
ENSXETG00000040253	rasgrp2
ENSXETG00000036972	xndc1
ENSXETG00000000527	dmgdh
ENSXETG00000011170	ephb4
ENSXETG00000045152	
ENSXETG00000010266	tle4
ENSXETG00000032814	clhc1
ENSXETG00000010712	g3bp1
ENSXETG00000044764	
ENSXETG00000048657	mgp
ENSXETG00000042864	
ENSXETG00000017851	cog8
ENSXETG00000045151	
ENSXETG00000031035	wasll
ENSXETG00000012108	selenbp1
ENSXETG00000047954	
ENSXETG00000027223	efs
ENSXETG00000045738	
ENSXETG00000006914	rpl3
ENSXETG00000021481	lrig3
ENSXETG00000004767	get3
ENSXETG00000023095	zfpl1
ENSXETG00000045161	
ENSXETG00000046380	
ENSXETG00000032403	erp27
ENSXETG00000022971	st13
ENSXETG00000036959	tm2d1
ENSXETG00000008707	asb14
ENSXETG00000022729	pdf
ENSXETG00000045150	
ENSXETG00000004519	rps27a
ENSXETG00000026836	ctif
ENSXETG00000008640	ctbs
ENSXETG00000026565	atox1
ENSXETG00000047924	
ENSXETG00000002772	arhgdib
ENSXETG00000004768	trir
ENSXETG00000037757	
ENSXETG00000043313	PHLDA2
ENSXETG00000048966	
ENSXETG00000009074	
ENSXETG00000012114	tnip2
ENSXETG00000048788	
ENSXETG00000020317	smad7
ENSXETG00000038601	tmem267
ENSXETG00000022384	XB5797209 [provisional:car15]
ENSXETG00000042032	tspan9
ENSXETG00000043410	pde6h
ENSXETG00000023829	cep83
ENSXETG00000004769	rnf11.2
ENSXETG00000047060	
ENSXETG00000036258	numa1
ENSXETG00000047102	
ENSXETG00000016587	hmgcs1
ENSXETG00000039908	
ENSXETG00000041614	
ENSXETG00000022969	fhit
ENSXETG00000001057	dmap1
ENSXETG00000042598	
ENSXETG00000044160	ess2
ENSXETG00000032249	mtif2
ENSXETG00000003253	pik3r3
ENSXETG00000038226	cntrob
ENSXETG00000008702	appl1
ENSXETG00000038437	
ENSXETG00000045652	
ENSXETG00000046746	
ENSXETG00000032367	cmtm5
ENSXETG00000045805	
ENSXETG00000010707	sparc
ENSXETG00000035503	rskr
ENSXETG00000035183	sh3bp2
ENSXETG00000042119	
ENSXETG00000006656	clpx
ENSXETG00000000523	bhmt
ENSXETG00000046266	
ENSXETG00000002767	josd2
ENSXETG00000049478	
ENSXETG00000015878	hydin
ENSXETG00000006230	kif5a
ENSXETG00000022973	xpnpep3
ENSXETG00000041452	
ENSXETG00000022386	dgcr2
ENSXETG00000046441	
ENSXETG00000013134	miga1
ENSXETG00000048553	SNORD14
ENSXETG00000020310	dym
ENSXETG00000042149	
ENSXETG00000049333	SNORD14
ENSXETG00000027883	brk1
ENSXETG00000040583	fnbp4
ENSXETG00000045498	
ENSXETG00000017838	vps4a
ENSXETG00000029669	
ENSXETG00000043095	
ENSXETG00000008710	hesx1
ENSXETG00000039496	gsc2
ENSXETG00000039143	
ENSXETG00000047565	
ENSXETG00000009070	trappc1
ENSXETG00000032935	gprc6a
ENSXETG00000015575	nrxn2
ENSXETG00000029289	
ENSXETG00000049436	
ENSXETG00000041700	
ENSXETG00000045811	
ENSXETG00000048665	
ENSXETG00000013819	usp1
ENSXETG00000008733	cib3
ENSXETG00000029286	SNORA23
ENSXETG00000039203	
ENSXETG00000000904	il17rd
ENSXETG00000047198	
ENSXETG00000023832	tmcc3
ENSXETG00000001756	mical3
ENSXETG00000004771	tnpo2
ENSXETG00000029846	U4
ENSXETG00000040045	spag5
ENSXETG00000020878	atp8b1
ENSXETG00000044166	
ENSXETG00000022974	ep300
ENSXETG00000023097	
ENSXETG00000029705	
ENSXETG00000017290	chrd.1
ENSXETG00000013823	elmo3
ENSXETG00000005261	cfh
ENSXETG00000047033	
ENSXETG00000010815	pick1
ENSXETG00000001818	supt20h
ENSXETG00000046758	lamtor1
ENSXETG00000047827	U4
ENSXETG00000010666	oaz2
ENSXETG00000042081	RNaseP_nuc
ENSXETG00000008871	nfia
ENSXETG00000015884	cmtr2
ENSXETG00000023839	ndufa12
ENSXETG00000009066	kcnab3
ENSXETG00000043043	RNaseP_nuc
ENSXETG00000014677	atp23
ENSXETG00000001596	
ENSXETG00000044418	RNaseP_nuc
ENSXETG00000039071	gimd1
ENSXETG00000026840	c18orf32
ENSXETG00000004770	fbxw9
ENSXETG00000039824	fat2
ENSXETG00000047437	RNaseP_nuc
ENSXETG00000019937	agbl2
ENSXETG00000015590	mpp1
ENSXETG00000003083	e2f4
ENSXETG00000032798	mtrex
ENSXETG00000042914	RNaseP_nuc
ENSXETG00000045625	
ENSXETG00000040382	calb2
ENSXETG00000020308	rpl17
ENSXETG00000035313	rbx1
ENSXETG00000014674	rpap3
ENSXETG00000043754	RNaseP_nuc
ENSXETG00000045448	sfrpx
ENSXETG00000008015	add1
ENSXETG00000040416	id2
ENSXETG00000048705	RNaseP_nuc
ENSXETG00000000921	arhgef3.2
ENSXETG00000041682	RNaseP_nuc
ENSXETG00000031397	ndufa2
ENSXETG00000023111	slc26a5
ENSXETG00000027170	nars1
ENSXETG00000019862	aimp1
ENSXETG00000047494	
ENSXETG00000045131	RNaseP_nuc
ENSXETG00000040352	pdcd7
ENSXETG00000030281	sntb2
ENSXETG00000042501	
ENSXETG00000023840	nr2c1
ENSXETG00000034761	prorsd1p
ENSXETG00000044069	RNaseP_nuc
ENSXETG00000005599	dhps
ENSXETG00000010816	tnnc1
ENSXETG00000045175	RNaseP_nuc
ENSXETG00000048476	
ENSXETG00000039796	
ENSXETG00000032882	
ENSXETG00000015896	shtn1
ENSXETG00000044118	folr1
ENSXETG00000049329	RNaseP_nuc
ENSXETG00000013118	usp33
ENSXETG00000044995	MDFIC2
ENSXETG00000025361	
ENSXETG00000000520	jmy
ENSXETG00000038631	
ENSXETG00000044396	RNaseP_nuc
ENSXETG00000022981	l3mbtl2
ENSXETG00000002987	slc44a5
ENSXETG00000042890	
ENSXETG00000038430	RNaseP_nuc
ENSXETG00000036190	ubap1l
ENSXETG00000017289	clcn2
ENSXETG00000046375	
ENSXETG00000021069	cep135
ENSXETG00000032954	nim1k
ENSXETG00000029895	RNaseP_nuc
ENSXETG00000038049	hsh2d
ENSXETG00000031980	ldhd
ENSXETG00000046716	RNaseP_nuc
ENSXETG00000003483	kdm4a
ENSXETG00000022982	chadl
ENSXETG00000006458	dnajc3
ENSXETG00000021456	
ENSXETG00000001058	klf17
ENSXETG00000015897	slc38a7
ENSXETG00000039602	U6
ENSXETG00000030376	amigo2
ENSXETG00000005598	wdr83
ENSXETG00000001666	cbwd1.1
ENSXETG00000019424	slc36a1
ENSXETG00000000519	homer1
ENSXETG00000045893	SNORD38C
ENSXETG00000001819	exosc8
ENSXETG00000036715	ik
ENSXETG00000006887	itih3
ENSXETG00000023127	psmc2
ENSXETG00000041728	
ENSXETG00000047989	U5
ENSXETG00000026901	vrk3
ENSXETG00000021455	tmem38a
ENSXETG00000000923	tasor
ENSXETG00000006653	kbtbd13
ENSXETG00000038648	
ENSXETG00000027311	hebp1
ENSXETG00000044829	slc25a1
ENSXETG00000004371	tspan1
ENSXETG00000025826	wdr83os
ENSXETG00000023113	scyl1
ENSXETG00000045513	U5
ENSXETG00000040181	
ENSXETG00000017153	r3hdm2
ENSXETG00000044315	U5
ENSXETG00000008736	tpm4
ENSXETG00000016188	slc26a6
ENSXETG00000031189	adgrl2
ENSXETG00000034014	slc38a4
ENSXETG00000019933	c1qtnf4
ENSXETG00000049007	U5
ENSXETG00000001813	alg5
ENSXETG00000022983	gprc5a
ENSXETG00000043543	
ENSXETG00000046013	U5
ENSXETG00000035315	inppl1
ENSXETG00000048686	bid
ENSXETG00000035017	zbtb7c
ENSXETG00000032207	znf131
ENSXETG00000020888	fech
ENSXETG00000040362	rasl12
ENSXETG00000048450	
ENSXETG00000040972	gm2a
ENSXETG00000000924	ccdc66
ENSXETG00000048613	
ENSXETG00000013326	klhl36
ENSXETG00000023119	frmd8
ENSXETG00000004370	pomgnt1
ENSXETG00000001660	XB5815362 [provisional:cyp2j6]
ENSXETG00000005597	man2b1
ENSXETG00000008016	mfsd10
ENSXETG00000008271	kidins220
ENSXETG00000006652	mtfmt
ENSXETG00000031045	selenop1
ENSXETG00000031622	dzip1
ENSXETG00000020292	smad2
ENSXETG00000008017	vim.2
ENSXETG00000045944	U5
ENSXETG00000049085	
ENSXETG00000022984	ddx47
ENSXETG00000014662	slc38a2
ENSXETG00000046007	U5
ENSXETG00000025580	smim7
ENSXETG00000023853	vezt
ENSXETG00000025992	cdh1
ENSXETG00000001667	foxd4l1.1
ENSXETG00000031959	zzz3
ENSXETG00000019932	ndufs3
ENSXETG00000048289	U5
ENSXETG00000044541	
ENSXETG00000045584	U5
ENSXETG00000000518	tent2
ENSXETG00000016137	grap2
ENSXETG00000045677	
ENSXETG00000000929	btbd9
ENSXETG00000043750	bcl2l13
ENSXETG00000001820	smad9
ENSXETG00000035261	
ENSXETG00000035235	
ENSXETG00000021451	med26
ENSXETG00000045621	U5
ENSXETG00000042455	rab8a
ENSXETG00000024502	lurap1
ENSXETG00000038874	
ENSXETG00000035018	cldn10
ENSXETG00000016509	WDR55
ENSXETG00000027467	kbtbd4
ENSXETG00000046077	U5
ENSXETG00000019409	ccdc69
ENSXETG00000006064	sult1e1
ENSXETG00000043100	
ENSXETG00000003085	lcat
ENSXETG00000034556	fam83f
ENSXETG00000006651	XB5959486 [provisional]
ENSXETG00000048628	U5
ENSXETG00000025525	pnhd
ENSXETG00000048344	ccdc152
ENSXETG00000036476	
ENSXETG00000027870	tbck
ENSXETG00000008903	pum2
ENSXETG00000013322	meak7
ENSXETG00000049305	
ENSXETG00000048327	PTPMT1
ENSXETG00000021084	cracd
ENSXETG00000016526	ugdhl
ENSXETG00000010958	abcc4
ENSXETG00000047242	
ENSXETG00000033863	trmt1
ENSXETG00000014711	ppp1r16a
ENSXETG00000041195	slc38a1
ENSXETG00000049171	phox2a
ENSXETG00000036150	onecut2
ENSXETG00000037965	ghr
ENSXETG00000045045	
ENSXETG00000001670	pgm5
ENSXETG00000013928	rdx
ENSXETG00000013287	atp2c2
ENSXETG00000048852	apold1
ENSXETG00000033226	ak5
ENSXETG00000005594	nacc1
ENSXETG00000006650	cilp
ENSXETG00000046485	ier3ip1
ENSXETG00000043215	
ENSXETG00000010507	clpb
ENSXETG00000015614	ripor1
ENSXETG00000042627	
ENSXETG00000009239	fgd6
ENSXETG00000036458	cers4
ENSXETG00000006053	slc25a45
ENSXETG00000039877	
ENSXETG00000005614	aasdh
ENSXETG00000038283	gnrhr2/nmi
ENSXETG00000013283	wfdc1
ENSXETG00000022986	brinp3
ENSXETG00000033689	ano10l
ENSXETG00000000367	dhx29
ENSXETG00000032107	XB991396 [provisional:gprc6a]
ENSXETG00000005589	stx10
ENSXETG00000006327	tnrc6b
ENSXETG00000044749	lrtomt
ENSXETG00000032759	tmco6
ENSXETG00000046551	FAM131A
ENSXETG00000001824	rfxap
ENSXETG00000040021	gng5
ENSXETG00000006648	parp16
ENSXETG00000045880	wnt5a
ENSXETG00000035744	
ENSXETG00000036380	prkab2
ENSXETG00000049201	
ENSXETG00000019404	gemin5
ENSXETG00000036478	fam162b
ENSXETG00000020183	hdhd2
ENSXETG00000006049	
ENSXETG00000008743	admp
ENSXETG00000023108	dnajc2
ENSXETG00000009238	metap2
ENSXETG00000010512	znf674
ENSXETG00000000869	atp6v1e1
ENSXETG00000041988	sertm1
ENSXETG00000035157	tmem252
ENSXETG00000014074	zup1
ENSXETG00000027677	aldoc
ENSXETG00000022166	lsm7
ENSXETG00000010396	ano3
ENSXETG00000038306	inhbc.2
ENSXETG00000003088	clca2
ENSXETG00000037363	znf81
ENSXETG00000030131	kcnt2
ENSXETG00000025527	
ENSXETG00000024108	zranb2
ENSXETG00000030092	abhd15
ENSXETG00000036008	atp5me
ENSXETG00000008645	spata1
ENSXETG00000048089	slc35a4
ENSXETG00000015900	cnot1
ENSXETG00000001676	
ENSXETG00000030056	XB5843062 [provisional:sult3a1]
ENSXETG00000044649	tlcd2
ENSXETG00000027809	ssbp2
ENSXETG00000009237	usp44
ENSXETG00000027089	fut6.2
ENSXETG00000036303	scaf11
ENSXETG00000039522	MUC15
ENSXETG00000015615	ctcf
ENSXETG00000026046	cgl.2
ENSXETG00000042493	
ENSXETG00000028091	ccno
ENSXETG00000009044	lrrc61
ENSXETG00000017287	eif4g1
ENSXETG00000009787	cdk8
ENSXETG00000014077	rwdd1
ENSXETG00000005585	cacna1a
ENSXETG00000033325	katnal2
ENSXETG00000000147	mgc147226
ENSXETG00000006415	ankrd49
ENSXETG00000003719	cwf19l1
ENSXETG00000008752	elavl1
ENSXETG00000008642	rpf1
ENSXETG00000048265	
ENSXETG00000037124	ankrd49
ENSXETG00000033970	apbb3
ENSXETG00000043165	fut6
ENSXETG00000034175	bicd2
ENSXETG00000002841	faf1
ENSXETG00000040224	ntn4
ENSXETG00000025601	slc5a12
ENSXETG00000015707	birc7
ENSXETG00000001791	sppl2b
ENSXETG00000033274	mcidas
ENSXETG00000033022	igdcc3
ENSXETG00000010517	fhip1b
