gene_id,eggnog_name
dennd4a.L,MYCPP
dennd4a.L,MYCPP
dennd4a.L,MYCPP
dennd4a.L,MYCPP
LOC108711814,CLCKB
LOC108711814,CLCN1
LOC108711814,CLCKB
LOC108711814,CLCN2
dnai7.L,DNAI7
dnai7.L,DNAI7
LOC121401361,PARVG
LOC121401361,PARVG
LOC121401292,MUC3B
nsd1.L,NSD1
nsd1.L,NSD1
nsd1.L,NSD1
nsd1.L,NSD1
nsd1.L,NSD1
parp6.L,PARP6
parp6.L,PARP6
dpysl3.L,DPY3B
dpysl3.L,DPY3B
tspan9.L,TSN9
LOC108710821,NDST1
LOC108710821,NDST1
LOC121401502,THAP5
chkb.L,CHKB
chkb.L,CHKB
chkb.L,CHKB
chkb.L,CHKB
chkb.L,CHKB
chkb.L,CHKB
chkb.L,CHKB
acss3.L,ACSS3
adgre5.L,AGRE5
adgre5.L,AGRE5
pigb.L,PIGB
pigb.L,PIGB
vdac3.L,VDAC3
vdac3.L,VDAC3
vdac3.L,VDAC3
vdac3.L,VDAC3
vdac3.L,VDAC3
vdac3.L,VDAC3
snx22.L,SNX22
snx22.L,SNX22
snx22.L,SNX22
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
lrrk2.L,LRRK2
tymp.L,TYPH
pgls.L,6PGL
LOC108710519,O1468
sin3a.L,SIN3A
sin3a.L,SIN3A
sin3a.L,SIN3A
sin3a.L,SIN3A
epo.L,EPO
epo.L,EPO
LOC108711592,Cuzd1
LOC108711592,Cuzd1
LOC108711592,DMBT1
cpt1b.L,CPT1B
cpt1b.L,CPT1B
cpt1b.L,CPT1B
saxo2.L,SAXO2
saxo2.L,SAXO2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711202,MAGI2
LOC108711184,PK3CG
gnrhr2.L,GNRR2
MGC132236,CRTC3
prfprl2.1.L,QRFPR
LOC108710551,O11L1
ppara.L,PPARA
ppara.L,PPARA
LOC108711606,VMAT1
LOC108711606,VMAT1
LOC121401324,O11L1
LOC121401082,PKN2
LOC121401082,PKN2
prdx2.L,PRDX2
rnf14.1.L,RNF14
rnf14.1.L,RNF14
rnf14.1.L,RNF14
rnf14.1.L,RNF14
LOC108711748,G3ST4
timd4.L,TIMD4
timd4.L,TIMD4
LOC121401269,O1468
pfkfb3.L,F263
pfkfb3.L,F263
pfkfb3.L,F263
pfkfb3.L,F263
pfkfb3.L,F263
pfkfb3.L,F263
pfkfb3.L,F263
trmt1.L,TRM1
trmt1.L,TRM1
trmt1.L,TRM1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
impdh1.L,IMDH1
LOC108711762,PILRA
LOC108711762,PILRA
mcoln1.L,MCLN1
LOC108710677,O11L1
zdhhc12.L,ZD12B
zdhhc12.L,ZD12B
LOC108710326,OR1G1
naa38.L,LMD1A
LOC108710665,O11A1
ribc2.L,RIBC2
LOC108711839,O11L1
LOC121401338,OR5G3
entpd4.L,ENTP4
LOC121401118,PCDGH
otud7a.L,OTU7A
otud7a.L,OTU7A
otud7a.L,OTU7A
otud7a.L,OTU7A
LOC108710653,PILRA
LOC108710653,PILRA
LOC121401243,PNMA2
ccdc77.L,CCD77
ccdc77.L,CCD77
ccdc77.L,CCD77
mctp2.L,MCTP2
mctp2.L,MCTP2
LOC108710528,O11L1
rpl4.L,RL4A
brd1.L,BRD1
brd1.L,BRD1
brd1.L,BRD1
brd1.L,BRD1
brd1.L,BRD1
brd1.L,BRD1
ache.L,ACES
ache.L,ACES
ache.L,ACES
dennd11.L,DEN11
arl10b.L,AR8BA
samm50.L,SAM5A
samm50.L,SAM5A
fgf11.L,FGF11
il16.L,IL16
igdcc4.L,IGDC4
igdcc4.L,IGDC4
igdcc4.L,IGDC4
igdcc4.L,IGDC4
igdcc4.L,IGDC4
LOC108710534,O11L1
eif4a1.L,IF4A1
sh3pxd2b.L,SPD2B
sh3pxd2b.L,SPD2B
sh3pxd2b.L,SPD2B
sh3pxd2b.L,SPD2B
pcyox1l.L,PCYXL
LOC121401457,KIBRA
net1.L,ARHG8
net1.L,ARHG8
reep4.L,REEP4
LOC121401662,POST
ddx11.L,DDX11
ddx11.L,DDX11
ddx11.L,DDX11
adamts17.L,ATS17
adamts17.L,ATS17
adamts17.L,ATS17
adamts17.L,ATS17
LOC108710516,O1468
LOC108710258,TPH2
stc2.L,STC2
tmem266.L,TM266
tmem266.L,TM266
tmem266.L,TM266
LOC121401303,V2R26
LOC108710495,O11L1
cltb.L,CLCB
cltb.L,CLCB
havcr1.L,HAVR1
havcr1.L,HAVR1
LOC108711331,CO039
LOC108711331,CO039
LOC108711331,CO039
LOC108711331,CO039
LOC108711331,CO039
lsm8.L,LSM8
dvl2.L,DVL2
dvl2.L,DVL2
LOC121401648,TNFA
ccng1.L,CCNG1
LOC121401466,KIBRA
mest.L,MEST
mest.L,MEST
mest.L,MEST
tmtc2.L,TMTC2
tmtc2.L,TMTC2
shisal1.L,SHSL1
shisal1.L,SHSL1
gigyf1.L,GGYF1
gigyf1.L,GGYF1
ifrd1.L,IFRD1
ifrd1.L,IFRD1
ifrd1.L,IFRD1
LOC108711439,RL37A
wnt16.L,WNT16
pex11a.L,PX11A
pex11a.L,PX11A
pex11a.L,PX11A
pex11a.L,PX11A
LOC121401570,CHMP7
LOC121401570,CHMP7
best2.L,BEST2
best2.L,BEST2
best2.L,BEST2
best2.L,BEST2
LOC108711111,MOT2
LOC108711111,MOT2
LOC108711111,MOT2
hacd3.L,HACD3
LOC121401473,KPCT
atp1b2.L,AT1B2
acsbg1.L,ACBG1
acsbg1.L,ACBG1
rab21.L,RAB21
LOC121401488,C3orf20
LOC121401488,C3orf20
LOC121401488,C3orf20
lrrc49.L,LRC49
lrrc49.L,LRC49
cdc23.L,CDC23
sfmbt2.L,SMBT2
sfmbt2.L,SMBT2
sfmbt2.L,SMBT2
scamp5.2.L,SCM5B
LOC108710552,O11L1
bend7.L,BEND7
LOC121401530,LITH
LOC121401530,LITH
LOC108711668,CD209
tmem110l.L,STIMA
gnai1.L,GNAI1
gnai1.L,GNAI1
st8sia2.L,SIA8B
LOC108711401,AT8B4
LOC108711401,AT8B4
LOC108711401,AT8B4
LOC108711401,AT8B4
LOC108711642,SPNS1
LOC121401433,WNK4
LOC108711761,PILRA
tmed1.L,TMED1
LOC121401027,CBPC3
cystm1.L,CYTM1
nuak1.L,NUAK1
rgs14.L,RGS14
LOC108710178,ITPR2
hrh2.L,HRH2
hrh2.L,HRH2
otogl.L,OTOGL
gdi2.L,GDIB
nr2c1.L,N2C1B
nr2c1.L,N2C1B
tnip1.L,TNIP1
epor.L,EPOR
slc22a4.L,S22A4
slc22a4.L,S22A5
slc22a4.L,S22A5
LOC108710629,O5AR1
LOC108710347,K123
LOC121393065,ABCBA
LOC121393065,ABCBA
LOC121393065,ABCBA
camsap3.L,CAMP3
camsap3.L,CAMP3
camsap3.L,CAMP3
zc3hc1.L,ZC3C1
LOC108711525,PRLHR
fam174b.L,F174B
fam174b.L,F174B
man2b1.L,MA2B1
LOC121401661,PILRA
fchsd1.L,FCSD1
LOC108710597,IL15RA
hkdc1.L,HXK2
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
hmgxb3.L,HMGX3
figla.L,FIGLA
figla.L,FIGLA
figla.L,FIGLA
figla.L,FIGLA
adam21.L,ADAM9
trabd.L,TRABD
LOC108711135,TFEC
LOC108711135,TFEC
LOC108711135,TFEC
mcat.L,FABD
c1qtnf2.L,C1QT2
LOC108711332,C15orf39
LOC108711332,C15orf39
LOC108711332,C15orf39
cfap161.L,CF161
cers3.L,CERS2
cers3.L,CERS2
cers3.L,CERS2
cers3.L,CERS2
cers3.L,CERS2
furin.L,FURI1
furin.L,FURI1
furin.L,FURI1
lamb4.L,LAMB4
lamb4.L,LAMB4
LOC121401120,TM7S3
grm8.L,GRM8
grm8.L,GRM8
grm8.L,GRM8
tmem229a.L,T229A
nptn.L,NPTN
nptn.L,NPTN
nptn.L,NPTN
nptn.L,NPTN
dcaf15.L,DCA15
alg10.L,AG10A
alg10.L,AG10A
alg10.L,AG10A
etfa.L,ETFA
wdr91.L,WDR91
thg1l.L,THG1
thg1l.L,THG1
thg1l.L,THG1
thg1l.L,THG1
thg1l.L,THG1
LOC108704352,B2L14
LOC108704352,B2L14
LOC108710413,CASR
alg12.L,ALG12
alg12.L,ALG12
alg12.L,ALG12
aen.L,AEN
aen.L,AEN
gfra2.L,GFRA2
LOC121401378,TMPO
LOC121401378,TMPO
LOC108710637,CLC10
LOC121401460,KIBRA
LOC121401460,KIBRA
tjp1.S,ZO1
tjp1.S,ZO1
tjp1.S,ZO1
tjp1.S,ZO1
tjp1.S,ZO1
tjp1.S,ZO1
tjp1.S,ZO1
tjp1.S,ZO1
LOC108710980,UIMC1
LOC108710980,UIMC1
LOC108710980,UIMC1
LOC121401140,ISX
LOC108710517,O11L1
adrb2.L,ADRB2
nme5.L,NDK5
nme5.L,NDK5
stoml1.L,STML1
LOC121401127,DCST2
adam28.2.L,ADA28
lmx1b.2.L,LMX1A
LOC121401652,MUC17
LOC108710454,CASR
LOC108710242,HXK2
LOC121401181,TTLL3
LOC121401181,TTLL3
ppargc1b.L,PRGC2
LOC108710630,NUCG
msrb3.L,MSRB3
msrb3.L,MSRB3
mthfd2.L,MTDC
LOC108710339,O1E16
ifng.L,IFNG
LOC108711826,PLS3
LOC108711826,PLS3
rtbdn.L,RBP
cln6.L,CLN6
cln6.L,CLN6
st7.L,ST7
st7.L,ST7
st7.L,ST7
atox1.L,ATOX1
nodal3.2.L,NOD3B
cdhr2.L,CDHR2
kcnj8.L,KCNJ8
rhcg.L,RHCG
itfg2.L,ITFG2
itfg2.L,ITFG2
ptprz1.L,PTPRZ
ptprz1.L,PTPRZ
ptprz1.L,PTPRZ
ptprz1.L,PTPRZ
ptprz1.L,PTPRZ
LOC108710431,CASR
pdlim2.L,PDLI2
pdlim2.L,PDLI2
LOC108710286,AP3B2
LOC108710286,AP3B2
LOC108710286,AP3B2
LOC108710286,AP3B2
LOC108710286,AP3B2
LOC108710286,AP3B2
LOC108710286,AP3B2
LOC108710286,AP3B2
wnt2.L,WNT2
vamp2.L,VAMP2
rab11a.L,RB11A
plekho2.L,PKHO2
arnt2.L,ARNT2
arnt2.L,ARNT2
arnt2.L,ARNT2
arnt2.L,ARNT2
arnt2.L,ARNT2
arnt2.L,ARNT2
LOC108710493,O11L1
LOC121401305,OR5V1
pnpla8.L,PLPL8
ankrd39.L,ANR39
LOC108711364,MYZAP
LOC108711364,MYZAP
gtf2a2.L,T2AG
gtf2a2.L,T2AG
gtf2a2.L,T2AG
gtf2a2.L,T2AG
gtf2a2.L,T2AG
LOC121401245,O5AP2
XB5899916.L,T4S5
myf5.L,MYF5
LOC108711607,VMAT1
LOC108711035,OCC1
snx33.L,SNX33
LOC121401259,O5B21
LOC108710676,O11L1
plekha2.L,PKHA2
sec24a.L,SC24A
XB5845012.L,T4S5
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC108711545,AAK1
LOC121400948,KDM7A
brf2.L,BRF2
brf2.L,BRF2
atp2b1.L,AT2B1
atp2b1.L,AT2B1
atp2b1.L,AT2B1
atp2b1.L,AT2B1
atp2b1.L,AT2B1
atp2b1.L,AT2B1
atp2b1.L,AT2B1
atp2b1.L,AT2B1
LOC108710340,OLF1
slc26a4.2.L,S26A4
LOC108710302,PUS1
LOC108710302,PUS1
LOC108710302,PUS1
LOC108710302,PUS1
map1a.L,MAP1A
fbxo38.L,FBX38
palm3.L,PALM3
palm3.L,PALM3
dnajb9.L,DNJB9
dnajb9.L,DNJB9
dnajb9.L,DNJB9
fbxo7.L,FBX7
fbxo7.L,FBX7
fbxo7.L,FBX7
spata18a.L,MIEAP
nudcd3.L,NUDC3
nudcd3.L,NUDC3
LOC108711012,SC5A8
faf2.L,FAF2B
npc1l1.L,NPCL1
shroom1.L,SHRM1
shroom1.L,SHRM1
shroom1.L,SHRM1
LOC108711622,CUNH8orf58
LOC108711622,CUNH8orf58
LOC121401020,WDR91
slc39a14.L,S39AE
slc39a14.L,S39AE
slc39a14.L,S39AE
slc39a14.L,S39AE
slc39a14.L,S39AE
nlgn2.L,NLGN2
nlgn2.L,NLGN2
LOC121401610,SPRTN
LOC121401610,SPRTN
LOC121401610,SPRTN
atp6v1f.L,VATF
ctnna1.L,CTNA1
LOC121401319,OR1M1
megf11.L,MEG11
megf11.L,MEG11
retsat.L,RETST
retsat.L,RETST
retsat.L,RETST
retsat.L,RETST
retsat.L,RETST
retsat.L,RETST
retsat.L,RETST
LOC108711237,PLXA4
LOC108711237,PLXA4
LOC108711237,PLXA4
LOC108711237,PLXA4
LOC108711237,PLXA4
LOC108711237,PLXA4
slc25a11.L,M2OM
mov10l1.L,M10L1
mov10l1.L,M10L1
LOC108710968,AA2DA
sema4b.L,SEM4B
sema4b.L,SEM4B
sema4b.L,SEM4B
selenow2.L,MIEN1
LOC108710280,PAX4
LOC108711716,ADIP
LOC108711716,ADIP
rnf111.L,R111C
rnf111.L,R111C
rnf111.L,R111C
rnf111.L,R111C
rnf111.L,R111C
rnf111.L,R111C
rnf111.L,R111C
icam5.L,HMCN1
icam5.L,HMCN1
grm3.L,GRM3
grm3.L,GRM3
grm3.L,GRM3
LOC121401182,O1E16
LOC121401594,TTLL3
LOC121401594,TTLL3
parpbp.L,PARI
parpbp.L,PARI
LOC121401651,MUC17
scaf11.L,SCAFB
scaf11.L,SCAFB
scaf11.L,SCAFB
klf13.L,KLF13
LOC121401450,KIBRA
LOC108710432,CASR
XB22065322.L,BRME1
LOC108704362,SUSD3
fam3c.L,FAM3C
fam3c.L,FAM3C
fam3c.L,FAM3C
slc26a4.1.L,S26A4
slc26a4.1.L,S26A4
slc26a4.1.L,S26A4
slc26a4.1.L,S26A4
lsm1.L,LSM1
ptprr.L,PTPRR
LOC121401018,WDR91
slc38a4.L,S38A4
slc38a4.L,S38A4
spata5l1.L,AFG2B
LOC108710636,O5AR1
fgf7.L,FGF7
fgf7.L,FGF7
LOC108710398,V2R1
LOC108711820,TRI39
slc24a5.L,NCKX5
LOC121401223,PKN2
fam193b.L,F193B
fam193b.L,F193B
LOC121401412,LORF2
myo5a.L,MYO5A
myo5a.L,MYO5A
frmd4a.L,FRM4A
frmd4a.L,FRM4A
frmd4a.L,FRM4A
frmd4a.L,FRM4A
frmd4a.L,FRM4A
LOC108710614,SLC51B
LOC108710614,SLC51B
LOC108711751,NXPE3
LOC108711751,NXPE3
eno3.L,ENOB
nkx2-5.L,NKX25
nkx2-5.L,NKX25
nr3c1.L,GCR
nr3c1.L,GCR
nr3c1.L,GCR
nr3c1.L,GCR
strip2.L,STRP2
nif.L,XNIF
LOC108710548,OR5G3
brd8.L,BRD8
brd8.L,BRD8
brd8.L,BRD8
brd8.L,BRD8
brd8.L,BRD8
brd8.L,BRD8
LOC121401026,CBPC3
LOC121401026,CBPC3
tubgcp4.L,GCP4
pitx1.L,PITX1
chd3.L,CHD3
chd3.L,CHD3
chd3.L,CHD3
chd3.L,CHD3
asb13.L,ASB13
asb13.L,ASB13
map2k1.L,MP2K1
hmmr.L,HMMR
LOC108710409,V2R26
gal3st4.4.L,G3ST4
gal3st4.4.L,G3ST4
LOC108705237,TSN1
dennd2a.L,DEN2A
dennd2a.L,DEN2A
msx2.L,HOX7P
c15orf61.L,CO061
c15orf61.L,CO061
c15orf61.L,CO061
smad3.L,SMAD3
dnajb1.L,DNJB1
LOC108711687,KLH38
LOC108711687,KLH38
LOC108711687,KLH38
zfc3h1.L,ZC3H1
zfc3h1.L,ZC3H1
csnk1a1.L,KC1A
csnk1a1.L,KC1A
csnk1a1.L,KC1A
csnk1a1.L,KC1A
csnk1a1.L,KC1A
csnk1a1.L,KC1A
csnk1a1.L,KC1A
LOC108711728,VCO3
LOC108711728,VCO31
pfn1.L,PROF1
clpx.L,CLPX
clpx.L,CLPX
slco1b3.L,SO1C1
grpel2.L,GRPE2
LOC108710670,ASGR2
LOC121401435,GT2D2
LOC121401435,GT2D2
LOC121401435,GT2D2
LOC121401435,GT2D2
LOC121401435,GT2D2
ppcdc.L,COAC
ppcdc.L,COAC
med7.L,MED7A
med7.L,MED7A
med7.L,MED7A
med7.L,MED7A
aurkb.L,AUKBA
aurkb.L,AUKBA
aurkb.L,AUKBA
LOC108710379,HISAT
aagab.L,AAGAB
aagab.L,AAGAB
pcdha13.L,PCD10
pcdha13.L,PCD10
LOC108710346,OLF1
LOC108711011,ANO4
LOC108711011,ANO4
LOC108711011,ANO4
LOC108711011,ANO4
LOC108710639,ASGR2
LOC108710639,ASGR2
LOC108710639,ASGR2
LOC108710639,ASGR2
LOC108710639,ASGR2
LOC108710639,ASGR2
LOC108710639,ASGR2
LOC108710639,ASGR2
depdc4.L,DEPD7
depdc4.L,DEPD7
aqp9.L,AQP9
aqp9.L,AQP9
aqp9.L,AQP9
LOC108704378,MANS1
LOC108704378,MANS1
LOC108704378,MANS1
pde6a.L,PDE6A
larp6.L,LARP6
larp6.L,LARP6
larp6.L,LARP6
efcab10.L,EFC10
bnip3l.L,BNI3L
nup50.L,NUP50
nup50.L,NUP50
LOC108711045,LIPA2
LOC108711045,LIPA2
LOC108711045,LIPA2
LOC108711045,LIPA2
LOC108711045,LIPA2
LOC108711045,LIPA2
LOC108711045,LIPA2
LOC121401176,TTLL3
pnpla3.L,PLPL2
ucn3.L,UCN3
zdhhc17.L,ZDH17
yipf1.L,YIPF1
atp13a1.L,AT131
ssbp1.L,SSBPA
alpk3.L,ALPK3
alpk3.L,ALPK3
opn1sw.L,OPSV
letm2.L,LETM2
letm2.L,LETM2
letm2.L,LETM2
mri1.L,MTNA
cldn7.L,CLD7
pus7l.L,PUS7L
pus7l.L,PUS7L
pus7l.L,PUS7L
pus7l.L,PUS7L
pus7l.L,PUS7L
pus7l.L,PUS7L
gucy2d.L,GUC2E
gucy2d.L,GUC2F
slc2a13.L,MYCT
LOC108710972,PDLI7
LOC108710972,PDLI7
LOC108710271,S26A3
LOC108711664,CLC10
mns1.L,MNS1
LOC108705023,GPRL1
pnpla7.L,PLPL6
pnpla7.L,PLPL6
pnpla7.L,PLPL6
dhps.L,DHYS
dhps.L,DHYS
dhps.L,DHYS
dhps.L,DHYS
amigo2.L,AMGO2
LOC108710209,PCDA8
LOC108710640,CLC4M
LOC108710640,CLC4M
LOC108710640,CLC4M
LOC108710931,KCD16
LOC121401250,TTLL3
tmed9.L,TMED9
ugdhl.L,UGDH
ergic1.L,ERGI1
ergic1.L,ERGI1
arfgap3.L,ARFG3
bmp7.2.L,BMP7
bmp7.2.L,BMP7
lrguk.L,LRGUK
mylc2a,MLRA
LOC108710681,O11L1
bmp10.L,BMP10
maml1.L,MAML1
LOC108710355,CLC7A
LOC108710993,NHP2
dtwd1.L,DTWD1
dtwd1.L,DTWD1
dtwd1.L,DTWD1
dtwd1.L,DTWD1
mesd.L,MESD
LOC108711307,LIGO1
LOC108711307,LIGO1
LOC108711307,LIGO1
LOC108711307,LIGO1
LOC121401619,CLEC4E
LOC121401619,CLEC4E
LOC121401619,CLEC4E
tmc3.L,TMC3
hal.2.L,HUTH
hal.2.L,HUTH
hal.2.L,HUTH
hal.2.L,HUTH
hal.2.L,HUTH
LOC108710363,AGRE3
LOC108710363,AGRE3
LOC108710363,AGRE3
cpeb1.L,CPE1A
cpeb1.L,CPE1A
cpeb1.L,CPE1A
cpeb1.L,CPE1A
cpeb1.L,CPE1A
cpeb1.L,CPE1A
mcm10.L,MCM10
mcm10.L,MCM10
mcm10.L,MCM10
mcm10.L,MCM10
ncaph2.L,CNDH2
stk10.L,STK10
phtf2.L,PHTF2
phtf2.L,PHTF2
phtf2.L,PHTF2
phtf2.L,PHTF2
phtf2.L,PHTF2
phtf2.L,PHTF2
phtf2.L,PHTF2
LOC108710406,CASR
clk3.L,CLK3
clk3.L,CLK3
clk3.L,CLK3
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
LOC108711084,GRIP1
slc44a2.L,CTL2
slc44a2.L,CTL2
slc44a2.L,CTL2
slc44a2.L,CTL2
slc22a5.L,S22A5
tp53bp1.L,TP53B
tp53bp1.L,TP53B
tp53bp1.L,TP53B
tp53bp1.L,TP53B
helb.L,HELB
kank2.L,KANK2
mel.L,MTR1A
LOC108710757,TIMD2
LOC108710757,HAVR1
galk2.L,GALK2
galk2.L,GALK2
galk2.L,GALK2
serf2.L,SERF2
LOC108711477,F169B
LOC108711477,F169B
echdc3.L,ECHD3
wdr83os.L,ASTER
dusp16.L,DUS16
cemip.L,CEMIP
trim24.L,TIF1A
trim24.L,TIF1A
trim24.L,TIF1A
trim24.L,TIF1A
slc13a4.L,S13A4
ppib.L,PPIB
appl2.L,DP13B
gatm.L,GATM
sia1.L,SIAM
LOC108710524,O11L1
cplx3.L,LMAN1
cplx3.L,LMAN1
LOC108711023,TTC41
LOC108711023,TTC41
recql.L,RECQ1
LOC108711613,TTLL3
gnpda1.L,GNPI1
astl.L,ASTL
LOC108710289,O5AP2
fam214a.L,ATOSA
fam214a.L,ATOSA
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
camk2b.L,KCC2B
kcnt2l.L,KCNT2
kcnt2l.L,KCNT2
kcnt2l.L,KCNT2
kcnt2l.L,KCNT2
kcnt2l.L,KCNT2
kcnt2l.L,KCNT1
kcnt2l.L,KCNT2
snrpg.L,RUXG
snrpg.L,RUXG
whamm.L,WHAMM
LOC108711829,CNFN
LOC121401328,O11L1
nt5dc4.L,5NTC
nt5dc4.L,5NTC
nt5dc4.L,5NTC
nt5dc4.L,5NTC
LOC121400999,BHE22
usp44.L,UP44A
trmu.L,MTU1
trmu.L,MTU1
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
plxnb2.L,PLXB2
LOC108710791,FAT2
LOC121401334,O11L1
loxl1.L,LOXL1
rnaseh2a.L,RNH2A
lrrc8e.L,LRC8E
lrrc8e.L,LRC8E
akr1c3.L,AK1C3
slc7a2.2.L,CTR2
slc7a2.2.L,CTR2
zbed4.L,ZBED4
zbed4.L,ZBED4
zbed4.L,ZBED4
zbed4.L,ZBED4
zbed4.L,ZBED4
LOC121401077,PKN2
LOC121401077,PKN2
LOC121401316,O1E16
LOC121401713,NLRC3
LOC108710400,CASR
ndfip1.L,NFIP1
ndfip1.L,NFIP1
snapc5.L,SNPC5
pim3.L,PIM3
sh2d6.L,SH2D6
LOC108710293,DOXA1
LOC108710503,OR6N1
tmcc3.L,TMCC3
tmcc3.L,TMCC3
tmcc3.L,TMCC3
LOC121401094,PKN2
cav1.L,CAV1
plpp5.L,PLPP5
plpp5.L,PLPP5
tafa5.L,TAFA5
tafa5.L,TAFA5
tafa5.L,TAFA5
LOC108710682,O1468
LOC108710314,GKN1
LOC108710314,GKN1
gpr22.L,GPR22
gpr22.L,GPR22
LOC108711218,FRM4A
clpp.L,CLPP
clk1.L,CLK4
clk1.L,CLK4
clk1.L,CLK4
LOC121401256,OR8H1
LOC108710708,INT13
LOC108710708,INT13
LOC108710708,INT13
LOC108710708,INT13
fgf1.L,FGF1
fgf1.L,FGF1
fgf1.L,FGF1
LOC108711575,PSD4
LOC108711575,PSD4
LOC108711575,PSD4
LOC108711575,PSD4
LOC108711575,PSD4
LOC108711575,PSD4
znf653.L,ZN653
znf653.L,ZN653
pdia3.L,PDIA3
LOC108710370,B3GT2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
cadps2.L,CAPS2
LOC121401275,OLF1
LOC121401267,O1E16
LOC108710442,CASR
rassf2.L,RASF2
rassf2.L,RASF2
MGC82578,SURF4
stard15.L,STA10
stard15.L,STA10
xrn2.S,XRN2
xrn2.S,XRN2
schip1.S,IQIP1
schip1.S,SCHI1
schip1.S,SCHI1
schip1.S,SCHI1
pcyt1b.S,PCY1A
LOC108718162,DNSL3
LOC108718162,DNSL3
LOC108718162,DNSL3
LOC108718212,A4GCT
LOC108717510,V2R26
htr1b.S,5HT1B
psmb1.S,PSB1A
sec23a.S,SC23A
usp34.S,UBP34
usp34.S,UBP34
LOC108717987,DOP1
LOC108717987,DOP1
bix1.2.S,MIX1
bix1.2.S,MIX1
sf3b5.S,SF3B5
LOC108717850,KI26B
LOC108705580,AS1AA
LOC108705580,AS1AA
LOC108718213,A4GCT
mapre3.S,MARE3
mapre3.S,MARE3
mapre3.S,MARE3
mapre3.S,MARE3
id2.S,ID2B
mgme1.S,MGME1
LOC108718155,WDFY1
LOC108718155,WDFY1
LOC108717597,CX3CL1
erlec1.S,ERLEC
trappc3l.S,TPC3L
trappc3l.S,TPC3L
fam43a.S,FA43A
ppm1l.S,PPM1L
zmat3.S,ZMAT3
ccl20.S,CCL20
fam228b.S,F228B
fam228b.S,F228B
lpin1.S,LPIN1
lpin1.S,LPIN1
lpin1.S,LPIN1
lpin1.S,LPIN1
lpin1.S,LPIN1
lpin1.S,LPIN1
lpin1.S,LPIN1
LOC121394200,TMPO
LOC121394200,TMPO
slc35a1.S,S35A1
slc30a1.S,ZNT1
cga.S,GLHA
zbtb2.S,ZBTB2
togaram2.S,TGRM2
tgfb2.S,TGFB2
tgfb2.S,TGFB2
rmdn2.S,RMD2
rmdn2.S,RMD2
bves.S,PPD1B
bves.S,PPD1B
bves.S,PPD1B
bves.S,PPD1B
rsad2.S,RSAD2
ppm1g.S,PPM1G
LOC121394327,FBX16
LOC121394327,FBX16
cnih4.S,CNIH4
klf11.S,KLF11
klf11.S,KLF11
dnajc5g.S,DNJC5
dnajc5g.S,DNJC5
dnajc5g.S,DNJC5
fgf12.S,FGF12
